time,px,py,pz,vx,vy,vz,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref,T1,T2,T3,T4
0.0,-5.0,4.5,1.1990653276443481,0.0,0.0,-0.09346778690814972,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,3.024139642715454,3.474910020828247,3.5874826908111572,3.374016523361206
0.01,-5.0,4.5,1.1973214149475098,0.0,0.0,-0.1743934154510498,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,4.207507610321045,4.560531139373779,4.23353910446167,4.060737609863281
0.02,-5.0,4.5,1.1949435472488403,9.052515110852255e-07,-3.4228976346639683e-06,-0.23778502643108368,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,4.932224273681641,5.226705551147461,4.64296817779541,4.494035720825195
0.03,-5.0,4.499999523162842,1.1921274662017822,7.910116437415127e-06,-3.040116462216247e-05,-0.2816062271595001,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,5.319780349731445,5.579539775848389,4.866539478302002,4.718685626983643
0.04,-4.999999523162842,4.499998092651367,1.18906831741333,3.458196442807093e-05,-0.00013498941552825272,-0.30591899156570435,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,5.54058313369751,5.76345157623291,4.98571252822876,4.842072486877441
0.05,-4.999998569488525,4.499993801116943,1.185947299003601,0.00010487104009371251,-0.00041733859688974917,-0.31209859251976013,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,5.65387487411499,5.834115982055664,5.0375823974609375,4.912633895874023
0.06,-4.999996185302734,4.499983310699463,1.1829249858856201,0.00025205561541952193,-0.001026225509122014,-0.30223676562309265,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,5.686269283294678,5.825437545776367,5.050418853759766,4.953461647033691
0.07,-4.999990940093994,4.499961853027344,1.180136799812317,0.000515376275870949,-0.0021506724879145622,-0.2788153886795044,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,5.645776271820068,5.736014366149902,5.024196624755859,4.966289043426514
0.08,-4.99998140335083,4.499921798706055,1.17769193649292,0.0009357734234072268,-0.0040030889213085175,-0.24448911845684052,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,5.535259246826172,5.58021879196167,4.959113121032715,4.946811676025391
0.09,-4.999965667724609,4.499853610992432,1.175672173500061,0.001551331370137632,-0.006795883644372225,-0.20197390019893646,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,5.355240821838379,5.348474979400635,4.856062889099121,4.8980536460876465
0.1,-4.999941825866699,4.499746322631836,1.174131989479065,0.0023933243937790394,-0.010714694857597351,-0.15401633083820343,-4.999899864196777,4.499800205230713,1.2000000476837158,0.002692549955099821,-0.008050999604165554,0.0016081499634310603,5.092804908752441,5.04981803894043,4.709554672241211,4.80531120300293
0.11,-4.99990701675415,4.499587535858154,1.1730961799621582,0.0034812376834452152,-0.015883255749940872,-0.10357721149921417,-4.999899864196777,4.499800205230713,1.2000000476837158,0.002692549955099821,-0.008050999604165554,0.0016081499634310603,4.716640472412109,4.629014492034912,4.495534420013428,4.645908355712891
