episode,step,time_s,gate_idx,reward,terminated,truncated,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,action_0,action_1,action_2,action_3
0,0,0.0,0,-0.010226564481854439,0,0,-1.416821002960205,-2.626230478286743,1.6897382736206055,0.1382845640182495,-0.41406214237213135,0.6406024694442749,0.9998852014541626,-0.015151707455515862,0.0,0.0,-6.060915470123291,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.01,0,-0.01459732186049223,0,0,-1.4154398441314697,-2.63030743598938,1.696828007698059,0.13760121166706085,-0.3981308937072754,0.7771226167678833,0.9984094500541687,-0.05620962008833885,-0.004368338268250227,-0.00015597621677443385,-10.374250411987305,-1.744032382965088,-0.10649489611387253,1.0,0.0,0.0,0.42315271496772766
0,2,0.02,0,-0.018355662003159523,0,0,-1.4140795469284058,-2.6341469287872314,1.7050471305847168,0.133501797914505,-0.36599573493003845,0.866012692451477,0.9929936528205872,-0.11654788255691528,-0.019497189670801163,-0.00040821541915647686,-13.861039161682129,-4.303634166717529,-0.2636204659938812,1.0,0.0,0.0,0.14890307188034058
0,3,0.03,0,-0.019240811467170715,0,0,-1.4127823114395142,-2.637608766555786,1.7139027118682861,0.1249358281493187,-0.32308530807495117,0.9040112495422363,0.9812828302383423,-0.18804651498794556,-0.04149628058075905,-0.0008127911714836955,-15.112588882446289,-4.522542476654053,-0.36364156007766724,0.4754250943660736,0.2283322811126709,0.0,0.16197651624679565
0,4,0.04,0,-0.01877434179186821,0,0,-1.4115946292877197,-2.6405694484710693,1.7230408191680908,0.11173693835735321,-0.2661236822605133,0.9220682978630066,0.9630656838417053,-0.2617495656013489,-0.06314964592456818,-0.0019532651640474796,-15.2322416305542,-4.220522880554199,-0.4876960217952728,0.3530944585800171,0.3766763210296631,0.0,0.05780917778611183
0,5,0.05,0,-0.017643634229898453,0,0,-1.4105675220489502,-2.6428563594818115,1.7323368787765503,0.09297064691781998,-0.18845346570014954,0.9350734353065491,0.9391972422599792,-0.33335840702056885,-0.08223104476928711,-0.004334377124905586,-14.929854393005371,-3.5411853790283203,-0.6232371926307678,0.31416055560112,0.46733370423316956,0.0,0.04731285944581032
0,6,0.06,0,-0.01588926836848259,0,0,-1.409758448600769,-2.644238233566284,1.7417503595352173,0.06835149228572845,-0.0852869376540184,0.9450017809867859,0.9109974503517151,-0.40057170391082764,-0.09776203334331512,-0.008279358968138695,-14.212329864501953,-2.811365842819214,-0.7552210092544556,0.29407408833503723,0.5217676162719727,0.058088965713977814,0.04284036532044411
0,7,0.07,0,-0.013281874358654022,0,0,-1.4092285633087158,-2.644426107406616,1.751254677772522,0.037290140986442566,0.050101689994335175,0.9526753425598145,0.880440354347229,-0.46082010865211487,-0.11089707165956497,-0.013095749542117119,-12.805387496948242,-2.5977227687835693,-0.852475106716156,0.26842302083969116,0.5235373973846436,0.2402324229478836,0.024934951215982437
0,8,0.08,0,-0.01030082255601883,0,0,-1.4090197086334229,-2.6431868076324463,1.7607452869415283,0.004287350922822952,0.19953542947769165,0.9423094391822815,0.849636435508728,-0.5126016139984131,-0.12261342257261276,-0.01798729971051216,-11.28007984161377,-2.265700578689575,-0.8948772549629211,0.17710542678833008,0.47167930006980896,0.31693142652511597,0.1021750271320343
0,9,0.09,0,-0.007023550570011139,0,0,-1.4091452360153198,-2.640406370162964,1.7700400352478027,-0.029484540224075317,0.3578106164932251,0.9137763381004333,0.8203477263450623,-0.555752158164978,-0.13289013504981995,-0.02257058210670948,-9.550809860229492,-2.036633014678955,-0.8673622012138367,0.07290047407150269,0.3857048451900482,0.43541502952575684,0.17223024368286133
0,10,0.1,0,-0.004066758789122105,0,0,-1.409620761871338,-2.6359622478485107,1.778983235359192,-0.06570471823215485,0.531865119934082,0.8721746802330017,0.7933543920516968,-0.5912535786628723,-0.1425844132900238,-0.026034021750092506,-8.201473236083984,-2.1332716941833496,-0.7874500751495361,0.07467105984687805,0.273393839597702,0.516166090965271,0.26475614309310913
0,11,0.11,0,-0.0019257580861449242,0,0,-1.4104567766189575,-2.629775285720825,1.7874270677566528,-0.1015273705124855,0.7060827016830444,0.8141283988952637,0.7674063444137573,-0.6223322749137878,-0.15153613686561584,-0.028756240382790565,-7.863931655883789,-1.8707635402679443,-0.6892348527908325,0.09648066759109497,0.18918484449386597,0.42026448249816895,0.3974000811576843
0,12,0.12,0,0.0009475946426391602,0,0,-1.411641240119934,-2.621880292892456,1.795210361480713,-0.13530446588993073,0.873239278793335,0.7404130697250366,0.7427520155906677,-0.6497129201889038,-0.15873301029205322,-0.0315667986869812,-6.768752098083496,-1.451051950454712,-0.5871767401695251,0.0,0.24483057856559753,0.45860594511032104,0.3390393853187561
