time,kv,kR,kOmega
5.820000000000000284e+00,5.885307788848876953e-01,1.724953055381774902e-01,5.296540260314941406e-02
5.830000000000000071e+00,5.869385004043579102e-01,1.722777485847473145e-01,5.196953937411308289e-02
5.839999999999999858e+00,5.912270545959472656e-01,1.725143045186996460e-01,5.268149450421333313e-02
5.850000000000000533e+00,5.899176001548767090e-01,1.725905686616897583e-01,5.168579891324043274e-02
5.860000000000000320e+00,5.938615798950195312e-01,1.728435903787612915e-01,5.246290192008018494e-02
5.870000000000000107e+00,5.929753780364990234e-01,1.732439100742340088e-01,5.154506489634513855e-02
5.879999999999999893e+00,5.966955423355102539e-01,1.735153198242187500e-01,5.233592912554740906e-02
5.889999999999999680e+00,5.957562923431396484e-01,1.740892082452774048e-01,5.145266652107238770e-02
5.900000000000000355e+00,5.993782281875610352e-01,1.742627322673797607e-01,5.225367099046707153e-02
5.910000000000000142e+00,5.985817313194274902e-01,1.749699711799621582e-01,5.143961310386657715e-02
5.919999999999999929e+00,6.017019152641296387e-01,1.748819947242736816e-01,5.230582877993583679e-02
5.929999999999999716e+00,6.006695032119750977e-01,1.754949241876602173e-01,5.158638954162597656e-02
5.940000000000000391e+00,6.032682061195373535e-01,1.753071993589401245e-01,5.247087404131889343e-02
5.950000000000000178e+00,6.021147966384887695e-01,1.758458763360977173e-01,5.181964859366416931e-02
5.959999999999999964e+00,6.041644811630249023e-01,1.755150556564331055e-01,5.273219570517539978e-02
5.969999999999999751e+00,6.029515266418457031e-01,1.759956330060958862e-01,5.214520916342735291e-02
5.980000000000000426e+00,6.044223904609680176e-01,1.755363941192626953e-01,5.305829644203186035e-02
5.990000000000000213e+00,6.028053164482116699e-01,1.759132146835327148e-01,5.250951275229454041e-02
6.000000000000000000e+00,6.037124991416931152e-01,1.754027009010314941e-01,5.340218544006347656e-02
6.009999999999999787e+00,6.017094254493713379e-01,1.755898892879486084e-01,5.292607471346855164e-02
6.020000000000000462e+00,6.021272540092468262e-01,1.750603467226028442e-01,5.378428846597671509e-02
6.030000000000000249e+00,5.997761487960815430e-01,1.750686615705490112e-01,5.336965993046760559e-02
6.040000000000000036e+00,5.997563600540161133e-01,1.744644641876220703e-01,5.418989807367324829e-02
6.049999999999999822e+00,5.969090461730957031e-01,1.743589341640472412e-01,5.379932746291160583e-02
6.060000000000000497e+00,5.967729687690734863e-01,1.736947000026702881e-01,5.459070950746536255e-02
6.070000000000000284e+00,5.935740470886230469e-01,1.736112982034683228e-01,5.419453606009483337e-02
6.080000000000000071e+00,5.936021804809570312e-01,1.730765551328659058e-01,5.500278621912002563e-02
6.089999999999999858e+00,5.902987122535705566e-01,1.729275584220886230e-01,5.459424480795860291e-02
6.100000000000000533e+00,5.907729864120483398e-01,1.726190894842147827e-01,5.540121346712112427e-02
6.110000000000000320e+00,5.875021219253540039e-01,1.723639965057373047e-01,5.499188974499702454e-02
6.120000000000000107e+00,5.891241431236267090e-01,1.722334474325180054e-01,5.575213581323623657e-02
6.129999999999999893e+00,5.849848985671997070e-01,1.718263179063796997e-01,5.538887903094291687e-02
6.140000000000000568e+00,5.880672931671142578e-01,1.719539016485214233e-01,5.605089291930198669e-02
6.150000000000000355e+00,5.839933156967163086e-01,1.714539527893066406e-01,5.568932369351387024e-02
6.160000000000000142e+00,5.874670743942260742e-01,1.719640791416168213e-01,5.624148994684219360e-02
6.169999999999999929e+00,5.830969810485839844e-01,1.713200658559799194e-01,5.592415854334831238e-02
6.179999999999999716e+00,5.875729918479919434e-01,1.721484363079071045e-01,5.634313821792602539e-02
6.190000000000000391e+00,5.835271477699279785e-01,1.715279668569564819e-01,5.601524189114570618e-02
6.200000000000000178e+00,5.891824960708618164e-01,1.726566553115844727e-01,5.645571276545524597e-02
6.209999999999999964e+00,5.849772691726684570e-01,1.720888614654541016e-01,5.612465739250183105e-02
6.219999999999999751e+00,5.904676914215087891e-01,1.732540279626846313e-01,5.654525756835937500e-02
6.230000000000000426e+00,5.859351158142089844e-01,1.726834774017333984e-01,5.625885725021362305e-02
6.240000000000000213e+00,5.914490818977355957e-01,1.738638728857040405e-01,5.660525709390640259e-02
6.250000000000000000e+00,5.869082212448120117e-01,1.733096539974212646e-01,5.629914626479148865e-02
6.259999999999999787e+00,5.920091271400451660e-01,1.744306236505508423e-01,5.664296820759773254e-02
6.270000000000000462e+00,5.876407623291015625e-01,1.739096492528915405e-01,5.632512643933296204e-02
6.280000000000000249e+00,5.925903320312500000e-01,1.749615669250488281e-01,5.657672882080078125e-02
6.290000000000000036e+00,5.886855721473693848e-01,1.745257824659347534e-01,5.623481422662734985e-02
6.299999999999999822e+00,5.930726528167724609e-01,1.754992455244064331e-01,5.646979808807373047e-02
6.310000000000000497e+00,5.892117023468017578e-01,1.750831902027130127e-01,5.610151961445808411e-02
6.320000000000000284e+00,5.932467579841613770e-01,1.760862767696380615e-01,5.628792196512222290e-02
6.330000000000000071e+00,5.894449949264526367e-01,1.756908297538757324e-01,5.586929246783256531e-02
6.339999999999999858e+00,5.934108495712280273e-01,1.766627132892608643e-01,5.600128322839736938e-02
6.350000000000000533e+00,5.895083546638488770e-01,1.761791855096817017e-01,5.554398521780967712e-02
6.360000000000000320e+00,5.935230851173400879e-01,1.771430671215057373e-01,5.562965199351310730e-02
6.370000000000000107e+00,5.897838473320007324e-01,1.766143292188644409e-01,5.515251308679580688e-02
6.379999999999999893e+00,5.933968424797058105e-01,1.775664240121841431e-01,5.522873625159263611e-02
6.390000000000000568e+00,5.894973278045654297e-01,1.770132184028625488e-01,5.473932623863220215e-02
6.400000000000000355e+00,5.928227901458740234e-01,1.778642237186431885e-01,5.476253107190132141e-02
6.410000000000000142e+00,5.890625715255737305e-01,1.772745549678802490e-01,5.424441769719123840e-02
6.419999999999999929e+00,5.924732089042663574e-01,1.780163198709487915e-01,5.420434474945068359e-02
6.429999999999999716e+00,5.888575315475463867e-01,1.774210184812545776e-01,5.365454033017158508e-02
6.440000000000000391e+00,5.926728248596191406e-01,1.782329082489013672e-01,5.355805158615112305e-02
6.450000000000000178e+00,5.896453857421875000e-01,1.777749210596084595e-01,5.296304449439048767e-02
6.459999999999999964e+00,5.935656428337097168e-01,1.787110716104507446e-01,5.283931642770767212e-02
6.469999999999999751e+00,5.908517837524414062e-01,1.783714294433593750e-01,5.224286392331123352e-02
6.480000000000000426e+00,5.947804450988769531e-01,1.792981475591659546e-01,5.215280130505561829e-02
6.490000000000000213e+00,5.918545722961425781e-01,1.789329648017883301e-01,5.158772692084312439e-02
6.500000000000000000e+00,5.958608984947204590e-01,1.797826886177062988e-01,5.150284990668296814e-02
6.509999999999999787e+00,5.931338071823120117e-01,1.794673502445220947e-01,5.093778297305107117e-02
6.520000000000000462e+00,5.969311594963073730e-01,1.802469193935394287e-01,5.083392933011054993e-02
6.530000000000000249e+00,5.944920778274536133e-01,1.800166070461273193e-01,5.025620013475418091e-02
6.540000000000000036e+00,5.981980562210083008e-01,1.807838827371597290e-01,5.007957294583320618e-02
6.549999999999999822e+00,5.957522392272949219e-01,1.806180775165557861e-01,4.956026747822761536e-02
6.560000000000000497e+00,5.991997122764587402e-01,1.813284158706665039e-01,4.941304773092269897e-02
6.570000000000000284e+00,5.964355468750000000e-01,1.811456531286239624e-01,4.898390173912048340e-02
6.580000000000000071e+00,5.997958183288574219e-01,1.818225383758544922e-01,4.886181280016899109e-02
6.589999999999999858e+00,5.972605943679809570e-01,1.816560328006744385e-01,4.855887964367866516e-02
6.600000000000000533e+00,6.003622412681579590e-01,1.822839975357055664e-01,4.842845723032951355e-02
6.610000000000000320e+00,5.976625084877014160e-01,1.820354759693145752e-01,4.817022010684013367e-02
6.620000000000000107e+00,6.005514860153198242e-01,1.825919747352600098e-01,4.805842787027359009e-02
6.629999999999999893e+00,5.975164175033569336e-01,1.822679340839385986e-01,4.779126867651939392e-02
6.640000000000000568e+00,6.002748012542724609e-01,1.827897280454635620e-01,4.768066480755805969e-02
6.650000000000000355e+00,5.970923900604248047e-01,1.824342757463455200e-01,4.742515087127685547e-02
6.660000000000000142e+00,5.997812151908874512e-01,1.829181909561157227e-01,4.731504991650581360e-02
6.669999999999999929e+00,5.965612530708312988e-01,1.825328469276428223e-01,4.709839820861816406e-02
6.679999999999999716e+00,5.992988348007202148e-01,1.829809844493865967e-01,4.700083285570144653e-02
6.690000000000000391e+00,5.958712697029113770e-01,1.825713515281677246e-01,4.678906127810478210e-02
6.700000000000000178e+00,5.984764099121093750e-01,1.829519569873809814e-01,4.675368592143058777e-02
6.709999999999999964e+00,5.949065685272216797e-01,1.824451833963394165e-01,4.657901450991630554e-02
6.719999999999999751e+00,5.973906517028808594e-01,1.827829629182815552e-01,4.654880985617637634e-02
6.730000000000000426e+00,5.937709808349609375e-01,1.821891963481903076e-01,4.640711471438407898e-02
6.740000000000000213e+00,5.964558720588684082e-01,1.824959367513656616e-01,4.638311266899108887e-02
6.750000000000000000e+00,5.927884578704833984e-01,1.818451881408691406e-01,4.628351703286170959e-02
6.759999999999999787e+00,5.953600406646728516e-01,1.821198165416717529e-01,4.627289995551109314e-02
6.770000000000000462e+00,5.915475487709045410e-01,1.813600212335586548e-01,4.621210694313049316e-02
6.780000000000000249e+00,5.940483212471008301e-01,1.815855801105499268e-01,4.621183872222900391e-02
6.790000000000000036e+00,5.897276401519775391e-01,1.806752532720565796e-01,4.617266356945037842e-02
6.799999999999999822e+00,5.921664834022521973e-01,1.808480769395828247e-01,4.620586335659027100e-02
6.810000000000000497e+00,5.872449278831481934e-01,1.797737032175064087e-01,4.615614935755729675e-02
6.820000000000000284e+00,5.896352529525756836e-01,1.798989623785018921e-01,4.621444270014762878e-02
6.830000000000000071e+00,5.850015282630920410e-01,1.786915957927703857e-01,4.620432108640670776e-02
6.839999999999999858e+00,5.876104235649108887e-01,1.787981688976287842e-01,4.626549407839775085e-02
6.850000000000000533e+00,5.834788084030151367e-01,1.777487993240356445e-01,4.632911086082458496e-02
6.860000000000000320e+00,5.864853262901306152e-01,1.778557896614074707e-01,4.638538882136344910e-02
6.870000000000000107e+00,5.832154154777526855e-01,1.768111586570739746e-01,4.656322672963142395e-02
6.879999999999999893e+00,5.864649415016174316e-01,1.769672781229019165e-01,4.658969491720199585e-02
6.890000000000000568e+00,5.828562974929809570e-01,1.757854074239730835e-01,4.688123986124992371e-02
6.900000000000000355e+00,5.862226486206054688e-01,1.760323792695999146e-01,4.687456414103507996e-02
6.910000000000000142e+00,5.840454697608947754e-01,1.750100106000900269e-01,4.722796753048896790e-02
6.919999999999999929e+00,5.872268676757812500e-01,1.753214746713638306e-01,4.718029499053955078e-02
6.929999999999999716e+00,5.857479572296142578e-01,1.743664443492889404e-01,4.750128462910652161e-02
6.940000000000000391e+00,5.890095829963684082e-01,1.747112721204757690e-01,4.743658006191253662e-02
6.950000000000000178e+00,5.867573618888854980e-01,1.735609918832778931e-01,4.776408895850181580e-02
6.959999999999999964e+00,5.898576974868774414e-01,1.739579141139984131e-01,4.768849164247512817e-02
6.969999999999999751e+00,5.869073271751403809e-01,1.728909909725189209e-01,4.808010533452033997e-02
6.980000000000000426e+00,5.892695188522338867e-01,1.733213067054748535e-01,4.801801592111587524e-02
6.990000000000000213e+00,5.873153209686279297e-01,1.725671291351318359e-01,4.838043078780174255e-02
7.000000000000000000e+00,5.898292660713195801e-01,1.729685962200164795e-01,4.831729456782341003e-02
7.009999999999999787e+00,5.887818336486816406e-01,1.725173145532608032e-01,4.857550188899040222e-02
7.020000000000000462e+00,5.912293791770935059e-01,1.728581488132476807e-01,4.854159802198410034e-02
7.030000000000000249e+00,5.907412171363830566e-01,1.726499199867248535e-01,4.873076826333999634e-02
7.040000000000000036e+00,5.934735536575317383e-01,1.730918884277343750e-01,4.865128919482231140e-02
7.049999999999999822e+00,5.929747819900512695e-01,1.728752404451370239e-01,4.884970933198928833e-02
7.060000000000000497e+00,5.955426096916198730e-01,1.733370721340179443e-01,4.875132441520690918e-02
7.070000000000000284e+00,5.951533317565917969e-01,1.731293946504592896e-01,4.895635694265365601e-02
7.080000000000000071e+00,5.974628329277038574e-01,1.735880970954895020e-01,4.884060844779014587e-02
7.089999999999999858e+00,5.967605113983154297e-01,1.733085215091705322e-01,4.904245585203170776e-02
7.100000000000000533e+00,5.987434387207031250e-01,1.737842410802841187e-01,4.894683882594108582e-02
7.110000000000000320e+00,5.974558591842651367e-01,1.733652651309967041e-01,4.914572834968566895e-02
7.120000000000000107e+00,5.993667840957641602e-01,1.738953292369842529e-01,4.904770851135253906e-02
7.129999999999999893e+00,5.976029634475708008e-01,1.733990609645843506e-01,4.925464466214179993e-02
7.140000000000000568e+00,5.991872549057006836e-01,1.739757955074310303e-01,4.915341362357139587e-02
7.150000000000000355e+00,5.969497561454772949e-01,1.733928620815277100e-01,4.937674477696418762e-02
7.160000000000000142e+00,5.985512733459472656e-01,1.739989817142486572e-01,4.930340871214866638e-02
7.169999999999999929e+00,5.962366461753845215e-01,1.733726263046264648e-01,4.955762252211570740e-02
7.179999999999999716e+00,5.979690551757812500e-01,1.741437464952468872e-01,4.947217926383018494e-02
7.190000000000000391e+00,5.955806970596313477e-01,1.735042780637741089e-01,4.975331574678421021e-02
7.200000000000000178e+00,5.972232222557067871e-01,1.743454933166503906e-01,4.963428154587745667e-02
7.209999999999999964e+00,5.947074890136718750e-01,1.736350208520889282e-01,4.998281598091125488e-02
7.219999999999999751e+00,5.962945222854614258e-01,1.745595484972000122e-01,4.993129894137382507e-02
7.230000000000000426e+00,5.936146378517150879e-01,1.738668680191040039e-01,5.027576908469200134e-02
7.240000000000000213e+00,5.953608751296997070e-01,1.749884635210037231e-01,5.012401565909385681e-02
7.250000000000000000e+00,5.929287075996398926e-01,1.743733584880828857e-01,5.042969807982444763e-02
7.259999999999999787e+00,5.954150557518005371e-01,1.759420335292816162e-01,5.009738355875015259e-02
7.270000000000000462e+00,5.930250883102416992e-01,1.753689944744110107e-01,5.040467903017997742e-02
7.280000000000000249e+00,5.955526232719421387e-01,1.769847124814987183e-01,4.991793632507324219e-02
7.290000000000000036e+00,5.934201478958129883e-01,1.764360219240188599e-01,5.017392709851264954e-02
7.299999999999999822e+00,5.957376956939697266e-01,1.779410392045974731e-01,4.959451034665107727e-02
7.310000000000000497e+00,5.934706330299377441e-01,1.774597764015197754e-01,4.983081296086311340e-02
7.320000000000000284e+00,5.959576368331909180e-01,1.788826435804367065e-01,4.917094856500625610e-02
7.330000000000000071e+00,5.939452052116394043e-01,1.784065514802932739e-01,4.940388724207878113e-02
7.339999999999999858e+00,5.966274142265319824e-01,1.799696981906890869e-01,4.880261048674583435e-02
7.350000000000000533e+00,5.943588018417358398e-01,1.796644181013107300e-01,4.903945326805114746e-02
7.360000000000000320e+00,5.977778434753417969e-01,1.812761723995208740e-01,4.845376312732696533e-02
7.370000000000000107e+00,5.948054194450378418e-01,1.808718591928482056e-01,4.866468533873558044e-02
7.379999999999999893e+00,5.985643863677978516e-01,1.824204027652740479e-01,4.807475581765174866e-02
7.390000000000000568e+00,5.960201621055603027e-01,1.820082068443298340e-01,4.823011159896850586e-02
7.400000000000000355e+00,5.999844074249267578e-01,1.833887100219726562e-01,4.770089685916900635e-02
7.410000000000000142e+00,5.976303219795227051e-01,1.829720586538314819e-01,4.777932167053222656e-02
7.419999999999999929e+00,6.014658808708190918e-01,1.841111630201339722e-01,4.736630246043205261e-02
7.429999999999999716e+00,5.992670059204101562e-01,1.836624145507812500e-01,4.742925241589546204e-02
7.440000000000000391e+00,6.026971936225891113e-01,1.846404969692230225e-01,4.701040312647819519e-02
7.450000000000000178e+00,6.001425981521606445e-01,1.840714216232299805e-01,4.709732532501220703e-02
7.459999999999999964e+00,6.030912995338439941e-01,1.849315166473388672e-01,4.671838507056236267e-02
7.469999999999999751e+00,6.002750396728515625e-01,1.843115389347076416e-01,4.678403586149215698e-02
7.480000000000000426e+00,6.030860543251037598e-01,1.850159913301467896e-01,4.647697135806083679e-02
7.490000000000000213e+00,6.000618338584899902e-01,1.843059957027435303e-01,4.654806479811668396e-02
7.500000000000000000e+00,6.025575995445251465e-01,1.848931610584259033e-01,4.624793678522109985e-02
7.509999999999999787e+00,5.992126464843750000e-01,1.840517222881317139e-01,4.631935432553291321e-02
7.520000000000000462e+00,6.013979911804199219e-01,1.845120638608932495e-01,4.606476053595542908e-02
7.530000000000000249e+00,5.976799726486206055e-01,1.835134625434875488e-01,4.615330323576927185e-02
7.540000000000000036e+00,5.996107459068298340e-01,1.838354170322418213e-01,4.594445228576660156e-02
7.549999999999999822e+00,5.952724218368530273e-01,1.826670914888381958e-01,4.607481136918067932e-02
7.560000000000000497e+00,5.966578125953674316e-01,1.828276813030242920e-01,4.590012133121490479e-02
7.570000000000000284e+00,5.919238328933715820e-01,1.815298944711685181e-01,4.606000706553459167e-02
7.580000000000000071e+00,5.929586887359619141e-01,1.815492212772369385e-01,4.591997340321540833e-02
7.589999999999999858e+00,5.880158543586730957e-01,1.800815463066101074e-01,4.609357938170433044e-02
7.600000000000000533e+00,5.887322425842285156e-01,1.800824254751205444e-01,4.598234221339225769e-02
7.610000000000000320e+00,5.832895636558532715e-01,1.785241216421127319e-01,4.617966338992118835e-02
7.620000000000000107e+00,5.838454365730285645e-01,1.785947680473327637e-01,4.610855132341384888e-02
7.629999999999999893e+00,5.784741640090942383e-01,1.768083423376083374e-01,4.636020213365554810e-02
7.640000000000000568e+00,5.789139866828918457e-01,1.768020540475845337e-01,4.631217941641807556e-02
7.650000000000000355e+00,5.747267603874206543e-01,1.750631630420684814e-01,4.656225442886352539e-02
7.660000000000000142e+00,5.755488276481628418e-01,1.754728555679321289e-01,4.650476202368736267e-02
7.669999999999999929e+00,5.728856325149536133e-01,1.744037121534347534e-01,4.668988659977912903e-02
7.679999999999999716e+00,5.738459229469299316e-01,1.750220656394958496e-01,4.667401686310768127e-02
7.690000000000000391e+00,5.718514323234558105e-01,1.740894317626953125e-01,4.687515646219253540e-02
7.700000000000000178e+00,5.735795497894287109e-01,1.750246584415435791e-01,4.680708050727844238e-02
7.709999999999999964e+00,5.723601579666137695e-01,1.744016557931900024e-01,4.698589444160461426e-02
7.719999999999999751e+00,5.737311244010925293e-01,1.754631251096725464e-01,4.688797891139984131e-02
7.730000000000000426e+00,5.727737545967102051e-01,1.749355196952819824e-01,4.714369401335716248e-02
7.740000000000000213e+00,5.737429261207580566e-01,1.758676618337631226e-01,4.704691097140312195e-02
7.750000000000000000e+00,5.735328197479248047e-01,1.755735427141189575e-01,4.733203724026679993e-02
7.759999999999999787e+00,5.754313468933105469e-01,1.766385138034820557e-01,4.718144983053207397e-02
7.770000000000000462e+00,5.766178369522094727e-01,1.764577627182006836e-01,4.747129604220390320e-02
7.780000000000000249e+00,5.790714025497436523e-01,1.775808781385421753e-01,4.732816666364669800e-02
7.790000000000000036e+00,5.809901952743530273e-01,1.774177402257919312e-01,4.761980846524238586e-02
7.799999999999999822e+00,5.835571885108947754e-01,1.785852015018463135e-01,4.744612798094749451e-02
7.810000000000000497e+00,5.857015848159790039e-01,1.784975528717041016e-01,4.769958183169364929e-02
7.820000000000000284e+00,5.881468653678894043e-01,1.795345395803451538e-01,4.751461744308471680e-02
7.830000000000000071e+00,5.900310873985290527e-01,1.793836951255798340e-01,4.775640368461608887e-02
7.839999999999999858e+00,5.919782519340515137e-01,1.803005933761596680e-01,4.758530482649803162e-02
7.850000000000000533e+00,5.934686660766601562e-01,1.800204664468765259e-01,4.784407839179039001e-02
7.860000000000000320e+00,5.948358178138732910e-01,1.807935386896133423e-01,4.769419506192207336e-02
7.870000000000000107e+00,5.957400202751159668e-01,1.803836077451705933e-01,4.796921834349632263e-02
7.879999999999999893e+00,5.963861942291259766e-01,1.809948831796646118e-01,4.784656688570976257e-02
7.890000000000000568e+00,5.966882109642028809e-01,1.804313957691192627e-01,4.813751578330993652e-02
7.900000000000000355e+00,5.966615080833435059e-01,1.808889508247375488e-01,4.804025217890739441e-02
7.910000000000000142e+00,5.962609648704528809e-01,1.801365315914154053e-01,4.836653545498847961e-02
7.919999999999999929e+00,5.955067276954650879e-01,1.804350316524505615e-01,4.828276857733726501e-02
7.930000000000000604e+00,5.946186780929565430e-01,1.794629245996475220e-01,4.867523908615112305e-02
7.940000000000000391e+00,5.931699275970458984e-01,1.795904785394668579e-01,4.862112551927566528e-02
7.950000000000000178e+00,5.918430685997009277e-01,1.784569770097732544e-01,4.905987903475761414e-02
7.959999999999999964e+00,5.894744992256164551e-01,1.784241199493408203e-01,4.901577904820442200e-02
7.969999999999999751e+00,5.876678824424743652e-01,1.772002279758453369e-01,4.947336018085479736e-02
7.980000000000000426e+00,5.844776034355163574e-01,1.770168542861938477e-01,4.945857450366020203e-02
7.990000000000000213e+00,5.821921825408935547e-01,1.755544841289520264e-01,4.995649680495262146e-02
8.000000000000000000e+00,5.785304307937622070e-01,1.752166301012039185e-01,4.996192082762718201e-02
8.009999999999999787e+00,5.756559371948242188e-01,1.735085248947143555e-01,5.046590045094490051e-02
8.019999999999999574e+00,5.714043378829956055e-01,1.730703264474868774e-01,5.046670511364936829e-02
8.029999999999999361e+00,5.681515932083129883e-01,1.711045354604721069e-01,5.101951584219932556e-02
8.040000000000000924e+00,5.633408427238464355e-01,1.706594377756118774e-01,5.099770054221153259e-02
8.050000000000000711e+00,5.597980618476867676e-01,1.685930192470550537e-01,5.148581415414810181e-02
8.060000000000000497e+00,5.552199482917785645e-01,1.681951433420181274e-01,5.140940099954605103e-02
8.070000000000000284e+00,5.522360205650329590e-01,1.663964688777923584e-01,5.181229114532470703e-02
8.080000000000000071e+00,5.480751991271972656e-01,1.661503165960311890e-01,5.170388892292976379e-02
8.089999999999999858e+00,5.454280972480773926e-01,1.645567268133163452e-01,5.203665420413017273e-02
8.099999999999999645e+00,5.422173738479614258e-01,1.644133776426315308e-01,5.191177129745483398e-02
8.109999999999999432e+00,5.410683155059814453e-01,1.631131470203399658e-01,5.220152810215950012e-02
8.120000000000000995e+00,5.387227535247802734e-01,1.631827354431152344e-01,5.205410718917846680e-02
8.130000000000000782e+00,5.396738052368164062e-01,1.623480916023254395e-01,5.227042362093925476e-02
8.140000000000000568e+00,5.381733775138854980e-01,1.623447090387344360e-01,5.209073424339294434e-02
8.150000000000000355e+00,5.409188270568847656e-01,1.618475317955017090e-01,5.228066444396972656e-02
8.160000000000000142e+00,5.402383804321289062e-01,1.619918942451477051e-01,5.201468616724014282e-02
8.169999999999999929e+00,5.445450544357299805e-01,1.617494374513626099e-01,5.218201875686645508e-02
8.179999999999999716e+00,5.443801879882812500e-01,1.619659066200256348e-01,5.188873037695884705e-02
8.189999999999999503e+00,5.498637557029724121e-01,1.620848625898361206e-01,5.201175436377525330e-02
8.199999999999999289e+00,5.510507822036743164e-01,1.625140458345413208e-01,5.170658975839614868e-02
8.210000000000000853e+00,5.570837259292602539e-01,1.628739088773727417e-01,5.185328051447868347e-02
8.220000000000000639e+00,5.589731931686401367e-01,1.637248545885086060e-01,5.151404067873954773e-02
8.230000000000000426e+00,5.654321908950805664e-01,1.643071919679641724e-01,5.161729082465171814e-02
8.240000000000000213e+00,5.676479935646057129e-01,1.655323207378387451e-01,5.121674016118049622e-02
8.250000000000000000e+00,5.745075941085815430e-01,1.665100008249282837e-01,5.121567472815513611e-02
8.259999999999999787e+00,5.768527388572692871e-01,1.679978668689727783e-01,5.077868700027465820e-02
8.269999999999999574e+00,5.829613208770751953e-01,1.688634157180786133e-01,5.076099559664726257e-02
8.279999999999999361e+00,5.845294594764709473e-01,1.702767163515090942e-01,5.036571621894836426e-02
8.290000000000000924e+00,5.895544290542602539e-01,1.709713935852050781e-01,5.037609860301017761e-02
8.300000000000000711e+00,5.903055667877197266e-01,1.719734817743301392e-01,5.011458322405815125e-02
8.310000000000000497e+00,5.943253040313720703e-01,1.724915802478790283e-01,5.016148835420608521e-02
8.320000000000000284e+00,5.944377779960632324e-01,1.733659654855728149e-01,4.990843683481216431e-02
8.330000000000000071e+00,5.977725982666015625e-01,1.738236397504806519e-01,4.993573948740959167e-02
8.339999999999999858e+00,5.970959067344665527e-01,1.745970994234085083e-01,4.968507215380668640e-02
8.349999999999999645e+00,5.995137095451354980e-01,1.749529689550399780e-01,4.972430691123008728e-02
8.359999999999999432e+00,5.985203981399536133e-01,1.756921708583831787e-01,4.948799684643745422e-02
8.370000000000000995e+00,5.998452305793762207e-01,1.758810877799987793e-01,4.955989867448806763e-02
8.380000000000000782e+00,5.985301733016967773e-01,1.765466481447219849e-01,4.937478899955749512e-02
8.390000000000000568e+00,5.993614792823791504e-01,1.766891330480575562e-01,4.943431541323661804e-02
8.400000000000000355e+00,5.986012220382690430e-01,1.773900091648101807e-01,4.928113147616386414e-02
8.410000000000000142e+00,5.992574691772460938e-01,1.774510443210601807e-01,4.933721944689750671e-02
8.419999999999999929e+00,5.986151695251464844e-01,1.782815009355545044e-01,4.916447401046752930e-02
8.429999999999999716e+00,5.991482138633728027e-01,1.783257424831390381e-01,4.921355098485946655e-02
8.439999999999999503e+00,5.984506607055664062e-01,1.791505962610244751e-01,4.902890324592590332e-02
8.449999999999999289e+00,5.985554456710815430e-01,1.791077703237533569e-01,4.908984899520874023e-02
8.460000000000000853e+00,5.989760160446166992e-01,1.800325959920883179e-01,4.885284975171089172e-02
8.470000000000000639e+00,5.986856222152709961e-01,1.798973530530929565e-01,4.893268272280693054e-02
8.480000000000000426e+00,5.992677807807922363e-01,1.808206737041473389e-01,4.868503287434577942e-02
8.490000000000000213e+00,5.986936688423156738e-01,1.806116700172424316e-01,4.876985028386116028e-02
8.500000000000000000e+00,5.992580056190490723e-01,1.816605329513549805e-01,4.846678301692008972e-02
8.509999999999999787e+00,5.983040928840637207e-01,1.814010590314865112e-01,4.856284335255622864e-02
8.519999999999999574e+00,5.988377332687377930e-01,1.825099736452102661e-01,4.824508354067802429e-02
8.529999999999999361e+00,5.974992513656616211e-01,1.821796894073486328e-01,4.836156591773033142e-02
8.540000000000000924e+00,5.978924036026000977e-01,1.831782460212707520e-01,4.804014042019844055e-02
8.550000000000000711e+00,5.960543751716613770e-01,1.827430427074432373e-01,4.819377139210700989e-02
8.560000000000000497e+00,5.966971516609191895e-01,1.836697161197662354e-01,4.791367799043655396e-02
8.570000000000000284e+00,5.944643020629882812e-01,1.831657290458679199e-01,4.810252413153648376e-02
8.580000000000000071e+00,5.955013036727905273e-01,1.840022951364517212e-01,4.785457625985145569e-02
8.589999999999999858e+00,5.931382775306701660e-01,1.834848076105117798e-01,4.803714901208877563e-02
8.599999999999999645e+00,5.939943790435791016e-01,1.843765228986740112e-01,4.777059704065322876e-02
8.609999999999999432e+00,5.914984345436096191e-01,1.838789284229278564e-01,4.793335869908332825e-02
8.620000000000000995e+00,5.926383137702941895e-01,1.847611814737319946e-01,4.766677692532539368e-02
8.630000000000000782e+00,5.900852680206298828e-01,1.842456609010696411e-01,4.782808944582939148e-02
8.640000000000000568e+00,5.917040705680847168e-01,1.851524114608764648e-01,4.763111099600791931e-02
8.650000000000000355e+00,5.893446207046508789e-01,1.846194416284561157e-01,4.778867587447166443e-02
8.660000000000000142e+00,5.918527245521545410e-01,1.856838315725326538e-01,4.761917144060134888e-02
8.669999999999999929e+00,5.890619158744812012e-01,1.850701272487640381e-01,4.777638986706733704e-02
8.679999999999999716e+00,5.912927985191345215e-01,1.860076189041137695e-01,4.763866215944290161e-02
8.689999999999999503e+00,5.885664224624633789e-01,1.853688955307006836e-01,4.781501367688179016e-02
8.700000000000001066e+00,5.921375751495361328e-01,1.863933950662612915e-01,4.770810157060623169e-02
8.710000000000000853e+00,5.893448591232299805e-01,1.857571899890899658e-01,4.792211204767227173e-02
8.720000000000000639e+00,5.933326482772827148e-01,1.867384016513824463e-01,4.781024530529975891e-02
