time,vx,vy,vz,psi_dot
1.373000000000000043e+01,1.143901634216308594e+01,-5.494081974029541016e+00,-6.499934196472167969e-01,-1.824195384979248047e-01
1.374000000000000021e+01,1.238652229309082031e+01,-5.846974849700927734e+00,-6.032347679138183594e-02,-1.473817825317382812e-01
1.375000000000000000e+01,1.129743576049804688e+01,-5.322894096374511719e+00,-6.912863254547119141e-01,-1.727092266082763672e-01
1.375999999999999979e+01,1.222509193420410156e+01,-5.673974990844726562e+00,-1.192140579223632812e-01,-1.397864818572998047e-01
1.376999999999999957e+01,1.113311004638671875e+01,-5.167787075042724609e+00,-7.387423515319824219e-01,-1.639792919158935547e-01
1.378000000000000114e+01,1.205524921417236328e+01,-5.504810810089111328e+00,-1.646959781646728516e-01,-1.327760219573974609e-01
1.379000000000000092e+01,1.096078109741210938e+01,-5.020372867584228516e+00,-7.715177536010742188e-01,-1.556112766265869141e-01
1.380000000000000071e+01,1.187601566314697266e+01,-5.342147350311279297e+00,-1.908552646636962891e-01,-1.263084411621093750e-01
1.381000000000000050e+01,1.077831459045410156e+01,-4.881002902984619141e+00,-7.856118679046630859e-01,-1.482641696929931641e-01
1.382000000000000028e+01,1.168989944458007812e+01,-5.187041759490966797e+00,-2.298665046691894531e-01,-1.184265613555908203e-01
1.383000000000000007e+01,1.057953834533691406e+01,-4.755332469940185547e+00,-7.779264450073242188e-01,-1.417310237884521484e-01
1.383999999999999986e+01,1.150027275085449219e+01,-5.037333965301513672e+00,-2.894055843353271484e-01,-1.081926822662353516e-01
1.384999999999999964e+01,1.036646652221679688e+01,-4.645540714263916016e+00,-7.812094688415527344e-01,-1.338241100311279297e-01
1.385999999999999943e+01,1.130431938171386719e+01,-4.891981124877929688e+00,-3.266179561614990234e-01,-9.838080406188964844e-02
1.387000000000000099e+01,1.014888954162597656e+01,-4.542866706848144531e+00,-7.932138442993164062e-01,-1.248710155487060547e-01
1.388000000000000078e+01,1.109768867492675781e+01,-4.750788211822509766e+00,-3.529834747314453125e-01,-8.928632736206054688e-02
1.389000000000000057e+01,9.920525550842285156e+00,-4.449745178222656250e+00,-7.872772216796875000e-01,-1.163618564605712891e-01
1.390000000000000036e+01,1.088796138763427734e+01,-4.588130950927734375e+00,-3.776216506958007812e-01,-8.070778846740722656e-02
1.391000000000000014e+01,9.703483581542968750e+00,-4.305144309997558594e+00,-7.825255393981933594e-01,-1.077022552490234375e-01
1.391999999999999993e+01,1.067668151855468750e+01,-4.397679328918457031e+00,-4.105818271636962891e-01,-7.247185707092285156e-02
1.392999999999999972e+01,9.481451034545898438e+00,-4.147756099700927734e+00,-7.787036895751953125e-01,-9.934520721435546875e-02
1.393999999999999950e+01,1.044172477722167969e+01,-4.216941833496093750e+00,-4.332041740417480469e-01,-6.419014930725097656e-02
1.395000000000000107e+01,9.244136810302734375e+00,-3.979089260101318359e+00,-7.878756523132324219e-01,-9.092640876770019531e-02
1.396000000000000085e+01,1.017746734619140625e+01,-4.046731948852539062e+00,-4.775893688201904297e-01,-5.648446083068847656e-02
1.397000000000000064e+01,8.983960151672363281e+00,-3.817104101181030273e+00,-8.066964149475097656e-01,-8.211731910705566406e-02
1.398000000000000043e+01,9.889144897460937500e+00,-3.878655433654785156e+00,-5.475509166717529297e-01,-4.898285865783691406e-02
1.399000000000000021e+01,8.686523437500000000e+00,-3.657878637313842773e+00,-8.772945404052734375e-01,-7.400774955749511719e-02
1.400000000000000000e+01,9.582445144653320312e+00,-3.705084323883056641e+00,-6.188213825225830078e-01,-4.183292388916015625e-02
1.400999999999999979e+01,8.376235961914062500e+00,-3.503258228302001953e+00,-9.399652481079101562e-01,-6.579971313476562500e-02
1.401999999999999957e+01,9.276413917541503906e+00,-3.514106273651123047e+00,-6.662583351135253906e-01,-3.649854660034179688e-02
1.403000000000000114e+01,8.061210632324218750e+00,-3.347781896591186523e+00,-9.874176979064941406e-01,-5.752921104431152344e-02
1.404000000000000092e+01,8.967168807983398438e+00,-3.317043781280517578e+00,-6.926476955413818359e-01,-3.032922744750976562e-02
1.405000000000000071e+01,7.758448123931884766e+00,-3.165841102600097656e+00,-1.011028289794921875e+00,-5.216097831726074219e-02
1.406000000000000050e+01,8.639146804809570312e+00,-3.117619752883911133e+00,-7.233238220214843750e-01,-2.367043495178222656e-02
1.407000000000000028e+01,7.458183765411376953e+00,-2.987430095672607422e+00,-1.032937765121459961e+00,-4.471063613891601562e-02
1.408000000000000007e+01,8.306549072265625000e+00,-2.924770116806030273e+00,-7.741487026214599609e-01,-1.610398292541503906e-02
1.408999999999999986e+01,7.191660404205322266e+00,-2.834696769714355469e+00,-1.062132120132446289e+00,-3.181505203247070312e-02
1.409999999999999964e+01,7.987561225891113281e+00,-2.753928899765014648e+00,-8.282387256622314453e-01,-6.645679473876953125e-03
1.410999999999999943e+01,6.909255981445312500e+00,-2.709326744079589844e+00,-1.097093820571899414e+00,-1.872134208679199219e-02
1.412000000000000099e+01,7.682301998138427734e+00,-2.600653171539306641e+00,-8.818292617797851562e-01,3.918647766113281250e-03
1.413000000000000078e+01,6.599848270416259766e+00,-2.588005065917968750e+00,-1.110036373138427734e+00,-8.195638656616210938e-03
1.414000000000000057e+01,7.346515655517578125e+00,-2.462960481643676758e+00,-9.050238132476806641e-01,1.195859909057617188e-02
1.415000000000000036e+01,6.277885437011718750e+00,-2.461584806442260742e+00,-1.097300052642822266e+00,-7.970333099365234375e-04
1.416000000000000014e+01,7.011301517486572266e+00,-2.281991243362426758e+00,-8.892631530761718750e-01,1.720190048217773438e-02
1.416999999999999993e+01,5.973689556121826172e+00,-2.301741838455200195e+00,-1.065906286239624023e+00,4.910469055175781250e-03
1.417999999999999972e+01,6.703963279724121094e+00,-2.081137895584106445e+00,-8.486008644104003906e-01,2.343654632568359375e-02
1.418999999999999950e+01,5.692687034606933594e+00,-2.132577896118164062e+00,-9.847867488861083984e-01,7.125377655029296875e-03
1.420000000000000107e+01,6.391561031341552734e+00,-1.923772096633911133e+00,-7.554960250854492188e-01,2.538824081420898438e-02
1.421000000000000085e+01,5.428647994995117188e+00,-2.011296749114990234e+00,-8.117127418518066406e-01,9.425163269042968750e-03
1.422000000000000064e+01,6.044580936431884766e+00,-1.810010671615600586e+00,-7.092404365539550781e-01,2.953004837036132812e-02
1.423000000000000043e+01,5.124959945678710938e+00,-1.915038824081420898e+00,-6.709206104278564453e-01,1.332521438598632812e-02
1.424000000000000021e+01,5.660443305969238281e+00,-1.734178066253662109e+00,-5.918455123901367188e-01,2.966451644897460938e-02
1.425000000000000000e+01,4.759342670440673828e+00,-1.858255863189697266e+00,-5.667793750762939453e-01,1.574659347534179688e-02
1.425999999999999979e+01,5.249931812286376953e+00,-1.652929782867431641e+00,-5.002796649932861328e-01,2.950239181518554688e-02
1.426999999999999957e+01,4.333994388580322266e+00,-1.789269447326660156e+00,-4.404103755950927734e-01,1.697874069213867188e-02
1.428000000000000114e+01,4.788320064544677734e+00,-1.563643217086791992e+00,-4.373157024383544922e-01,2.896165847778320312e-02
1.429000000000000092e+01,3.893954753875732422e+00,-1.683466434478759766e+00,-3.880357742309570312e-01,1.803398132324218750e-02
1.430000000000000071e+01,4.316689968109130859e+00,-1.445695161819458008e+00,-5.633580684661865234e-01,2.662086486816406250e-02
1.431000000000000050e+01,3.462333679199218750e+00,-1.559538841247558594e+00,-5.096125602722167969e-01,1.922702789306640625e-02
1.432000000000000028e+01,3.922719955444335938e+00,-1.306873559951782227e+00,-6.426548957824707031e-01,2.617645263671875000e-02
1.433000000000000007e+01,3.133728504180908203e+00,-1.428295373916625977e+00,-5.577540397644042969e-01,2.239418029785156250e-02
1.433999999999999986e+01,3.551151752471923828e+00,-1.164797544479370117e+00,-6.368649005889892578e-01,2.742910385131835938e-02
1.434999999999999964e+01,2.830169200897216797e+00,-1.293220520019531250e+00,-5.136561393737792969e-01,2.492666244506835938e-02
1.435999999999999943e+01,3.195822238922119141e+00,-9.834992885589599609e-01,-6.068384647369384766e-01,2.692413330078125000e-02
1.437000000000000099e+01,2.534794807434082031e+00,-1.129765510559082031e+00,-4.957783222198486328e-01,2.655458450317382812e-02
1.438000000000000078e+01,2.816259860992431641e+00,-7.980871200561523438e-01,-6.118738651275634766e-01,2.535343170166015625e-02
1.439000000000000057e+01,2.201788425445556641e+00,-9.586834907531738281e-01,-5.176746845245361328e-01,2.702426910400390625e-02
