time,t1,t2,t3,t4
3.770000000000000018e+00,3.604984045028686523e+00,3.657626152038574219e+00,3.398932218551635742e+00,3.537120819091796875e+00
3.780000000000000249e+00,3.392432928085327148e+00,3.834861755371093750e+00,3.423346757888793945e+00,3.426087856292724609e+00
3.790000000000000036e+00,3.594104528427124023e+00,3.700232744216918945e+00,3.436871528625488281e+00,3.495137929916381836e+00
3.800000000000000266e+00,3.398656129837036133e+00,3.867697715759277344e+00,3.466736316680908203e+00,3.384057283401489258e+00
3.810000000000000053e+00,3.632958889007568359e+00,3.714238643646240234e+00,3.467121124267578125e+00,3.485826253890991211e+00
3.820000000000000284e+00,3.449427604675292969e+00,3.872675895690917969e+00,3.491628885269165039e+00,3.386608123779296875e+00
3.830000000000000071e+00,3.710905551910400391e+00,3.709548473358154297e+00,3.473735570907592773e+00,3.526631355285644531e+00
3.839999999999999858e+00,3.524642705917358398e+00,3.872719526290893555e+00,3.492365360260009766e+00,3.440074205398559570e+00
3.850000000000000089e+00,3.792143344879150391e+00,3.713070154190063477e+00,3.461528778076171875e+00,3.601401805877685547e+00
3.859999999999999876e+00,3.588921546936035156e+00,3.889772653579711914e+00,3.487348318099975586e+00,3.505328655242919922e+00
3.870000000000000107e+00,3.844717979431152344e+00,3.741956472396850586e+00,3.453940153121948242e+00,3.667833805084228516e+00
3.879999999999999893e+00,3.614473342895507812e+00,3.940063476562500000e+00,3.493533134460449219e+00,3.548918485641479492e+00
3.890000000000000124e+00,3.854771852493286133e+00,3.801204204559326172e+00,3.465053319931030273e+00,3.699614048004150391e+00
3.899999999999999911e+00,3.608563423156738281e+00,4.010808467864990234e+00,3.522942304611206055e+00,3.553391695022583008e+00
3.910000000000000142e+00,3.844561100006103516e+00,3.870453119277954102e+00,3.500166893005371094e+00,3.695621013641357422e+00
3.919999999999999929e+00,3.601615905761718750e+00,4.078639984130859375e+00,3.572952747344970703e+00,3.533922433853149414e+00
3.930000000000000160e+00,3.852433443069458008e+00,3.907583475112915039e+00,3.540558815002441406e+00,3.672581195831298828e+00
3.939999999999999947e+00,3.620718955993652344e+00,4.119723320007324219e+00,3.619678497314453125e+00,3.524225950241088867e+00
3.950000000000000178e+00,3.893859624862670898e+00,3.926298618316650391e+00,3.572587728500366211e+00,3.680516958236694336e+00
3.959999999999999964e+00,3.671837091445922852e+00,4.132280349731445312e+00,3.646113157272338867e+00,3.548933982849121094e+00
3.970000000000000195e+00,3.961744785308837891e+00,3.934118509292602539e+00,3.588566780090332031e+00,3.727645635604858398e+00
3.979999999999999982e+00,3.735177278518676758e+00,4.140205860137939453e+00,3.656657457351684570e+00,3.602732896804809570e+00
3.990000000000000213e+00,4.025220870971679688e+00,3.935484886169433594e+00,3.593115091323852539e+00,3.783728837966918945e+00
4.000000000000000000e+00,3.776184558868408203e+00,4.145793914794921875e+00,3.659078836441040039e+00,3.646187067031860352e+00
4.009999999999999787e+00,4.052512168884277344e+00,3.940064907073974609e+00,3.592508554458618164e+00,3.817715883255004883e+00
4.020000000000000462e+00,3.778758764266967773e+00,4.154297351837158203e+00,3.663149833679199219e+00,3.656877517700195312e+00
4.030000000000000249e+00,4.038553237915039062e+00,3.951521873474121094e+00,3.593569040298461914e+00,3.819046735763549805e+00
4.040000000000000036e+00,3.753261089324951172e+00,4.174056529998779297e+00,3.672324419021606445e+00,3.644948005676269531e+00
4.049999999999999822e+00,3.999472856521606445e+00,3.961531877517700195e+00,3.601919651031494141e+00,3.786398172378540039e+00
4.060000000000000497e+00,3.722803592681884766e+00,4.196857452392578125e+00,3.685880422592163086e+00,3.627607107162475586e+00
4.070000000000000284e+00,3.969825506210327148e+00,3.974280118942260742e+00,3.612423658370971680e+00,3.765743732452392578e+00
4.080000000000000071e+00,3.706469535827636719e+00,4.209589958190917969e+00,3.702742099761962891e+00,3.613915920257568359e+00
4.089999999999999858e+00,3.966313123703002930e+00,3.983978748321533203e+00,3.622392177581787109e+00,3.770616769790649414e+00
4.099999999999999645e+00,3.714077472686767578e+00,4.222134113311767578e+00,3.715208053588867188e+00,3.632033824920654297e+00
4.110000000000000320e+00,3.983434438705444336e+00,3.991176605224609375e+00,3.627741813659667969e+00,3.799626588821411133e+00
4.120000000000000107e+00,3.738131761550903320e+00,4.230160713195800781e+00,3.727501869201660156e+00,3.663960456848144531e+00
4.129999999999999893e+00,4.010066986083984375e+00,3.996174335479736328e+00,3.635074377059936523e+00,3.835023164749145508e+00
4.139999999999999680e+00,3.761578559875488281e+00,4.234292984008789062e+00,3.741878747940063477e+00,3.688759088516235352e+00
4.150000000000000355e+00,4.030164718627929688e+00,4.000914573669433594e+00,3.645544767379760742e+00,3.860782861709594727e+00
4.160000000000000142e+00,3.773968219757080078e+00,4.241473197937011719e+00,3.756206750869750977e+00,3.706022500991821289e+00
4.169999999999999929e+00,4.035769462585449219e+00,4.009628295898437500e+00,3.654495477676391602e+00,3.876373291015625000e+00
4.179999999999999716e+00,3.775315761566162109e+00,4.249017715454101562e+00,3.772609949111938477e+00,3.707863569259643555e+00
4.190000000000000391e+00,4.031934261322021484e+00,4.017853736877441406e+00,3.661931514739990234e+00,3.882004737854003906e+00
4.200000000000000178e+00,3.766537904739379883e+00,4.256046295166015625e+00,3.782886028289794922e+00,3.704136610031127930e+00
4.209999999999999964e+00,4.022860527038574219e+00,4.023275375366210938e+00,3.659009218215942383e+00,3.892611503601074219e+00
4.219999999999999751e+00,3.750736951828002930e+00,4.262114048004150391e+00,3.782373666763305664e+00,3.705480575561523438e+00
4.230000000000000426e+00,4.014769554138183594e+00,4.025970935821533203e+00,3.657003402709960938e+00,3.901466608047485352e+00
4.240000000000000213e+00,3.735775709152221680e+00,4.264437675476074219e+00,3.782313585281372070e+00,3.703416109085083008e+00
4.250000000000000000e+00,4.004452705383300781e+00,4.020167350769042969e+00,3.655493497848510742e+00,3.901220560073852539e+00
4.259999999999999787e+00,3.726358890533447266e+00,4.259792327880859375e+00,3.786718130111694336e+00,3.697233676910400391e+00
4.270000000000000462e+00,3.991329908370971680e+00,4.000922203063964844e+00,3.651229143142700195e+00,3.895308494567871094e+00
4.280000000000000249e+00,3.719035625457763672e+00,4.237486839294433594e+00,3.788831472396850586e+00,3.686850070953369141e+00
4.290000000000000036e+00,3.982707977294921875e+00,3.978207588195800781e+00,3.648277044296264648e+00,3.889271020889282227e+00
4.299999999999999822e+00,3.713252305984497070e+00,4.208616256713867188e+00,3.788350105285644531e+00,3.676847457885742188e+00
4.310000000000000497e+00,3.967545747756958008e+00,3.956190586090087891e+00,3.639557123184204102e+00,3.886204719543457031e+00
4.320000000000000284e+00,3.703771829605102539e+00,4.179871559143066406e+00,3.784029483795166016e+00,3.667381048202514648e+00
4.330000000000000071e+00,3.948869943618774414e+00,3.930902242660522461e+00,3.624036312103271484e+00,3.884135961532592773e+00
4.339999999999999858e+00,3.683977127075195312e+00,4.151361465454101562e+00,3.771722555160522461e+00,3.657422065734863281e+00
4.350000000000000533e+00,3.920723438262939453e+00,3.907047033309936523e+00,3.606289148330688477e+00,3.876173019409179688e+00
4.360000000000000320e+00,3.655384540557861328e+00,4.123767852783203125e+00,3.760885477066040039e+00,3.637397050857543945e+00
4.370000000000000107e+00,3.885131835937500000e+00,3.884111166000366211e+00,3.591954231262207031e+00,3.857285737991333008e+00
4.379999999999999893e+00,3.624007701873779297e+00,4.097186088562011719e+00,3.753080368041992188e+00,3.611784458160400391e+00
4.389999999999999680e+00,3.849749326705932617e+00,3.859413146972656250e+00,3.579076051712036133e+00,3.836180686950683594e+00
4.400000000000000355e+00,3.598405361175537109e+00,4.066072463989257812e+00,3.750251770019531250e+00,3.583944559097290039e+00
4.410000000000000142e+00,3.821853876113891602e+00,3.828943014144897461e+00,3.566339254379272461e+00,3.817080974578857422e+00
4.419999999999999929e+00,3.578542947769165039e+00,4.029958724975585938e+00,3.740023851394653320e+00,3.564162969589233398e+00
4.429999999999999716e+00,3.801512956619262695e+00,3.799427509307861328e+00,3.552253961563110352e+00,3.806512355804443359e+00
4.440000000000000391e+00,3.561747312545776367e+00,3.991997480392456055e+00,3.726850986480712891e+00,3.546314716339111328e+00
4.450000000000000178e+00,3.782403469085693359e+00,3.772133350372314453e+00,3.538853645324707031e+00,3.796593666076660156e+00
4.459999999999999964e+00,3.542706251144409180e+00,3.957044363021850586e+00,3.712492704391479492e+00,3.528134346008300781e+00
4.469999999999999751e+00,3.758175849914550781e+00,3.747785091400146484e+00,3.524302482604980469e+00,3.782977819442749023e+00
4.480000000000000426e+00,3.518418788909912109e+00,3.926630735397338867e+00,3.698171615600585938e+00,3.506941795349121094e+00
4.490000000000000213e+00,3.727790594100952148e+00,3.726036071777343750e+00,3.509090185165405273e+00,3.763593912124633789e+00
4.500000000000000000e+00,3.492425918579101562e+00,3.898649215698242188e+00,3.686582565307617188e+00,3.482513904571533203e+00
4.509999999999999787e+00,3.696597814559936523e+00,3.706506729125976562e+00,3.492429494857788086e+00,3.744798660278320312e+00
4.520000000000000462e+00,3.467307090759277344e+00,3.872475385665893555e+00,3.676757574081420898e+00,3.459406137466430664e+00
4.530000000000000249e+00,3.667284011840820312e+00,3.688991546630859375e+00,3.474717140197753906e+00,3.729816198348999023e+00
4.540000000000000036e+00,3.442150354385375977e+00,3.849735498428344727e+00,3.664671182632446289e+00,3.440394163131713867e+00
4.549999999999999822e+00,3.640430450439453125e+00,3.671866655349731445e+00,3.458285331726074219e+00,3.717262029647827148e+00
4.560000000000000497e+00,3.422824144363403320e+00,3.823806524276733398e+00,3.654064893722534180e+00,3.421790122985839844e+00
4.570000000000000284e+00,3.618900299072265625e+00,3.652599334716796875e+00,3.447648525238037109e+00,3.702134370803833008e+00
4.580000000000000071e+00,3.402655363082885742e+00,3.800209999084472656e+00,3.641583204269409180e+00,3.406159400939941406e+00
4.589999999999999858e+00,3.599386215209960938e+00,3.634783029556274414e+00,3.436672687530517578e+00,3.690434217453002930e+00
4.600000000000000533e+00,3.384618997573852539e+00,3.776169776916503906e+00,3.631289482116699219e+00,3.390197992324829102e+00
4.610000000000000320e+00,3.579146146774291992e+00,3.617674350738525391e+00,3.426157712936401367e+00,3.678459167480468750e+00
4.620000000000000107e+00,3.368322134017944336e+00,3.753393888473510742e+00,3.621500015258789062e+00,3.376274108886718750e+00
4.629999999999999893e+00,3.559128522872924805e+00,3.602429151535034180e+00,3.415253877639770508e+00,3.668741226196289062e+00
4.639999999999999680e+00,3.353052854537963867e+00,3.731541156768798828e+00,3.613461256027221680e+00,3.362295389175415039e+00
4.650000000000000355e+00,3.540016412734985352e+00,3.588232755661010742e+00,3.405843019485473633e+00,3.659122705459594727e+00
4.660000000000000142e+00,3.339567661285400391e+00,3.711137294769287109e+00,3.606738328933715820e+00,3.349925518035888672e+00
4.669999999999999929e+00,3.522337913513183594e+00,3.576636791229248047e+00,3.395867586135864258e+00,3.653377532958984375e+00
4.679999999999999716e+00,3.320714712142944336e+00,3.697867631912231445e+00,3.580521821975708008e+00,3.355833292007446289e+00
4.690000000000000391e+00,3.492652416229248047e+00,3.569156885147094727e+00,3.370381832122802734e+00,3.654791593551635742e+00
4.700000000000000178e+00,3.287579774856567383e+00,3.681649446487426758e+00,3.559260368347167969e+00,3.342613220214843750e+00
4.709999999999999964e+00,3.456102132797241211e+00,3.556684732437133789e+00,3.354744911193847656e+00,3.632990121841430664e+00
4.719999999999999751e+00,3.255595684051513672e+00,3.669292211532592773e+00,3.553088665008544922e+00,3.321607828140258789e+00
4.730000000000000426e+00,3.429569482803344727e+00,3.555060386657714844e+00,3.360113382339477539e+00,3.615353107452392578e+00
4.740000000000000213e+00,3.248046875000000000e+00,3.673714160919189453e+00,3.581165313720703125e+00,3.312377452850341797e+00
4.750000000000000000e+00,3.429970741271972656e+00,3.561280965805053711e+00,3.386258363723754883e+00,3.617468118667602539e+00
4.759999999999999787e+00,3.263744115829467773e+00,3.669787168502807617e+00,3.609563589096069336e+00,3.320787429809570312e+00
4.770000000000000462e+00,3.453109979629516602e+00,3.560664176940917969e+00,3.408163547515869141e+00,3.642946720123291016e+00
4.780000000000000249e+00,3.298126459121704102e+00,3.660776615142822266e+00,3.635371208190917969e+00,3.345358371734619141e+00
4.790000000000000036e+00,3.487490892410278320e+00,3.558649301528930664e+00,3.425508737564086914e+00,3.679925203323364258e+00
4.799999999999999822e+00,3.332728147506713867e+00,3.656272888183593750e+00,3.652711391448974609e+00,3.372362375259399414e+00
4.810000000000000497e+00,3.512573480606079102e+00,3.563841819763183594e+00,3.432358264923095703e+00,3.716952085494995117e+00
4.820000000000000284e+00,3.348478794097900391e+00,3.660947799682617188e+00,3.658054351806640625e+00,3.399204254150390625e+00
4.830000000000000071e+00,3.513675451278686523e+00,3.574290752410888672e+00,3.425945758819580078e+00,3.746424674987792969e+00
4.839999999999999858e+00,3.339652776718139648e+00,3.668453931808471680e+00,3.653094768524169922e+00,3.411267280578613281e+00
4.850000000000000533e+00,3.489435195922851562e+00,3.590288877487182617e+00,3.420277357101440430e+00,3.756366729736328125e+00
4.860000000000000320e+00,3.318695068359375000e+00,3.671415567398071289e+00,3.649936676025390625e+00,3.402465581893920898e+00
4.870000000000000107e+00,3.463278293609619141e+00,3.598848104476928711e+00,3.421388864517211914e+00,3.744426250457763672e+00
4.879999999999999893e+00,3.315023422241210938e+00,3.667220115661621094e+00,3.661062479019165039e+00,3.389181137084960938e+00
4.889999999999999680e+00,3.462037801742553711e+00,3.600219726562500000e+00,3.429296970367431641e+00,3.739690542221069336e+00
4.900000000000000355e+00,3.329926013946533203e+00,3.653871059417724609e+00,3.676208257675170898e+00,3.384510040283203125e+00
4.910000000000000142e+00,3.477739095687866211e+00,3.597749710083007812e+00,3.438202381134033203e+00,3.749152421951293945e+00
4.919999999999999929e+00,3.349854946136474609e+00,3.641952514648437500e+00,3.686799049377441406e+00,3.390098571777343750e+00
4.929999999999999716e+00,3.494141340255737305e+00,3.599738359451293945e+00,3.441111564636230469e+00,3.769938230514526367e+00
4.940000000000000391e+00,3.357201576232910156e+00,3.635012388229370117e+00,3.689502000808715820e+00,3.393215417861938477e+00
4.950000000000000178e+00,3.493470668792724609e+00,3.609249114990234375e+00,3.433776140213012695e+00,3.789441108703613281e+00
4.959999999999999964e+00,3.349673509597778320e+00,3.635690450668334961e+00,3.685045719146728516e+00,3.393847227096557617e+00
4.969999999999999751e+00,3.479905128479003906e+00,3.618026018142700195e+00,3.424616575241088867e+00,3.796689748764038086e+00
4.980000000000000426e+00,3.331289768218994141e+00,3.638582706451416016e+00,3.680291652679443359e+00,3.384718894958496094e+00
4.990000000000000213e+00,3.452945709228515625e+00,3.626475572586059570e+00,3.415929555892944336e+00,3.787523508071899414e+00
5.000000000000000000e+00,3.313894748687744141e+00,3.641133546829223633e+00,3.676975965499877930e+00,3.373710632324218750e+00
5.009999999999999787e+00,3.430898904800415039e+00,3.632862091064453125e+00,3.408877611160278320e+00,3.778403043746948242e+00
5.020000000000000462e+00,3.314692974090576172e+00,3.650532722473144531e+00,3.691979169845581055e+00,3.367891311645507812e+00
5.030000000000000249e+00,3.428898811340332031e+00,3.646697998046875000e+00,3.416778564453125000e+00,3.779152631759643555e+00
5.040000000000000036e+00,3.331867933273315430e+00,3.656108617782592773e+00,3.711040496826171875e+00,3.371109008789062500e+00
5.049999999999999822e+00,3.441175460815429688e+00,3.656785249710083008e+00,3.423967123031616211e+00,3.792263031005859375e+00
5.060000000000000497e+00,3.353372573852539062e+00,3.659935712814331055e+00,3.720119237899780273e+00,3.385488748550415039e+00
5.070000000000000284e+00,3.461523771286010742e+00,3.664660453796386719e+00,3.427428960800170898e+00,3.815711975097656250e+00
5.080000000000000071e+00,3.380634307861328125e+00,3.660496711730957031e+00,3.728349685668945312e+00,3.402781486511230469e+00
5.089999999999999858e+00,3.482474088668823242e+00,3.673197507858276367e+00,3.430452346801757812e+00,3.840115308761596680e+00
5.100000000000000533e+00,3.400264263153076172e+00,3.665712594985961914e+00,3.730241298675537109e+00,3.422072887420654297e+00
5.110000000000000320e+00,3.498315334320068359e+00,3.683596372604370117e+00,3.432424068450927734e+00,3.858255386352539062e+00
5.120000000000000107e+00,3.409039497375488281e+00,3.675578832626342773e+00,3.729952573776245117e+00,3.436943292617797852e+00
5.129999999999999893e+00,3.508139848709106445e+00,3.697302103042602539e+00,3.435209274291992188e+00,3.869068622589111328e+00
5.139999999999999680e+00,3.410404920578002930e+00,3.688508033752441406e+00,3.730443954467773438e+00,3.443133592605590820e+00
5.150000000000000355e+00,3.505277156829833984e+00,3.714519500732421875e+00,3.433199167251586914e+00,3.874722480773925781e+00
5.160000000000000142e+00,3.409231424331665039e+00,3.701838254928588867e+00,3.733845710754394531e+00,3.440791130065917969e+00
5.169999999999999929e+00,3.499645948410034180e+00,3.729262828826904297e+00,3.434780359268188477e+00,3.869868040084838867e+00
5.179999999999999716e+00,3.411133289337158203e+00,3.709990978240966797e+00,3.743553638458251953e+00,3.430696249008178711e+00
5.190000000000000391e+00,3.501013994216918945e+00,3.738040685653686523e+00,3.441313266754150391e+00,3.861027717590332031e+00
5.200000000000000178e+00,3.423668146133422852e+00,3.711532831192016602e+00,3.756228685379028320e+00,3.422550201416015625e+00
5.209999999999999964e+00,3.514464139938354492e+00,3.742356538772583008e+00,3.448979616165161133e+00,3.859989643096923828e+00
5.219999999999999751e+00,3.445986032485961914e+00,3.710815668106079102e+00,3.766267299652099609e+00,3.424154043197631836e+00
5.230000000000000426e+00,3.535286188125610352e+00,3.748385906219482422e+00,3.453185319900512695e+00,3.872540473937988281e+00
5.240000000000000213e+00,3.471721172332763672e+00,3.715195894241333008e+00,3.771764039993286133e+00,3.438182830810546875e+00
5.250000000000000000e+00,3.555916547775268555e+00,3.759595870971679688e+00,3.454064607620239258e+00,3.893092632293701172e+00
5.259999999999999787e+00,3.491672992706298828e+00,3.725867986679077148e+00,3.776378870010375977e+00,3.454626083374023438e+00
5.270000000000000462e+00,3.569490909576416016e+00,3.777169466018676758e+00,3.458092927932739258e+00,3.908944845199584961e+00
5.280000000000000249e+00,3.502975702285766602e+00,3.742927074432373047e+00,3.780296564102172852e+00,3.468537569046020508e+00
5.290000000000000036e+00,3.571916341781616211e+00,3.797803640365600586e+00,3.458380699157714844e+00,3.921338558197021484e+00
5.299999999999999822e+00,3.504957437515258789e+00,3.760568141937255859e+00,3.784614086151123047e+00,3.472602605819702148e+00
5.310000000000000497e+00,3.567207813262939453e+00,3.814451694488525391e+00,3.458928823471069336e+00,3.920501232147216797e+00
5.320000000000000284e+00,3.507677555084228516e+00,3.769984006881713867e+00,3.793835401535034180e+00,3.465378761291503906e+00
5.330000000000000071e+00,3.567095041275024414e+00,3.823041677474975586e+00,3.464675664901733398e+00,3.911163806915283203e+00
5.339999999999999858e+00,3.515481233596801758e+00,3.773403167724609375e+00,3.802948713302612305e+00,3.457882881164550781e+00
5.350000000000000533e+00,3.574117422103881836e+00,3.826771259307861328e+00,3.469440698623657227e+00,3.905953884124755859e+00
5.360000000000000320e+00,3.529527664184570312e+00,3.777071237564086914e+00,3.815562725067138672e+00,3.453955411911010742e+00
5.370000000000000107e+00,3.587263584136962891e+00,3.832928180694580078e+00,3.476615667343139648e+00,3.907612800598144531e+00
5.379999999999999893e+00,3.550112247467041016e+00,3.782572984695434570e+00,3.824108839035034180e+00,3.462055206298828125e+00
5.389999999999999680e+00,3.604477643966674805e+00,3.843079090118408203e+00,3.480247020721435547e+00,3.921895027160644531e+00
5.400000000000000355e+00,3.573647975921630859e+00,3.792658329010009766e+00,3.831616640090942383e+00,3.478489875793457031e+00
5.410000000000000142e+00,3.621209144592285156e+00,3.857318162918090820e+00,3.483487606048583984e+00,3.940643548965454102e+00
5.419999999999999929e+00,3.589650154113769531e+00,3.810156345367431641e+00,3.840743303298950195e+00,3.493248701095581055e+00
5.429999999999999716e+00,3.629045009613037109e+00,3.876442670822143555e+00,3.488879442214965820e+00,3.952800512313842773e+00
5.440000000000000391e+00,3.601305007934570312e+00,3.830181598663330078e+00,3.850851058959960938e+00,3.505215644836425781e+00
5.450000000000000178e+00,3.634362697601318359e+00,3.895354509353637695e+00,3.494334220886230469e+00,3.961082458496093750e+00
5.459999999999999964e+00,3.610258340835571289e+00,3.847361803054809570e+00,3.860099554061889648e+00,3.511570930480957031e+00
5.469999999999999751e+00,3.637889623641967773e+00,3.910100460052490234e+00,3.499844789505004883e+00,3.962704658508300781e+00
5.480000000000000426e+00,3.619616985321044922e+00,3.859277009963989258e+00,3.871388196945190430e+00,3.512182950973510742e+00
5.490000000000000213e+00,3.643285274505615234e+00,3.921136140823364258e+00,3.506844520568847656e+00,3.961517095565795898e+00
5.500000000000000000e+00,3.630075931549072266e+00,3.868375778198242188e+00,3.880747079849243164e+00,3.513447761535644531e+00
5.509999999999999787e+00,3.650750398635864258e+00,3.928888320922851562e+00,3.511569261550903320e+00,3.962089776992797852e+00
5.520000000000000462e+00,3.645008563995361328e+00,3.875466108322143555e+00,3.890560865402221680e+00,3.517440557479858398e+00
5.530000000000000249e+00,3.662161350250244141e+00,3.935913085937500000e+00,3.516342401504516602e+00,3.966992616653442383e+00
5.540000000000000036e+00,3.662810564041137695e+00,3.879711627960205078e+00,3.897435188293457031e+00,3.524358749389648438e+00
5.549999999999999822e+00,3.674635171890258789e+00,3.941500663757324219e+00,3.518518924713134766e+00,3.974507808685302734e+00
5.560000000000000497e+00,3.679187059402465820e+00,3.887505054473876953e+00,3.904211282730102539e+00,3.533710718154907227e+00
5.570000000000000284e+00,3.683765172958374023e+00,3.951305866241455078e+00,3.520769357681274414e+00,3.983037948608398438e+00
5.580000000000000071e+00,3.691289901733398438e+00,3.900010347366333008e+00,3.910836696624755859e+00,3.543751478195190430e+00
5.589999999999999858e+00,3.688089370727539062e+00,3.965477705001831055e+00,3.523230314254760742e+00,3.991115808486938477e+00
5.600000000000000533e+00,3.698921680450439453e+00,3.914729833602905273e+00,3.918123722076416016e+00,3.551432847976684570e+00
5.610000000000000320e+00,3.688940286636352539e+00,3.979846239089965820e+00,3.526554584503173828e+00,3.995265007019042969e+00
5.620000000000000107e+00,3.704880952835083008e+00,3.927639961242675781e+00,3.922605752944946289e+00,3.558642864227294922e+00
5.629999999999999893e+00,3.689277648925781250e+00,3.990598917007446289e+00,3.527605056762695312e+00,3.998052358627319336e+00
5.639999999999999680e+00,3.712092876434326172e+00,3.935545206069946289e+00,3.930534362792968750e+00,3.560305356979370117e+00
5.650000000000000355e+00,3.691849708557128906e+00,3.995952606201171875e+00,3.531755447387695312e+00,3.995487451553344727e+00
5.660000000000000142e+00,3.719934701919555664e+00,3.940977096557617188e+00,3.936843633651733398e+00,3.562241792678833008e+00
5.669999999999999929e+00,3.695533514022827148e+00,3.999531269073486328e+00,3.534235000610351562e+00,3.994777441024780273e+00
5.679999999999999716e+00,3.731868982315063477e+00,3.942726373672485352e+00,3.941872358322143555e+00,3.566827297210693359e+00
5.690000000000000391e+00,3.702404260635375977e+00,4.000612258911132812e+00,3.535539865493774414e+00,3.997304677963256836e+00
5.700000000000000178e+00,3.746263980865478516e+00,3.944534778594970703e+00,3.945911169052124023e+00,3.575509309768676758e+00
5.709999999999999964e+00,3.709834575653076172e+00,4.003033638000488281e+00,3.536126375198364258e+00,4.003376960754394531e+00
5.719999999999999751e+00,3.756643295288085938e+00,3.949306488037109375e+00,3.949795246124267578e+00,3.583955049514770508e+00
5.730000000000000426e+00,3.712144374847412109e+00,4.008520126342773438e+00,3.536884784698486328e+00,4.007616043090820312e+00
5.740000000000000213e+00,3.765283584594726562e+00,3.953824520111083984e+00,3.951368808746337891e+00,3.593262672424316406e+00
5.750000000000000000e+00,3.720080852508544922e+00,4.004919052124023438e+00,3.536495923995971680e+00,4.010553359985351562e+00
5.759999999999999787e+00,3.766184329986572266e+00,3.962630033493041992e+00,3.952394247055053711e+00,3.599842309951782227e+00
5.770000000000000462e+00,3.723076820373535156e+00,4.001786231994628906e+00,3.536200284957885742e+00,4.008756637573242188e+00
5.780000000000000249e+00,3.773236274719238281e+00,3.962888956069946289e+00,3.956674337387084961e+00,3.602427482604980469e+00
5.790000000000000036e+00,3.723068237304687500e+00,3.999623060226440430e+00,3.538340091705322266e+00,4.003141403198242188e+00
5.799999999999999822e+00,3.777217388153076172e+00,3.962440490722656250e+00,3.957099199295043945e+00,3.605671882629394531e+00
5.810000000000000497e+00,3.719935178756713867e+00,3.997028827667236328e+00,3.537160396575927734e+00,3.998389244079589844e+00
5.820000000000000284e+00,3.777581214904785156e+00,3.964120149612426758e+00,3.959561586380004883e+00,3.606438159942626953e+00
5.830000000000000071e+00,3.712583541870117188e+00,3.997972249984741211e+00,3.538309335708618164e+00,3.991362571716308594e+00
5.839999999999999858e+00,3.779320001602172852e+00,3.963068962097167969e+00,3.959633827209472656e+00,3.609356880187988281e+00
5.850000000000000533e+00,3.707855463027954102e+00,3.995994329452514648e+00,3.537204980850219727e+00,3.987858772277832031e+00
5.860000000000000320e+00,3.780612707138061523e+00,3.963170289993286133e+00,3.960954666137695312e+00,3.612738847732543945e+00
5.870000000000000107e+00,3.702942371368408203e+00,3.994512796401977539e+00,3.537572383880615234e+00,3.984026670455932617e+00
5.879999999999999893e+00,3.780323028564453125e+00,3.967682600021362305e+00,3.958988428115844727e+00,3.622137546539306641e+00
5.889999999999999680e+00,3.695574998855590820e+00,3.991544723510742188e+00,3.537316322326660156e+00,3.977519273757934570e+00
5.900000000000000355e+00,3.785373687744140625e+00,3.967286586761474609e+00,3.958271980285644531e+00,3.632168054580688477e+00
5.910000000000000142e+00,3.692852020263671875e+00,3.987705945968627930e+00,3.537038087844848633e+00,3.976100444793701172e+00
5.919999999999999929e+00,3.787263154983520508e+00,3.965043783187866211e+00,3.955559015274047852e+00,3.639818906784057617e+00
5.929999999999999716e+00,3.686673402786254883e+00,3.984167575836181641e+00,3.534620046615600586e+00,3.974016189575195312e+00
5.940000000000000391e+00,3.785254478454589844e+00,3.961932897567749023e+00,3.952115058898925781e+00,3.642471551895141602e+00
5.950000000000000178e+00,3.677833795547485352e+00,3.979090929031372070e+00,3.533661603927612305e+00,3.966622591018676758e+00
5.959999999999999964e+00,3.778496026992797852e+00,3.962727546691894531e+00,3.949861764907836914e+00,3.639233589172363281e+00
5.969999999999999751e+00,3.670459270477294922e+00,3.977004051208496094e+00,3.537058830261230469e+00,3.953012466430664062e+00
5.980000000000000426e+00,3.780492067337036133e+00,3.963189363479614258e+00,3.954515695571899414e+00,3.636350870132446289e+00
5.990000000000000213e+00,3.672100067138671875e+00,3.974155187606811523e+00,3.544856071472167969e+00,3.942527294158935547e+00
6.000000000000000000e+00,3.786466598510742188e+00,3.961140394210815430e+00,3.959556579589843750e+00,3.636166334152221680e+00
6.009999999999999787e+00,3.676131486892700195e+00,3.970560073852539062e+00,3.551507234573364258e+00,3.937132596969604492e+00
6.020000000000000462e+00,3.795363903045654297e+00,3.959129095077514648e+00,3.963835000991821289e+00,3.641115188598632812e+00
6.030000000000000249e+00,3.680338621139526367e+00,3.969476222991943359e+00,3.556519508361816406e+00,3.938688516616821289e+00
6.040000000000000036e+00,3.804899454116821289e+00,3.957664489746093750e+00,3.961209297180175781e+00,3.654520511627197266e+00
6.049999999999999822e+00,3.682104587554931641e+00,3.970690250396728516e+00,3.555542707443237305e+00,3.947327375411987305e+00
6.060000000000000497e+00,3.808450222015380859e+00,3.957880735397338867e+00,3.952610731124877930e+00,3.670426130294799805e+00
6.070000000000000284e+00,3.676501512527465820e+00,3.973073482513427734e+00,3.550900936126708984e+00,3.953556299209594727e+00
6.080000000000000071e+00,3.803056001663208008e+00,3.958402633666992188e+00,3.945642232894897461e+00,3.677871942520141602e+00
6.089999999999999858e+00,3.663759946823120117e+00,3.973922252655029297e+00,3.549597024917602539e+00,3.947636365890502930e+00
