Step,GradientNorm
17249,0.28750973617509323
17299,0.5241842724226922
17349,0.6072763348686167
17399,0.08300139460656392
17449,0.6054560125313845
17499,0.6482813607764483
17549,0.07957002348970145
17599,0.7162893091233822
17649,0.6455217340015357
17699,0.18891125388482177
17749,0.85192971043235
17799,0.5436864395910791
17849,0.32114736501590274
17899,0.8922327031858597
17949,0.4711423332232978
17999,0.4490383512919855
18049,2.726020154149514
18099,1.2193599431472815
18149,1.141460190285119
18199,0.8614708591473761
18249,1.2097492012245032
18299,0.8383045238317685
18349,1.879990995650445
18399,1.4774157315543421
18449,0.42012474031456065
18499,1.8897404897712895
18549,1.7841544558397462
18599,0.3785183136281866
18649,1.4663333669295397
18699,1.9674849799363587
18749,1.0490586102272532
18799,0.7068819639790304
18849,1.7461796091393174
18899,1.6038227092781858
18949,0.3460318022781966
18999,1.252995139254588
19049,5.777079122300546
19099,0.8847000178792341
19149,1.5447774925035733
19199,1.8549388771361053
19249,3.15228223776358
19299,2.733888310694514
19349,0.28419727223427466
19399,2.5961835560488273
19449,3.765962614996559
19499,3.239676702243004
19549,0.9372026399300042
19599,1.3161994308676532
19649,2.444327245561188
19699,2.5096763309141785
19749,2.0949300839391243
19799,1.2591617417331267
19849,0.19532482660434763
19899,1.5459286566455845
19949,2.051167116435374
19999,1.9810311008621924
20049,4.059196029574205
20099,0.4980364727555906
20149,1.022736828422962
20199,1.2787763026693701
20249,2.365846948578747
20299,2.5741128554474897
20349,1.911186104101287
20399,0.943154923829324
20449,0.29214133044065416
20499,1.2550036912192328
20549,1.8436149155377317
20599,2.0198557290339276
20649,1.6115451104901655
20699,0.8821201407632933
20749,0.2544541610522015
20799,0.7136092214776211
20849,1.0236251732390944
20899,1.2221724119488635
20949,1.173808932404169
20999,0.9917175763206217
21049,1.7226531747324934
21099,0.3184021417150203
21149,0.7992585711515717
21199,1.1688857359722533
21249,1.9028480830251142
21299,1.705271138646198
21349,0.9424957244158142
21399,0.24320814291490372
21449,0.5593537814325511
21499,0.9438967554649461
21549,1.1048165264974918
21599,1.1282541111641031
21649,1.0165578033104048
21699,0.726747601641589
21749,0.20286422004662555
21799,0.38161334704423494
21849,0.7539697176900921
21899,0.9774815832647284
21949,0.8975081989658501
21999,0.743868066603265
22049,0.7009658378898157
22099,0.15396929686678335
22149,0.21168186529891667
22199,0.3277389425322869
22249,0.8786762106816746
22299,1.0799491232211926
22349,0.7948575908121963
22399,0.42193935506964897
22449,0.1345169564550046
22499,0.3253084517351787
22549,0.5953267692460071
22599,0.6845975628263361
22649,0.7015442116961745
22699,0.5391547569120309
22749,0.3063531159810631
22799,0.10076064068528118
22849,0.26082027493130683
22899,0.45382918146408785
22949,0.5260041013935404
22999,0.4988821276114294
23049,1.1762895266993552
23099,0.17016829310429765
23149,0.28346384486916754
23199,0.502852516855647
23249,0.8728205549633351
23299,0.8296243695819797
23349,0.43343378130192994
23399,0.1785937204327253
23449,0.19108942093160192
23499,0.43691154454710024
23549,0.5512751216361309
23599,0.5735838128959888
23649,0.4760645084292545
23699,0.27990653849101116
23749,0.06760089452551409
23799,0.2684306008874252
23849,0.45494356011398107
23899,0.5456939535207216
23949,0.46264265067768445
23999,0.2590713708235529
24049,0.26406091958732664
24099,0.186251916997619
24149,0.09664143493609641
24199,0.13106534032930856
24249,0.40702352703655
24299,0.4244484430680201
24349,0.2565043728012808
24399,0.06194079808644984
24449,0.11222831993309544
24499,0.23948916746689108
24549,0.355689575327515
24599,0.3012861406622661
24649,0.250245239160977
24699,0.0771639568674404
24749,0.05600183988474747
24799,0.15889715755837222
24849,0.2597127403110833
24899,0.27392514181561495
24949,0.1882439843401999
24999,0.09898337626709759
