Step,GradientNorm
0,9
49,12.96743556858072
99,9.036118638712587
149,21.31202422115724
199,10.946621445407631
249,10.275470049484397
299,14.258100110866641
349,6.525982443567709
399,14.65648990024454
449,6.310789240591997
499,13.015496911660923
549,7.1660885787338175
599,10.495973247637862
649,9.888970922747182
699,6.834254632352746
749,8.53052937394073
799,6.716566207684882
849,4.306814144960415
899,3.9736801368825603
949,3.359352665016941
999,2.235486004895818
1049,4.277341163088645
1099,2.176400832024363
1149,2.2560263675005086
1199,2.5592497033905928
1249,3.993251424339073
1299,4.23663704397521
1349,4.100464531135256
1399,3.8891608459449456
1449,3.809594899904552
1499,3.684878912285893
1549,3.144859931910549
1599,2.394783170777089
1649,2.0330927890979336
1699,1.7451603532487412
1749,1.5030307482417078
1799,1.265888319814306
1849,1.1907207286930488
1899,1.2058031628309125
1949,0.9530377322448191
1999,0.7679806093999071
2049,1.0216692626845778
2099,3.3823458967892472
2149,2.0700125462542456
2199,1.6894736384627542
2249,1.5993405754919359
2299,1.43667783736923
2349,2.1304333103620503
2399,1.6497954689567198
2449,1.2172883252783084
2499,0.9340509366516717
2549,0.7347613861881965
2599,0.993458058877967
2649,1.5710149824023458
2699,1.448540307668879
2749,0.7968095447231184
2799,0.6331011575913247
2849,0.5401663409507301
2899,0.5402622063144012
2949,0.551645117511694
2999,0.49209767388155873
3049,0.9229539525394602
3099,2.36522570200525
3149,1.3871836902570682
3199,1.318188814252509
3249,1.5407075081406942
3299,0.8668557983345813
3349,1.1057312758806488
3399,0.6875291702105151
3449,0.5766297799812452
3499,0.5403508241468798
3549,0.5138746442489425
3599,0.426877250675156
3649,0.4241048786959441
3699,0.3690697737682839
3749,0.429292613410378
3799,0.465446600326416
3849,0.531298524766785
3899,0.40849453075046604
3949,0.3875875087074086
3999,0.4571561530536693
4049,0.7143640079058667
4099,2.2279513625906477
4149,1.355863225961704
4199,0.753876510315051
4249,0.5178114814698428
4299,0.4948695741057748
4349,0.765551752951215
4399,0.9047973837009832
4449,0.48637197281532896
