step,vx_cmd,vy_cmd,vz_cmd,wz_cmd,kv_x,kv_y,kv_z,kR_x,kR_y,kR_z
44,10.0,-0.47289609909057617,3.0,-3.0,6.0,0.5,2.521314948797226,16.0,5.6538932621479026,0.6517404317855835
45,10.0,-2.51580834388733,3.0,-2.2146178185939793,6.0,0.5,2.822917282581329,16.0,4.550813794136047,0.7626533687114716
46,10.0,-3.998134136199952,3.0,-1.2594974040985112,6.0,0.5,2.777630642056465,16.0,4.452506363391875,0.8207132160663606
47,10.0,-5.780109763145448,3.0,-0.4914397001266483,6.0,0.5,2.861891120672226,16.0,3.924170196056365,0.814806616306305
48,10.0,-7.374512553215028,3.0,0.7927215099334717,6.0,0.5,3.460029542446136,15.27632749080658,2.6207461431622496,0.8154098987579346
49,9.765912294387816,-9.419298171997072,3.0,1.5452048778533936,6.0,0.5,3.5346861481666565,13.985678911209106,1.0,0.6386558115482329
50,7.239364385604858,-10.0,3.0,2.186365485191345,6.0,0.5,3.829110890626907,12.580889821052551,1.0,0.3796947136521339
51,10.0,6.457318067550659,3.0,0.17504703998565674,6.0,1.3078724592924118,7.14859801530838,1.0,10.731805324554443,0.2
52,10.0,5.825101137161255,3.0,-0.6304602026939395,6.0,1.7685316056013105,7.164364039897919,2.378243938088416,11.808999240398407,0.2
53,10.0,6.548938751220703,2.8827227354049683,-1.5353527665138245,6.0,2.147015541791916,6.97115558385849,5.229024201631546,13.719384729862213,0.2
54,10.0,7.372382879257202,2.667820930480957,-2.8028433322906494,6.0,2.451470732688904,7.106332212686539,7.326226890087127,15.741471707820892,0.2
55,10.0,8.202358484268188,2.712532639503479,-3.0,6.0,2.8020467162132263,7.282986968755721,9.378618359565735,16.0,0.2
56,10.0,9.374109506607056,2.9870678186416635,-3.0,6.0,3.352080285549164,7.843641519546509,11.83311140537262,16.0,0.2
57,9.538872241973877,10.0,3.0,-3.0,6.0,3.71966615319252,8.0,13.714900970458984,16.0,0.2
58,9.66841459274292,10.0,3.0,-3.0,6.0,3.5490044355392456,8.0,14.73025119304657,16.0,0.2
59,10.0,10.0,3.0,-3.0,6.0,3.477216213941574,8.0,15.704874753952026,16.0,0.2
60,10.0,10.0,3.0,-3.0,6.0,3.5500161051750183,8.0,16.0,13.484841644763947,0.2
61,10.0,9.675545692443848,3.0,-3.0,5.924051344394684,3.467504382133484,8.0,16.0,9.951312005519867,0.2
62,10.0,9.637424945831297,3.0,-3.0,4.564948588609695,3.4448490142822266,8.0,16.0,6.991715639829636,0.2
63,10.0,10.0,2.9715296030044565,-3.0,3.1970381438732143,3.2719075977802277,8.0,16.0,4.597262501716614,0.2
64,10.0,10.0,2.034824252128601,-3.0,1.7568409368395803,3.1709256917238235,6.961561322212219,16.0,2.40371162444353,0.2
65,10.0,10.0,1.3429920673370361,-3.0,0.5,3.222507074475288,5.290465533733368,16.0,1.0,0.2
66,10.0,10.0,0.7665510177612305,-3.0,0.5,3.256157875061035,3.658061951398849,16.0,1.0,0.2
67,10.0,10.0,0.3270707130432129,-3.0,0.5,3.2550989985466003,2.3542076274752617,16.0,1.0,0.2
68,10.0,10.0,0.03971099853515625,-3.0,0.5,3.227862760424614,1.4429476782679558,16.0,1.0,0.2
69,10.0,10.0,-0.11817562580108643,-3.0,0.5,3.1626585870981216,0.7815585210919378,16.0,1.0,0.2
70,10.0,10.0,-0.36712825298309326,-3.0,0.5,3.0701424479484554,0.5,16.0,1.0,0.2
71,10.0,10.0,-0.6046947240829471,-3.0,0.5,2.965191230177879,0.5,16.0,1.0,0.2
72,10.0,10.0,-0.7463221549987793,-3.0,0.5,2.8624893873929973,0.5,16.0,1.0,0.2
73,10.0,10.0,-0.736751139163971,-3.0,0.5,2.85888035595417,0.5,16.0,1.0,0.2
74,10.0,10.0,-0.7117348909378055,-3.0,0.5,2.732430502772331,0.5,16.0,1.0,0.2
75,10.0,10.0,-0.6387909650802612,-3.0,0.5,2.5810246020555496,0.5,16.0,1.0,0.2
76,10.0,10.0,-0.5472291111946109,-3.0,0.5,2.4064463526010513,0.5,16.0,1.0,0.2
77,10.0,10.0,-0.43583786487579346,-3.0,0.5,2.2075264006853104,0.5,16.0,1.0,0.2
78,10.0,10.0,-0.28840613365173373,-3.0,0.5,1.9609768390655515,0.5,16.0,1.0,0.2
79,-10.0,10.0,-3.0,-3.0,0.5,3.7383686006069183,6.9240774512290955,16.0,16.0,0.2
80,-10.0,9.47776198387146,-2.7527473568916325,-3.0,0.5,4.031692802906036,6.064222037792206,16.0,16.0,0.2
81,-10.0,8.778467178344728,-2.2550089359283456,-3.0,0.5,4.150465309619904,5.166765630245209,16.0,16.0,0.2
82,-10.0,8.122172355651855,-1.8147002756595612,-3.0,0.5,4.243750035762787,4.49089589715004,16.0,16.0,0.2
83,-10.0,7.691857814788818,-1.37351793050766,-3.0,0.5363742932677267,4.32689642906189,3.86221694946289,16.0,16.0,0.2
84,-10.0,7.515839338302612,-1.0191199779510498,-3.0,0.9116057083010669,4.382583498954773,3.2490992844104767,16.0,16.0,0.2
85,-10.0,8.010841608047485,-0.8735879659652713,-3.0,1.326424926519394,4.392282873392105,2.6674130856990814,16.0,16.0,0.2
86,-10.0,8.830913305282593,-0.868510723114014,-3.0,1.7911414876580236,4.3467206954956055,2.146627224981784,16.0,12.357442140579224,0.2
87,-10.0,9.843921661376951,-0.9209243059158325,-3.0,2.37373149394989,4.091189861297607,1.5731455683708184,16.0,8.341579347848892,0.2
88,-10.0,10.0,-0.8876388072967529,-3.0,3.030077248811722,3.640642821788788,0.7519340254366393,16.0,5.554769545793533,0.2
89,-10.0,10.0,-0.8370366096496585,-3.0,3.6845301389694214,3.0988773405551906,0.5,16.0,3.1414341032505027,0.2
90,-10.0,9.914650917053224,-0.5523299574851993,-3.0,4.2923570573329926,2.4325735569000244,0.6813913695514198,16.0,1.7166847959160796,0.2
91,-10.0,9.243872165679932,-0.4088514447212219,-2.7318913936615,4.759226202964783,1.8249682486057281,0.5721087306737893,16.0,1.0,0.2
92,-10.0,8.200157880783081,-0.29130864143371615,-2.165663123130799,5.241824746131897,1.2060582041740413,0.5685494393110273,16.0,1.0,0.2
93,-10.0,7.139859199523926,-0.17583489418029785,-1.8657647967338562,5.602167963981629,0.6520247124135492,0.6734432578086853,16.0,1.0,0.2
94,-10.0,6.1902594566345215,-0.24698710441589355,-1.6015904545783997,5.645062297582626,0.5,0.5,16.0,1.0,0.2
95,-10.0,5.27700662612915,-0.48207199573516846,-1.4146390557289124,5.496200978755951,0.5,0.5,16.0,1.0,0.2
96,-10.0,3.5925018787384033,-0.8022299408912659,-1.0338941216468815,5.262315154075623,0.5,0.5,16.0,1.0,0.2
97,-10.0,1.620626449584961,-1.0349830985069275,-0.7600715160369876,5.245432466268539,0.5,0.5,16.0,1.8337489143013945,0.2
98,-10.0,-0.7530391216278076,-1.2207062244415283,-0.37958872318267856,5.517268359661102,0.5,0.5,16.0,3.7070628106594072,0.2
99,-10.0,-2.8286099433898935,-1.620740175247193,0.06672120094299316,5.951992571353912,0.5,0.5,16.0,5.799483567476272,0.2
100,-10.0,-3.9779186248779297,-1.7109126448631287,0.411578893661499,6.0,0.5,0.5,16.0,8.50459372997284,0.2
101,-10.0,-3.2324182987213135,-1.9046891927719116,0.26589739322662354,6.0,0.5,0.5,16.0,12.233782470226288,0.2
102,-10.0,-1.648436188697816,-2.492472320795059,-0.34420037269592285,6.0,0.5,0.5,16.0,15.214257597923279,0.2
103,-10.0,1.2108230590820312,-3.0,-2.157580375671387,6.0,0.5,0.5,16.0,16.0,0.2
104,-10.0,4.849485158920288,-3.0,-3.0,6.0,0.5,0.5,16.0,16.0,0.2
105,-10.0,7.10755467414856,-3.0,-3.0,6.0,0.8384643457829948,0.5,16.0,16.0,0.2
106,-10.0,8.1217896938324,-3.0,-3.0,6.0,1.8971288800239563,0.5,16.0,16.0,0.2
107,-10.0,-8.552189469337463,3.0,0.41362452507019043,6.0,0.5,0.5,16.0,16.0,1.4912983536720277
108,-10.0,-7.556132674217224,3.0,0.207908034324646,6.0,0.5,0.5,16.0,16.0,1.670927393436432
109,-10.0,-7.013704776763916,3.0,0.018479347229003906,6.0,0.5,0.5,16.0,16.0,1.8210021376609802
110,-10.0,-6.945841908454896,2.9649163484573364,-0.43390363454818726,6.0,0.5,0.5,16.0,16.0,1.8185330033302307
111,-10.0,-7.316976189613344,2.4257887601852426,-0.6778571605682376,6.0,1.4856216013431545,0.5,16.0,16.0,1.7640195727348327
112,-10.0,-9.034197926521303,1.952911376953125,-0.8574875593185425,6.0,2.4735578149557114,0.5,16.0,16.0,1.6577834963798523
113,-10.0,-10.0,1.468622088432312,-0.9291467070579529,6.0,3.385683059692383,0.5,16.0,16.0,1.4799108743667602
114,-10.0,-10.0,1.168115258216858,-0.8993166089057922,6.0,4.428962618112564,0.5,16.0,16.0,1.2792255282402039
115,-10.0,-10.0,1.1810013055801392,-0.8597277402877808,6.0,5.481718957424164,0.5,16.0,16.0,1.0862455785274505
116,-10.0,-10.0,1.505453109741211,-0.6332704424858093,6.0,6.0,0.5,16.0,16.0,0.7035494446754456
117,-10.0,-10.0,1.9606947898864746,-0.30886656045913696,5.630756974220275,6.0,2.3719528988003726,16.0,16.0,0.32386316508054724
118,-10.0,-10.0,2.1716197729110718,-0.204087853431702,4.712602198123932,6.0,3.8965174853801727,16.0,16.0,0.2
119,-10.0,-10.0,2.335614323616028,-0.08674085140228271,3.826300263404846,6.0,5.576299160718918,16.0,16.0,0.2
120,-10.0,-10.0,2.5018590688705435,0.11570906639099121,3.1968106329441066,6.0,7.833046793937683,16.0,15.801492393016815,0.2
121,-9.696191549301147,-10.0,2.6114466190338135,0.30980873107910156,2.8567627668380733,6.0,8.0,16.0,12.187160313129425,0.2
122,-6.8413543701171875,-10.0,2.6785880327224723,0.28798484802246094,2.202195793390274,6.0,8.0,16.0,9.271300494670868,0.2
123,-3.580089807510376,-10.0,2.7831326723098755,0.32923221588134766,1.664418391883373,6.0,8.0,16.0,7.897947341203689,0.2
124,-1.5686774253845215,-10.0,2.7321499586105356,-0.09383440017700195,1.5066543146967886,6.0,8.0,16.0,7.424993425607681,0.2
125,1.0327768325805664,-10.0,2.5319409370422363,-0.44129133224487305,1.3016855716705318,6.0,8.0,16.0,7.8057410418987265,0.2
126,3.567843437194824,-10.0,2.4645920991897574,-0.7785828709602359,1.083734404295683,6.0,8.0,16.0,8.36646756529808,0.2
127,4.56025242805481,-10.0,2.6494134664535522,-1.258346557617188,1.2335835844278331,6.0,8.0,16.0,9.36690604686737,0.2
128,5.4169416427612305,-10.0,2.7724417448043814,-1.7447767853736884,1.9371386766433714,6.0,8.0,16.0,10.341283738613129,0.2
129,6.164240837097168,-10.0,2.7605477571487427,-2.3780336380004887,2.7601971626281734,6.0,7.507759660482407,16.0,10.886236190795898,0.2
130,6.593666076660156,-10.0,2.892633318901062,-3.0,3.0903601050376888,6.0,7.490574300289154,16.0,9.859888911247253,0.2
131,6.575665473937988,-10.0,2.94213330745697,-3.0,3.136710047721863,6.0,7.702595770359039,16.0,8.20690742135048,0.2
132,5.259830951690674,-10.0,3.0,-3.0,3.3374681174755096,6.0,7.9393945932388315,16.0,7.8685056269168845,0.2
133,4.1520750522613525,-10.0,3.0,-2.6397289931774144,3.6181605458259583,6.0,7.426184296607972,16.0,8.38921269774437,0.2
134,10.0,-8.019429445266724,2.8890581130981445,-3.0,0.7846483811736102,4.387864768505096,5.650074660778046,16.0,16.0,0.2
135,10.0,-9.18646514415741,2.913590669631957,-3.0,1.0605552121996875,4.772200882434845,5.979199588298798,16.0,16.0,0.2
136,10.0,-10.0,3.0,-3.0,1.4213268980383869,4.959419429302216,6.6527568101882935,16.0,16.0,0.2
137,10.0,-10.0,2.9989324808120736,-3.0,1.6238073632121084,5.027561247348785,6.4987300634384155,16.0,16.0,0.2
138,10.0,-10.0,2.7833454608917236,-3.0,1.6845762208104131,4.977696359157562,5.989391982555389,16.0,16.0,0.2
139,10.0,-10.0,2.6012309789657593,-3.0,1.691955409944057,4.835664302110672,5.310744822025299,16.0,16.0,0.2
140,10.0,-10.0,2.428824305534363,-2.836693525314331,1.7996621653437614,4.453662633895874,4.455113440752029,16.0,16.0,0.2
141,10.0,-10.0,2.2541534900665283,-1.9369822740554816,2.533968359231949,3.741632431745529,2.68576118350029,16.0,16.0,0.2
142,10.0,-10.0,1.8369437456130981,-1.804395318031311,2.7945818006992336,3.1856119483709335,1.2837586849927902,16.0,16.0,0.2
143,10.0,-10.0,1.2976527214050293,-2.2525005340576176,2.520222634077072,2.8647230267524715,0.8177145868539808,16.0,16.0,0.2
144,10.0,-9.38908100128174,0.6124320030212402,-3.0,1.7930782809853552,3.0097073167562485,0.7746910601854318,16.0,16.0,0.2
145,10.0,-8.879087567329409,0.04981040954589844,-3.0,1.5221840664744375,3.194615021347999,0.5,16.0,16.0,0.2
146,10.0,-10.0,-0.31215047836303744,-3.0,1.7357683107256887,3.5232993066310883,0.5,16.0,16.0,0.2
147,10.0,-10.0,-0.45189499855041537,-2.5640727281570435,2.253747671842575,3.54588320851326,0.5,16.0,16.0,0.2
148,10.0,-10.0,-0.5601564645767215,-2.0317055583000188,2.4792090356349945,3.688327342271805,0.5,16.0,15.854526817798615,0.2
149,10.0,-10.0,-0.775244951248169,-1.6645159721374512,2.5647269189357753,3.4881734549999237,0.5,16.0,12.996925473213196,0.2
150,10.0,-10.0,-0.8845485448837284,-1.5873420238494877,2.5858172476291656,3.242632120847702,0.5,16.0,10.62822288274765,0.2
151,10.0,-10.0,-0.7934178113937378,-1.722606539726258,2.4000834226608276,3.1352484375238414,0.5,14.508843779563904,7.773386001586913,0.2
152,10.0,-10.0,-0.6683131456375122,-1.8225274085998535,2.2702913880348206,3.081376209855079,0.5,11.582505464553833,4.51375102996826,0.2
153,10.0,-10.0,-0.5687214732170105,-1.8542371988296513,2.088876336812973,3.096441924571991,0.5,8.810856401920319,1.833761431276798,0.2
154,10.0,-9.919683635234835,-0.4370820522308353,-1.7994475364685059,2.0205735564231873,3.074182078242302,0.5,6.260240137577056,1.0,0.2
155,10.0,-9.14205938577652,-0.17373007535934482,-1.6590018868446355,2.2136110067367554,2.8746846616268154,0.5,4.188749775290487,1.0,0.2
156,10.0,-8.324681222438814,-0.10364913940429688,-1.5064812898635864,2.4525591135025024,2.533291563391685,0.5,3.0939236879348755,1.0,0.2
157,10.0,-7.813462018966676,-0.2316657900810245,-1.431146085262299,2.57665354013443,2.251222923398018,0.5,2.421193927526473,1.0,0.2
158,10.0,-7.363923192024232,-0.019858360290527344,-1.6858785152435303,2.8176676034927364,1.8094725906848905,0.5,4.189899325370789,1.0,0.2
159,10.0,-7.126519083976746,0.4257688522338867,-1.8742484450340278,3.4654587507247925,1.3951586335897441,0.5,5.93121713399887,1.0,0.2
160,10.0,-6.911021173000336,0.8725537061691284,-2.0177078247070312,4.041556090116501,1.10941806063056,0.5,7.353913992643355,1.0,0.2
161,10.0,-6.717827022075654,1.2747541666030884,-2.0716820955276494,4.560236096382141,0.7030135504901405,0.5,8.521272599697113,1.0,0.2
162,10.0,-6.83262974023819,1.6914821863174438,-2.240102469921112,5.058610260486603,0.5,0.5,10.064090847969055,1.0,0.2
163,10.0,-6.89836323261261,2.197172999382019,-2.483159422874451,5.65875917673111,0.5,0.5,12.22844398021698,1.0,0.2
164,10.0,-6.798903942108156,2.7691701650619507,-2.501959919929505,6.0,0.5,0.5,13.58316695690155,1.0,0.2
165,10.0,-6.211727857589722,3.0,-2.197599202394486,6.0,0.5,0.5,13.758161425590515,1.0,0.2
166,10.0,-5.926720798015596,3.0,-1.9484080374240875,6.0,0.5,0.5,14.145597577095032,1.0,0.2
167,10.0,-6.147916615009308,3.0,-1.7804251313209534,6.0,0.5,0.5,15.561830759048464,1.0,0.2
168,10.0,-6.19002640247345,3.0,-1.6567587554454803,6.0,0.5,0.5,16.0,1.0,0.2
169,10.0,-5.98926216363907,3.0,-1.4554483294487,6.0,0.5,0.5,16.0,1.0,0.2
170,10.0,-6.264409720897676,3.0,-1.0180655121803288,6.0,0.5,0.5,16.0,1.469707883894443,0.2
171,10.0,-6.790614426136018,3.0,-0.5542271733283997,6.0,0.5,0.5,16.0,2.573382131755351,0.2
172,10.0,-7.206270098686218,3.0,-0.1525424122810367,6.0,0.5,0.5,16.0,4.259837031364441,0.2
173,10.0,-7.6722145080566415,3.0,0.16170644760131836,6.0,0.5213869288563727,0.5,16.0,6.956812500953674,0.2
174,10.0,-7.939719557762146,3.0,0.39888525009155273,6.0,1.1816640086472034,0.5,16.0,9.887600600719452,0.2
175,10.0,-8.08994859457016,3.0,0.5461556911468506,6.0,1.8277244418859482,0.5,16.0,13.05726444721222,0.2
176,10.0,-8.64405781030655,3.0,0.2625768184661865,6.0,2.5324388891458507,0.5,16.0,15.982913434505464,0.2
177,10.0,6.713404655456543,3.0,3.0,6.0,0.5,8.0,16.0,7.814142614603043,1.0502734005451202
178,10.0,5.54113507270813,3.0,3.0,6.0,0.5,8.0,16.0,8.315240055322647,0.8645825684070587
179,10.0,4.200453758239746,3.0,3.0,6.0,0.5,8.0,16.0,9.720649182796478,0.580799651145935
180,10.0,2.4323153495788574,3.0,3.0,6.0,0.9647210277616973,8.0,16.0,12.458489000797272,0.2
181,10.0,-0.1669442653656017,3.0,2.6592299938201895,6.0,1.6109373420476913,8.0,16.0,15.946775138378143,0.2
182,10.0,-2.6911699771881104,3.0,1.6925904750823975,6.0,2.599955052137375,8.0,16.0,16.0,0.2
183,10.0,-5.12111008167267,3.0,0.7649946212768555,6.0,3.574501395225525,8.0,16.0,16.0,0.2
184,10.0,-8.060158491134644,3.0,0.0789649486541748,6.0,4.148168563842773,8.0,16.0,16.0,0.2
185,10.0,-10.0,3.0,-0.6566716432571411,6.0,4.490538418292999,8.0,16.0,16.0,0.2
186,10.0,-10.0,3.0,-1.1096584796905518,6.0,4.882003426551819,8.0,16.0,16.0,0.2
187,10.0,-10.0,3.0,-1.5642539262771606,6.0,5.519653618335723,8.0,16.0,16.0,0.2
188,10.0,-10.0,3.0,-1.9663524627685547,6.0,6.0,8.0,16.0,16.0,0.2
189,10.0,-10.0,3.0,-2.2509917020797734,6.0,6.0,8.0,16.0,16.0,0.2
190,10.0,-10.0,3.0,-2.030213713645935,5.895296782255174,6.0,8.0,16.0,16.0,0.2
191,10.0,-10.0,3.0,-1.8194807767868046,4.338076591491699,6.0,8.0,16.0,16.0,0.2
192,10.0,-10.0,3.0,-1.6952143907547002,3.3177317082881927,6.0,8.0,16.0,16.0,0.2
193,7.6099348068237305,-10.0,3.0,-1.720391035079956,2.513591378927231,6.0,8.0,16.0,16.0,0.2
194,4.642528295516968,-10.0,3.0,-2.0375980138778687,1.938349664211273,6.0,8.0,16.0,16.0,0.2
195,1.6440188884735107,-10.0,2.705563187599182,-2.442094802856446,1.6149134561419487,6.0,6.040747344493866,16.0,16.0,0.2
196,-1.3483476638793945,-10.0,2.1542333364486694,-2.7319389581680302,1.342745147645473,6.0,4.061808168888092,16.0,16.0,0.2
197,-4.162444472312928,-10.0,2.0178258419036865,-3.0,0.9754913672804828,6.0,2.761723130941391,16.0,16.0,0.2
198,-3.5366034507751465,-10.0,2.8067082166671744,-3.0,5.585025638341905,0.5,8.0,13.334687113761902,1.9911416098475454,0.2
199,-4.2561256885528564,-10.0,3.0,-3.0,6.0,0.5,8.0,13.728514075279236,3.0681311190128318,0.2
200,-5.17309308052063,-9.996905028820038,3.0,-3.0,6.0,0.5,8.0,13.84442663192749,3.843968570232391,0.2
201,-6.463559865951538,-8.849713653326036,3.0,-3.0,6.0,0.5,8.0,14.563741445541382,4.852553367614746,0.2
202,-7.836868166923524,-7.591778039932252,3.0,-3.0,6.0,0.5,8.0,15.254971742630005,6.097263306379318,0.2
203,-8.94197463989258,-6.595477461814882,3.0,-3.0,6.0,0.5,8.0,15.77267026901245,7.307691484689712,0.2
204,-9.782506823539734,-5.884559452533722,3.0,-3.0,6.0,0.5,7.976614266633987,16.0,8.465058416128159,0.2
205,-10.0,-5.539422929286958,2.862627625465393,-3.0,6.0,0.5,8.0,16.0,8.819346487522125,0.2
206,-10.0,-5.420482754707338,2.3723419904708862,-3.0,6.0,0.5,8.0,16.0,8.539610862731934,0.4666767805814742
207,-10.0,-5.23903250694275,1.850648045539856,-3.0,6.0,0.5,7.9475377798080435,16.0,8.647272050380707,0.9860114812850951
208,-10.0,-4.660590887069702,1.3195871114730835,-3.0,6.0,0.5,7.842401891946793,15.588772654533388,8.683964669704437,1.5078201174736023
209,-10.0,-3.929924964904786,0.7334085702896118,-3.0,6.0,0.5,7.446155130863189,14.983609080314638,9.440963625907898,2.0
210,-10.0,-3.1748878955841064,0.18181335926055908,-3.0,6.0,0.5,6.8012537360191345,14.68463397026062,10.477630257606506,2.0
211,-10.0,-2.804434299468994,-0.35502326488494906,-3.0,6.0,0.5,6.238848149776459,14.39322805404663,11.513485968112946,2.0
212,-10.0,-3.2051527500152597,-0.7069483995437622,-3.0,5.664545953273773,0.5,5.858409881591797,15.063091874122618,12.226774752140045,2.0
213,-10.0,-4.10457730293274,-0.8574492931365967,-3.0,5.378843367099762,0.5,5.584905028343201,15.438438415527344,12.034521162509918,2.0
