time,px,py,pz,px_ref,py_ref,pz_ref,velocity
0.0,-1.1328469497812437e-05,-1.2403661722095233e-05,0.040025588860250344,0.0,0.0,1.2000000476837158,1.056720337495371e-06
0.0,-1.1328469497812437e-05,-1.2403661722095233e-05,0.040025588860250344,0.0,0.0,1.2000000476837158,1.056720337495371e-06
0.11600000000000144,-1.1328469497812437e-05,-1.2403661722095233e-05,0.040025588860250344,0.0,0.0,1.2000000476837158,1.056720337495371e-06
0.11600000000000144,-1.1334878526567376e-05,-1.2403565687694796e-05,0.04002559450051452,0.0,0.0,1.2000000476837158,1.071830147315981e-06
0.14400000000000013,-1.1421876420961096e-05,-1.2396958609472584e-05,0.04002567160303783,0.0,0.0,1.2000000476837158,9.750475175761915e-07
0.14400000000000013,-1.1439655321880577e-05,-1.2397336419868454e-05,0.04002568732195048,0.0,0.0,1.2000000476837158,9.810101941055006e-07
0.14800000000000146,-1.1439655321880577e-05,-1.2397336419868454e-05,0.04002568732195048,0.0,0.0,1.2000000476837158,9.810101941055006e-07
0.15199999999999925,-1.1439655321880577e-05,-1.2397336419868454e-05,0.04002568732195048,0.0,0.0,1.2000000476837158,9.810101941055006e-07
0.1639999999999997,-1.145135582624988e-05,-1.239945654691889e-05,0.040025697765427956,0.0,0.0,1.2000000476837158,9.6782385164848e-07
0.17199999999999882,-1.145724777212825e-05,-1.239969673178073e-05,0.04002570292725491,0.0,0.0,1.2000000476837158,9.64313626026146e-07
0.19200000000000195,-1.147444467317258e-05,-1.2399797863045266e-05,0.04002571822525721,0.0,0.0,1.2000000476837158,9.432222815176078e-07
0.19200000000000195,-1.147444467317258e-05,-1.2399797863045266e-05,0.04002571822525721,0.0,0.0,1.2000000476837158,9.432222815176078e-07
0.20399999999999885,-1.1480356901139293e-05,-1.2400181159621196e-05,0.04002572338323127,0.0,0.0,1.2000000476837158,9.738182823073926e-07
0.21200000000000152,-1.1486465410021164e-05,-1.2399465834061732e-05,0.04002572860235458,0.0,0.0,1.2000000476837158,9.895307836024435e-07
0.22400000000000198,-1.1498397193453524e-05,-1.240065496567537e-05,0.04002573907898082,0.0,0.0,1.2000000476837158,9.60377608797078e-07
0.2320000000000011,-1.1504135645024305e-05,-1.240099939551959e-05,0.040025744260239554,0.0,0.0,1.2000000476837158,9.536450999003035e-07
0.24400000000000155,-1.1509884171869905e-05,-1.2401325274927453e-05,0.040025749445615336,0.0,0.0,1.2000000476837158,9.488389911176875e-07
0.256000000000002,-1.1521838162604892e-05,-1.2402130465232904e-05,0.040025759899207966,0.0,0.0,1.2000000476837158,9.89647202785493e-07
0.2640000000000011,-1.1521838162604892e-05,-1.2402130465232904e-05,0.040025759899207966,0.0,0.0,1.2000000476837158,9.89647202785493e-07
0.2760000000000016,-1.1534425723073129e-05,-1.239813341296046e-05,0.04002577048007755,0.0,0.0,1.2000000476837158,1.0670398622785456e-06
0.3080000000000016,-1.1534425723073129e-05,-1.239813341296046e-05,0.04002577048007755,0.0,0.0,1.2000000476837158,1.0670398622785456e-06
0.3080000000000016,-1.1540679536828959e-05,-1.2396879473715272e-05,0.04002577584404582,0.0,0.0,1.2000000476837158,1.0115493980829142e-06
0.40000000000000036,-1.1623558470370945e-05,-1.2400139876902248e-05,0.04002584903248604,0.0,0.0,1.2000000476837158,9.791313848862616e-07
0.40000000000000036,-1.1623558470370945e-05,-1.2400139876902248e-05,0.04002584903248604,0.0,0.0,1.2000000476837158,9.791313848862616e-07
0.4120000000000008,-1.1634925276261591e-05,-1.2400897833269513e-05,0.040025859278434356,0.0,0.0,1.2000000476837158,9.533973892662797e-07
0.41999999999999993,-1.1640923979882083e-05,-1.2400991750959725e-05,0.04002586447240813,0.0,0.0,1.2000000476837158,9.832780473266424e-07
0.4320000000000004,-1.165324809577015e-05,-1.2397848097884562e-05,0.04002587496314378,0.0,0.0,1.2000000476837158,9.886719341850723e-07
0.4399999999999995,-1.1659219678556124e-05,-1.2398436526761516e-05,0.04002588021334366,0.0,0.0,1.2000000476837158,9.909279918179786e-07
0.5440000000000023,-1.1733952123820017e-05,-1.2383941653183156e-05,0.040025944774751104,0.0,0.0,1.2000000476837158,1.0369008548296149e-06
0.548,-1.1740272426284062e-05,-1.2382275995834566e-05,0.040025950281768495,0.0,0.0,1.2000000476837158,1.0323536449198507e-06
0.5559999999999992,-1.1746303510894105e-05,-1.238389077376876e-05,0.040025955740344725,0.0,0.0,1.2000000476837158,1.1052932598031692e-06
0.5640000000000018,-1.1752522549536953e-05,-1.2382088448968277e-05,0.040025961156194015,0.0,0.0,1.2000000476837158,1.0433623162207465e-06
0.5840000000000014,-1.1770965272512924e-05,-1.2383459017912601e-05,0.04002597754701755,0.0,0.0,1.2000000476837158,1.0513843252785112e-06
0.5840000000000014,-1.1770965272512924e-05,-1.2383459017912601e-05,0.04002597754701755,0.0,0.0,1.2000000476837158,1.0513843252785112e-06
0.604000000000001,-1.178278321690172e-05,-1.2382866676245213e-05,0.040025988040209036,0.0,0.0,1.2000000476837158,9.873850926386406e-07
0.604000000000001,-1.178278321690172e-05,-1.2382866676245213e-05,0.040025988040209036,0.0,0.0,1.2000000476837158,9.873850926386406e-07
0.6240000000000006,-1.1800579080767747e-05,-1.2384128940745607e-05,0.04002600388750132,0.0,0.0,1.2000000476837158,9.736117113191795e-07
0.6240000000000006,-1.1800579080767747e-05,-1.2384128940745607e-05,0.04002600388750132,0.0,0.0,1.2000000476837158,9.736117113191795e-07
0.636000000000001,-1.1806567847837537e-05,-1.2384507886843501e-05,0.04002600914112313,0.0,0.0,1.2000000476837158,1.0008215677345262e-06
0.6440000000000001,-1.18130290803652e-05,-1.2379940262359036e-05,0.040026014487592826,0.0,0.0,1.2000000476837158,1.171690382886142e-06
0.6560000000000006,-1.1825648312983794e-05,-1.2373014428104316e-05,0.040026025247891756,0.0,0.0,1.2000000476837158,1.0176633255548943e-06
0.6639999999999997,-1.1825648312983794e-05,-1.2373014428104316e-05,0.040026025247891756,0.0,0.0,1.2000000476837158,1.0176633255548943e-06
0.6760000000000002,-1.1838462016919835e-05,-1.2366503967295997e-05,0.040026036213388475,0.0,0.0,1.2000000476837158,1.0410594638280462e-06
0.6959999999999997,-1.1856562339340095e-05,-1.2369800979622563e-05,0.040026052511567274,0.0,0.0,1.2000000476837158,1.006430997762852e-06
0.7000000000000011,-1.1856562339340095e-05,-1.2369800979622563e-05,0.040026052511567274,0.0,0.0,1.2000000476837158,1.006430997762852e-06
0.7039999999999988,-1.1862728169735402e-05,-1.2369127071975134e-05,0.04002605790855347,0.0,0.0,1.2000000476837158,1.0290078178708323e-06
0.724000000000002,-1.1875232467056497e-05,-1.2364032813103648e-05,0.04002606866063227,0.0,0.0,1.2000000476837158,1.1796838056566673e-06
0.724000000000002,-1.1875232467056497e-05,-1.2364032813103648e-05,0.04002606866063227,0.0,0.0,1.2000000476837158,1.1796838056566673e-06
0.7359999999999989,-1.1888374819086337e-05,-1.2353213626194623e-05,0.040026079701974984,0.0,0.0,1.2000000476837158,1.1630249383016324e-06
0.7440000000000015,-1.1894701167014585e-05,-1.235150754757639e-05,0.040026085280970826,0.0,0.0,1.2000000476837158,1.0320186294600672e-06
