time,Fz,Mx,My,Mz
3.780000000000000249e+00,1.251779747009277344e+01,9.153584949672222137e-03,6.483803503215312958e-03,-1.163762062788009644e-03
3.790000000000000036e+00,1.223006820678710938e+01,-1.825707219541072845e-02,2.365947933867573738e-03,3.058025322388857603e-04
3.800000000000000266e+00,1.261846828460693359e+01,7.948617450892925262e-03,4.894931800663471222e-03,-2.070443704724311829e-03
3.810000000000000053e+00,1.233686542510986328e+01,-1.935624890029430389e-02,1.680693705566227436e-03,-7.189758616732433438e-05
3.820000000000000284e+00,1.276594161987304688e+01,6.989244837313890457e-03,3.306585596874356270e-03,-2.588170580565929413e-03
3.830000000000000071e+00,1.244403171539306641e+01,-2.046967484056949615e-02,1.492750830948352814e-03,-5.847924621775746346e-04
3.839999999999999858e+00,1.298576068878173828e+01,6.409544032067060471e-03,2.071301452815532684e-03,-3.078271169215440750e-03
3.850000000000000089e+00,1.259893131256103516e+01,-2.203595265746116638e-02,1.139441737905144691e-03,-1.075386884622275829e-03
3.859999999999999876e+00,1.320136260986328125e+01,6.304126698523759842e-03,8.586001931689679623e-04,-3.418742911890149117e-03
3.870000000000000107e+00,1.277094459533691406e+01,-2.309469878673553467e-02,3.103615599684417248e-04,-1.091641373932361603e-03
3.879999999999999893e+00,1.339358901977539062e+01,6.941838189959526062e-03,-1.671700301812961698e-04,-3.331358544528484344e-03
3.890000000000000124e+00,1.290927410125732422e+01,-2.374089136719703674e-02,-1.820626057451590896e-04,-6.788130849599838257e-04
3.899999999999999911e+00,1.354939556121826172e+01,7.836489938199520111e-03,-7.945495890453457832e-04,-2.851904602721333504e-03
3.910000000000000142e+00,1.300255107879638672e+01,-2.411786839365959167e-02,-3.006456245202571154e-04,-4.218227695673704147e-05
3.919999999999999929e+00,1.366299629211425781e+01,8.877319283783435822e-03,-1.327455975115299225e-03,-2.126637613400816917e-03
3.930000000000000160e+00,1.301712799072265625e+01,-2.549956925213336945e-02,2.408734726486727595e-04,9.641812648624181747e-04
3.939999999999999947e+00,1.374730682373046875e+01,1.005310658365488052e-02,-1.543265650980174541e-03,-1.476528472267091274e-03
3.950000000000000178e+00,1.300935649871826172e+01,-2.673156186938285828e-02,1.051186467520892620e-03,1.775718526914715767e-03
3.959999999999999964e+00,1.378891468048095703e+01,1.066985726356506348e-02,-1.404181122779846191e-03,-8.569323690608143806e-04
3.970000000000000195e+00,1.299914073944091797e+01,-2.763831801712512970e-02,1.680391957052052021e-03,2.276820596307516098e-03
3.979999999999999982e+00,1.382144832611083984e+01,1.138200704008340836e-02,-1.317010261118412018e-03,-4.973669419996440411e-04
3.990000000000000213e+00,1.299929332733154297e+01,-2.802051231265068054e-02,2.044583205133676529e-03,2.425332320854067802e-03
4.000000000000000000e+00,1.385115909576416016e+01,1.234455499798059464e-02,-1.487242989242076874e-03,-4.913716111332178116e-04
4.009999999999999787e+00,1.300812435150146484e+01,-2.740661241114139557e-02,1.877116621471941471e-03,2.412637230008840561e-03
4.020000000000000462e+00,1.389934349060058594e+01,1.367071736603975296e-02,-1.906537800095975399e-03,-7.348820217885077000e-04
4.030000000000000249e+00,1.303179454803466797e+01,-2.600174583494663239e-02,1.261130557395517826e-03,2.340964507311582565e-03
4.040000000000000036e+00,1.396282768249511719e+01,1.524148695170879364e-02,-2.517743734642863274e-03,-1.070110243745148182e-03
4.049999999999999822e+00,1.307220840454101562e+01,-2.456939406692981720e-02,5.806015687994658947e-04,2.183705335482954979e-03
4.060000000000000497e+00,1.402400493621826172e+01,1.723275333642959595e-02,-3.476639511063694954e-03,-1.279568648897111416e-03
4.070000000000000284e+00,1.312054729461669922e+01,-2.347144484519958496e-02,-2.099472112604416907e-05,2.040528925135731697e-03
4.080000000000000071e+00,1.408633804321289062e+01,1.878067292273044586e-02,-4.554893355816602707e-03,-1.354299252852797508e-03
4.089999999999999858e+00,1.316667938232421875e+01,-2.287772670388221741e-02,-6.745456485077738762e-04,2.034460892900824547e-03
4.099999999999999645e+00,1.413897705078125000e+01,1.965532824397087097e-02,-5.043018143624067307e-03,-1.343810698017477989e-03
4.110000000000000320e+00,1.320430183410644531e+01,-2.288152463734149933e-02,-7.431008853018283844e-04,2.048550173640251160e-03
4.120000000000000107e+00,1.418116188049316406e+01,1.989441923797130585e-02,-5.511090159416198730e-03,-1.185180968604981899e-03
4.129999999999999893e+00,1.323173141479492188e+01,-2.336231991648674011e-02,-8.377127815037965775e-04,2.138677518814802170e-03
4.139999999999999680e+00,1.420538902282714844e+01,1.980482786893844604e-02,-5.994067061692476273e-03,-9.280370431952178478e-04
4.150000000000000355e+00,1.324317359924316406e+01,-2.404995821416378021e-02,-9.354451904073357582e-04,2.313509350642561913e-03
4.160000000000000142e+00,1.421314620971679688e+01,1.940604671835899353e-02,-5.961761344224214554e-03,-7.413378916680812836e-04
4.169999999999999929e+00,1.324220275878906250e+01,-2.493746392428874969e-02,-5.168569623492658138e-04,2.378675621002912521e-03
4.179999999999999716e+00,1.420891761779785156e+01,1.903280615806579590e-02,-6.297746673226356506e-03,-4.986520507372915745e-04
4.190000000000000391e+00,1.322877407073974609e+01,-2.569707296788692474e-02,-4.629324539564549923e-04,2.440570620819926262e-03
4.200000000000000178e+00,1.419312667846679688e+01,1.880505308508872986e-02,-6.430656649172306061e-03,-3.320612013339996338e-04
4.209999999999999964e+00,1.324675655364990234e+01,-2.632167004048824310e-02,-4.305253678467124701e-04,2.195152919739484787e-03
4.219999999999999751e+00,1.423738670349121094e+01,1.849226839840412140e-02,-6.675920449197292328e-03,-4.190799372736364603e-04
4.230000000000000426e+00,1.325851154327392578e+01,-2.717347070574760437e-02,-1.366329233860597014e-04,2.236635657027363777e-03
4.240000000000000213e+00,1.425272655487060547e+01,1.812742091715335846e-02,-7.133660372346639633e-03,-2.237708686152473092e-04
4.250000000000000000e+00,1.326245498657226562e+01,-2.775617875158786774e-02,-1.348197256447747350e-04,2.301446162164211273e-03
4.259999999999999787e+00,1.424197578430175781e+01,1.797633059322834015e-02,-7.267957553267478943e-03,-5.976614193059504032e-05
4.270000000000000462e+00,1.324984550476074219e+01,-2.808868139982223511e-02,1.582018885528668761e-04,2.297095023095607758e-03
4.280000000000000249e+00,1.422504329681396484e+01,1.795202121138572693e-02,-7.414308376610279083e-03,-1.811565198295284063e-05
4.290000000000000036e+00,1.323152065277099609e+01,-2.821801230311393738e-02,3.994529542978852987e-04,2.225821139290928841e-03
4.299999999999999822e+00,1.420163249969482422e+01,1.813094876706600189e-02,-7.453711703419685364e-03,-7.069473213050514460e-05
4.310000000000000497e+00,1.320876026153564453e+01,-2.807712182402610779e-02,7.743499591015279293e-04,2.100206445902585983e-03
4.320000000000000284e+00,1.417119503021240234e+01,1.855148375034332275e-02,-7.396673783659934998e-03,-1.096688574762083590e-04
4.330000000000000071e+00,1.318503475189208984e+01,-2.776269055902957916e-02,1.315248548053205013e-03,1.933906809426844120e-03
