time,x,y,z,velocity,ref_x,ref_y,ref_z
17.67990779876709,58.75429916381836,31.448118209838867,16.83028793334961,3.5312620098635197,54.70959997177124,32.191399574279785,16.61839997768402
17.689748764038086,58.720455169677734,31.437536239624023,16.831499099731445,3.510675734685553,54.70959997177124,32.191399574279785,16.61839997768402
17.699722051620483,58.68703079223633,31.427717208862305,16.832584381103516,3.4741576489252473,54.548894563069084,32.12528977902456,16.6348303057448
17.70976185798645,58.65318298339844,31.41834831237793,16.833717346191406,3.4711546606216,54.5443000793457,32.12339973449707,16.635300040245056
17.719727516174316,58.619441986083984,31.40963363647461,16.835033416748047,3.4686436015618916,54.5443000793457,32.12339973449707,16.635300040245056
17.730340242385864,58.58583068847656,31.401512145996094,16.83614158630371,3.4319445296120294,54.5443000793457,32.12339973449707,16.635300040245056
17.740351676940918,58.58583068847656,31.401512145996094,16.83614158630371,3.4319445296120294,54.5384868632955,32.121110327592774,16.635901406988975
17.750840425491333,58.518577575683594,31.3873291015625,16.838279724121094,3.4167271837727844,54.379000186920166,32.05830001831055,16.652400016784668
17.761699199676514,58.48533248901367,31.38117218017578,16.839387893676758,3.413010611602489,54.379000186920166,32.05830001831055,16.652400016784668
17.769760608673096,58.45121765136719,31.3754940032959,16.840463638305664,3.3888419449173672,54.379000186920166,32.05830001831055,16.652400016784668
17.780221700668335,58.41767120361328,31.370573043823242,16.841495513916016,3.376290596004562,54.379000186920166,32.05830001831055,16.652400016784668
17.78989338874817,58.383995056152344,31.36622428894043,16.842687606811523,3.387037946101005,54.379000186920166,32.05830001831055,16.652400016784668
17.79968523979187,58.35032653808594,31.362428665161133,16.843793869018555,3.374069461296018,54.21890281552079,31.99805822139115,16.66925235951544
17.80979561805725,58.31663131713867,31.35936164855957,16.844730377197266,3.3720954213073324,54.21369981765747,31.996100425720215,16.66980004310608
17.819719314575195,58.282936096191406,31.356712341308594,16.845365524291992,3.3660381532522043,54.21369981765747,31.996100425720215,16.66980004310608
17.82969045639038,58.24803161621094,31.35460662841797,16.84613609313965,3.3805891256237675,54.21369981765747,31.996100425720215,16.66980004310608
17.840213298797607,58.214473724365234,31.353124618530273,16.846784591674805,3.379314718383267,54.21017399082757,31.99483982660422,16.67017331437455
17.85033941268921,58.17990493774414,31.35232162475586,16.847248077392578,3.375498854521772,54.048399925231934,31.937000274658203,16.687299966812134
17.85976529121399,58.14623260498047,31.35214614868164,16.847877502441406,3.39436109836008,54.048399925231934,31.937000274658203,16.687299966812134
17.869905948638916,58.11125564575195,31.352493286132812,16.848617553710938,3.3950704816345327,54.048399925231934,31.937000274658203,16.687299966812134
17.879870891571045,58.07808303833008,31.35342025756836,16.849157333374023,3.411273761666483,54.048399925231934,31.937000274658203,16.687299966812134
17.8898868560791,58.04288864135742,31.355113983154297,16.849658966064453,3.4113463006182996,54.048399925231934,31.937000274658203,16.687299966812134
17.899780750274658,58.008941650390625,31.357322692871094,16.8502140045166,3.4281735689129853,53.886821935544994,31.88213037157949,16.704611969232925
17.910263538360596,58.008941650390625,31.357322692871094,16.8502140045166,3.4281735689129853,53.88319993019104,31.880900382995605,16.705000042915344
17.919809341430664,57.93967056274414,31.363462448120117,16.851491928100586,3.4596497924175846,53.88319993019104,31.880900382995605,16.705000042915344
17.9297137260437,57.9052734375,31.367477416992188,16.85194206237793,3.4764368811778716,53.88319993019104,31.880900382995605,16.705000042915344
17.93998908996582,57.870277404785156,31.372108459472656,16.852514266967773,3.4913468666619227,53.88319993019104,31.880900382995605,16.705000042915344
17.950460195541382,57.83572769165039,31.37720489501953,16.85309410095215,3.5246225237381195,53.71819996833801,31.827799797058105,16.7228000164032
17.960924863815308,57.80030059814453,31.38298797607422,16.853561401367188,3.531743479467625,53.71819996833801,31.827799797058105,16.7228000164032
17.971310138702393,57.76563262939453,31.38933753967285,16.85391616821289,3.5477995584456314,53.71819996833801,31.827799797058105,16.7228000164032
17.980215072631836,57.73003005981445,31.396360397338867,16.854467391967773,3.5896784642029185,53.71819996833801,31.827799797058105,16.7228000164032
17.991470336914062,57.694679260253906,31.403762817382812,16.855022430419922,3.601780798170525,53.693968826482916,31.820433501328814,16.725446623830063
17.999884128570557,57.65919876098633,31.41185188293457,16.85535430908203,3.637095983285503,53.55530960000351,31.77828093278913,16.740591454428568
18.009901762008667,57.62346649169922,31.42073631286621,16.855274200439453,3.6526316652103223,53.55340003967285,31.777700424194336,16.74080002307892
18.019952535629272,57.58674621582031,31.430435180664062,16.855257034301758,3.691197106894667,53.55340003967285,31.777700424194336,16.74080002307892
18.029853582382202,57.5501823425293,31.440479278564453,16.855297088623047,3.7269148483501167,53.55340003967285,31.777700424194336,16.74080002307892
18.040071964263916,57.51356506347656,31.45110321044922,16.855104446411133,3.750729308647183,53.55221550692521,31.77736147202813,16.740930278564065
18.051093339920044,57.47676467895508,31.462377548217773,16.854955673217773,3.7910928799386183,53.38879990577698,31.730600357055664,16.758900046348572
18.06015658378601,57.4397087097168,31.47410774230957,16.854934692382812,3.8219373262381535,53.38879990577698,31.730600357055664,16.758900046348572
18.06992220878601,57.4397087097168,31.47410774230957,16.854934692382812,3.8219373262381535,53.38879990577698,31.730600357055664,16.758900046348572
18.08051872253418,57.36414337158203,31.499610900878906,16.854373931884766,3.895556936495266,53.38879990577698,31.730600357055664,16.758900046348572
