x,y,value
-0.254237,-2.008475,-3.233101
-0.177966,-2.008475,-9.921711
-0.101695,-2.008475,-16.634022
-0.025424,-2.008475,-23.275188
0.050847,-2.008475,-29.485992
0.127119,-2.008475,-35.694912
0.203390,-2.008475,-41.903801
0.279661,-2.008475,-48.101879
0.355932,-2.008475,-54.120525
0.432203,-2.008475,-59.825283
0.508474,-2.008475,-65.535149
0.584746,-2.008475,-71.245026
0.661017,-2.008475,-76.954926
0.737288,-2.008475,-82.664780
0.813559,-2.008475,-88.070099
0.889830,-2.008475,-93.463753
0.966102,-2.008475,-98.880890
1.042373,-2.008475,-103.827629
1.118644,-2.008475,-108.796310
1.194915,-2.008475,-113.966125
1.271186,-2.008475,-119.158173
1.347457,-2.008475,-124.321014
1.423728,-2.008475,-129.253677
1.500000,-2.008475,-133.961472
-3.000000,-1.932203,10.671875
-2.923729,-1.932203,15.943189
-2.847458,-1.932203,21.078474
-2.771186,-1.932203,27.603718
-2.694915,-1.932203,34.794361
-2.618644,-1.932203,42.460392
-2.542373,-1.932203,50.126373
-2.466102,-1.932203,53.073994
-2.389831,-1.932203,53.461079
-2.313559,-1.932203,53.848156
-2.237288,-1.932203,54.235237
-2.161017,-1.932203,54.600292
-2.084746,-1.932203,54.885288
-2.008475,-1.932203,55.036671
-1.932203,-1.932203,55.166592
-1.855932,-1.932203,55.297539
-1.779661,-1.932203,55.379997
-1.703390,-1.932203,55.447536
-1.627119,-1.932203,55.482525
-1.550848,-1.932203,55.495537
-1.474576,-1.932203,55.483936
-1.398305,-1.932203,55.514824
-1.322034,-1.932203,55.544594
-1.245763,-1.932203,55.450802
-1.169492,-1.932203,55.143959
-1.093220,-1.932203,54.766445
-1.016949,-1.932203,54.495541
-0.940678,-1.932203,54.364719
-0.864407,-1.932203,53.822872
-0.788136,-1.932203,45.484554
-0.711864,-1.932203,37.281986
-0.635593,-1.932203,31.351862
-0.559322,-1.932203,24.749296
-0.483051,-1.932203,18.124308
-0.406780,-1.932203,11.205225
-0.330508,-1.932203,3.925438
-0.254237,-1.932203,-2.603176
-0.177966,-1.932203,-9.275780
-0.101695,-1.932203,-16.015831
-0.025424,-1.932203,-22.710499
0.050847,-1.932203,-28.967731
0.127119,-1.932203,-35.187027
0.203390,-1.932203,-41.397644
0.279661,-1.932203,-47.605602
0.355932,-1.932203,-53.775558
0.432203,-1.932203,-59.888718
0.508474,-1.932203,-65.598602
0.584746,-1.932203,-71.308472
0.661017,-1.932203,-77.018333
0.737288,-1.932203,-82.597931
0.813559,-1.932203,-88.008820
0.889830,-1.932203,-93.453003
0.966102,-1.932203,-98.897186
1.042373,-1.932203,-104.335815
1.118644,-1.932203,-109.294113
1.194915,-1.932203,-114.475555
1.271186,-1.932203,-119.363586
1.347457,-1.932203,-124.149155
1.423728,-1.932203,-128.934708
1.500000,-1.932203,-133.706955
-3.000000,-1.855932,9.012015
-2.923729,-1.855932,14.283339
-2.847458,-1.855932,20.119438
-2.771186,-1.855932,26.716288
-2.694915,-1.855932,33.895775
-2.618644,-1.855932,41.561787
-2.542373,-1.855932,49.227779
-2.466102,-1.855932,52.909405
-2.389831,-1.855932,53.296490
-2.313559,-1.855932,53.683567
-2.237288,-1.855932,54.074169
-2.161017,-1.855932,54.480679
-2.084746,-1.855932,54.746494
-2.008475,-1.855932,54.952007
-1.932203,-1.855932,55.090206
-1.855932,-1.855932,55.233200
-1.779661,-1.855932,55.311680
-1.703390,-1.855932,55.389820
-1.627119,-1.855932,55.440716
-1.550848,-1.855932,55.475719
-1.474576,-1.855932,55.466377
-1.398305,-1.855932,55.454285
-1.322034,-1.855932,55.507092
-1.245763,-1.855932,55.512280
-1.169492,-1.855932,55.369114
-1.093220,-1.855932,54.933979
-1.016949,-1.855932,54.654087
-0.940678,-1.855932,54.506062
-0.864407,-1.855932,54.231640
-0.788136,-1.855932,48.847912
-0.711864,-1.855932,40.182201
-0.635593,-1.855932,33.686436
-0.559322,-1.855932,26.462826
-0.483051,-1.855932,19.192879
-0.406780,-1.855932,11.981091
-0.330508,-1.855932,4.626495
-0.254237,-1.855932,-1.962456
-0.177966,-1.855932,-8.625050
-0.101695,-1.855932,-15.344139
-0.025424,-1.855932,-22.056938
0.050847,-1.855932,-28.400379
0.127119,-1.855932,-34.644226
0.203390,-1.855932,-40.866550
0.279661,-1.855932,-47.080936
0.355932,-1.855932,-53.303425
0.432203,-1.855932,-59.596542
0.508474,-1.855932,-65.649353
0.584746,-1.855932,-71.363182
0.661017,-1.855932,-77.077011
0.737288,-1.855932,-82.559265
0.813559,-1.855932,-88.003479
0.889830,-1.855932,-93.447670
0.966102,-1.855932,-98.891876
1.042373,-1.855932,-104.333252
1.118644,-1.855932,-109.427094
1.194915,-1.855932,-114.247665
1.271186,-1.855932,-119.044617
1.347457,-1.855932,-123.830170
1.423728,-1.855932,-128.615723
1.500000,-1.855932,-133.401321
-3.000000,-1.779661,7.141932
-2.923729,-1.779661,13.072393
-2.847458,-1.779661,19.160418
-2.771186,-1.779661,25.828854
-2.694915,-1.779661,32.997162
-2.618644,-1.779661,40.663197
-2.542373,-1.779661,48.329189
-2.466102,-1.779661,52.744816
-2.389831,-1.779661,53.131893
-2.313559,-1.779661,53.518978
-2.237288,-1.779661,53.923351
-2.161017,-1.779661,54.323288
-2.084746,-1.779661,54.601749
-2.008475,-1.779661,54.846584
-1.932203,-1.779661,55.013828
-1.855932,-1.779661,55.165222
-1.779661,-1.779661,55.243362
-1.703390,-1.779661,55.321507
-1.627119,-1.779661,55.398907
-1.550848,-1.779661,55.433903
-1.474576,-1.779661,55.448826
-1.398305,-1.779661,55.405163
-1.322034,-1.779661,55.441540
-1.245763,-1.779661,55.492817
-1.169492,-1.779661,55.406574
-1.093220,-1.779661,55.171555
-1.016949,-1.779661,54.826969
-0.940678,-1.779661,54.666439
-0.864407,-1.779661,54.429577
-0.788136,-1.779661,51.714684
-0.711864,-1.779661,43.046291
-0.635593,-1.779661,34.281109
-0.559322,-1.779661,27.139593
-0.483051,-1.779661,20.015806
-0.406780,-1.779661,12.772049
-0.330508,-1.779661,5.739613
-0.254237,-1.779661,-1.314247
-0.177966,-1.779661,-7.978569
-0.101695,-1.779661,-14.672443
-0.025424,-1.779661,-21.394566
0.050847,-1.779661,-27.798195
0.127119,-1.779661,-34.046566
0.203390,-1.779661,-40.294922
0.279661,-1.779661,-46.543026
0.355932,-1.779661,-52.850071
0.432203,-1.779661,-59.143215
0.508474,-1.779661,-65.436295
0.584746,-1.779661,-71.416588
0.661017,-1.779661,-77.085945
0.737288,-1.779661,-82.537926
0.813559,-1.779661,-87.989883
0.889830,-1.779661,-93.362167
0.966102,-1.779661,-98.456375
1.042373,-1.779661,-103.550224
1.118644,-1.779661,-108.644073
1.194915,-1.779661,-113.870132
1.271186,-1.779661,-118.681519
1.347457,-1.779661,-123.297485
1.423728,-1.779661,-127.913475
1.500000,-1.779661,-132.529495
-3.000000,-1.703390,5.188129
-2.923729,-1.703390,12.325482
-2.847458,-1.703390,18.338923
-2.771186,-1.703390,24.977932
-2.694915,-1.703390,32.109013
-2.618644,-1.703390,39.764591
-2.542373,-1.703390,47.430569
-2.466102,-1.703390,52.580227
-2.389831,-1.703390,52.967304
-2.313559,-1.703390,53.366024
-2.237288,-1.703390,53.772526
-2.161017,-1.703390,54.146984
-2.084746,-1.703390,54.456997
-2.008475,-1.703390,54.701832
-1.932203,-1.703390,54.937443
-1.855932,-1.703390,55.096901
-1.779661,-1.703390,55.175041
-1.703390,-1.703390,55.253185
-1.627119,-1.703390,55.331333
-1.550848,-1.703390,55.389225
-1.474576,-1.703390,55.415066
-1.398305,-1.703390,55.376690
-1.322034,-1.703390,55.345364
-1.245763,-1.703390,55.407101
-1.169492,-1.703390,55.367939
-1.093220,-1.703390,55.201473
-1.016949,-1.703390,55.095524
-0.940678,-1.703390,54.831638
-0.864407,-1.703390,54.593719
-0.788136,-1.703390,53.170647
-0.711864,-1.703390,44.743252
-0.635593,-1.703390,36.019386
-0.559322,-1.703390,27.753593
-0.483051,-1.703390,20.466198
-0.406780,-1.703390,13.342419
-0.330508,-1.703390,6.510365
-0.254237,-1.703390,-0.614578
-0.177966,-1.703390,-7.332085
-0.101695,-1.703390,-14.023876
-0.025424,-1.703390,-20.732170
0.050847,-1.703390,-27.195980
0.127119,-1.703390,-33.444351
0.203390,-1.703390,-39.692719
0.279661,-1.703390,-45.992603
0.355932,-1.703390,-52.349285
0.432203,-1.703390,-58.678726
0.508474,-1.703390,-65.025024
0.584746,-1.703390,-71.374924
0.661017,-1.703390,-77.062317
0.737288,-1.703390,-82.357689
0.813559,-1.703390,-87.460022
0.889830,-1.703390,-92.562302
0.966102,-1.703390,-97.498657
1.042373,-1.703390,-102.427048
1.118644,-1.703390,-107.352592
1.194915,-1.703390,-112.267136
1.271186,-1.703390,-117.393402
1.347457,-1.703390,-122.182579
1.423728,-1.703390,-126.798569
1.500000,-1.703390,-131.412552
-3.000000,-1.627119,3.873155
-2.923729,-1.627119,11.578563
-2.847458,-1.627119,17.557884
-2.771186,-1.627119,24.262901
-2.694915,-1.627119,31.364632
-2.618644,-1.627119,38.888756
-2.542373,-1.627119,46.531975
-2.466102,-1.627119,52.415642
-2.389831,-1.627119,52.808697
-2.313559,-1.627119,53.215202
-2.237288,-1.627119,53.602833
-2.161017,-1.627119,53.970692
-2.084746,-1.627119,54.312244
-2.008475,-1.627119,54.557079
-1.932203,-1.627119,54.840240
-1.855932,-1.627119,55.028584
-1.779661,-1.627119,55.103485
-1.703390,-1.627119,55.172470
-1.627119,-1.627119,55.241467
-1.550848,-1.627119,55.310452
-1.474576,-1.627119,55.345402
-1.398305,-1.627119,55.342632
-1.322034,-1.627119,55.287350
-1.245763,-1.627119,55.298637
-1.169492,-1.627119,55.280910
-1.093220,-1.627119,55.169704
-1.016949,-1.627119,55.140667
-0.940678,-1.627119,55.055859
-0.864407,-1.627119,54.753563
-0.788136,-1.627119,53.658695
-0.711864,-1.627119,46.447933
-0.635593,-1.627119,37.847008
-0.559322,-1.627119,29.581568
-0.483051,-1.627119,21.316109
-0.406780,-1.627119,13.792816
-0.330508,-1.627119,6.902439
-0.254237,-1.627119,-0.306008
-0.177966,-1.627119,-6.941063
-0.101695,-1.627119,-13.500801
-0.025424,-1.627119,-20.069206
0.050847,-1.627119,-26.593784
0.127119,-1.627119,-32.842167
0.203390,-1.627119,-39.090511
0.279661,-1.627119,-45.452862
0.355932,-1.627119,-51.824333
0.432203,-1.627119,-58.227123
0.508474,-1.627119,-64.617432
0.584746,-1.627119,-70.544388
0.661017,-1.627119,-75.992630
0.737288,-1.627119,-81.097305
0.813559,-1.627119,-86.025665
0.889830,-1.627119,-90.954010
0.966102,-1.627119,-95.882362
1.042373,-1.627119,-100.810715
1.118644,-1.627119,-105.739044
1.194915,-1.627119,-110.657486
1.271186,-1.627119,-115.607239
1.347457,-1.627119,-120.782219
1.423728,-1.627119,-125.684067
1.500000,-1.627119,-130.290588
-3.000000,-1.550848,2.768763
-2.923729,-1.550848,10.764946
-2.847458,-1.550848,16.776855
-2.771186,-1.550848,23.547892
-2.694915,-1.550848,30.719015
-2.618644,-1.550848,38.243137
-2.542373,-1.550848,45.767235
-2.466102,-1.550848,52.251369
-2.389831,-1.550848,52.657871
-2.313559,-1.550848,53.058666
-2.237288,-1.550848,53.426529
-2.161017,-1.550848,53.794392
-2.084746,-1.550848,54.162247
-2.008475,-1.550848,54.408360
-1.932203,-1.550848,54.688217
-1.855932,-1.550848,54.929226
-1.779661,-1.550848,55.007309
-1.703390,-1.550848,55.076298
-1.627119,-1.550848,55.145283
-1.550848,-1.550848,55.214275
-1.474576,-1.550848,55.275730
-1.398305,-1.550848,55.301533
-1.322034,-1.550848,55.252178
-1.245763,-1.550848,55.198193
-1.169492,-1.550848,55.182735
-1.093220,-1.550848,55.110641
-1.016949,-1.550848,55.145794
-0.940678,-1.550848,55.146610
-0.864407,-1.550848,54.933311
-0.788136,-1.550848,53.860332
-0.711864,-1.550848,48.156433
-0.635593,-1.550848,39.848469
-0.559322,-1.550848,31.409542
-0.483051,-1.550848,23.144089
-0.406780,-1.550848,14.878658
-0.330508,-1.550848,7.294521
-0.254237,-1.550848,0.087673
-0.177966,-1.550848,-6.649208
-0.101695,-1.550848,-13.240498
-0.025424,-1.550848,-19.800270
0.050847,-1.550848,-26.204395
0.127119,-1.550848,-32.338291
0.203390,-1.550848,-38.487450
0.279661,-1.550848,-44.703800
0.355932,-1.550848,-50.945862
0.432203,-1.550848,-56.822567
0.508474,-1.550848,-62.637726
0.584746,-1.550848,-68.227356
0.661017,-1.550848,-73.709305
0.737288,-1.550848,-79.191299
0.813559,-1.550848,-84.409370
0.889830,-1.550848,-89.337708
0.966102,-1.550848,-94.266052
1.042373,-1.550848,-99.194427
1.118644,-1.550848,-104.122772
1.194915,-1.550848,-109.038437
1.271186,-1.550848,-113.911415
1.347457,-1.550848,-118.979301
1.423728,-1.550848,-124.154266
1.500000,-1.550848,-129.179367
-3.000000,-1.474576,1.663529
-2.923729,-1.474576,9.779256
-2.847458,-1.474576,15.995827
-2.771186,-1.474576,22.832874
-2.694915,-1.474576,30.073406
-2.618644,-1.474576,37.597530
-2.542373,-1.474576,45.121632
-2.466102,-1.474576,52.085316
-2.389831,-1.474576,52.500645
-2.313559,-1.474576,52.882374
-2.237288,-1.474576,53.244965
-2.161017,-1.474576,53.600803
-2.084746,-1.474576,53.956638
-2.008475,-1.474576,54.233135
-1.932203,-1.474576,54.518383
-1.855932,-1.474576,54.772976
-1.779661,-1.474576,54.911144
-1.703390,-1.474576,54.980129
-1.627119,-1.474576,55.049114
-1.550848,-1.474576,55.118099
-1.474576,-1.474576,55.182934
-1.398305,-1.474576,55.226673
-1.322034,-1.474576,55.220463
-1.245763,-1.474576,55.149860
-1.169492,-1.474576,55.100800
-1.093220,-1.474576,55.059898
-1.016949,-1.474576,55.124546
-0.940678,-1.474576,55.149502
-0.864407,-1.474576,55.101925
-0.788136,-1.474576,54.626934
-0.711864,-1.474576,49.754574
-0.635593,-1.474576,41.925617
-0.559322,-1.474576,33.237514
-0.483051,-1.474576,24.972046
-0.406780,-1.474576,16.706635
-0.330508,-1.474576,8.568592
-0.254237,-1.474576,0.856502
-0.177966,-1.474576,-6.327831
-0.101695,-1.474576,-12.784752
-0.025424,-1.474576,-19.155685
0.050847,-1.474576,-25.382530
0.127119,-1.474576,-31.344616
0.203390,-1.474576,-37.429127
0.279661,-1.474576,-43.155727
0.355932,-1.474576,-48.882290
0.432203,-1.474576,-54.633663
0.508474,-1.474576,-60.418484
0.584746,-1.474576,-65.910294
0.661017,-1.474576,-71.392242
0.737288,-1.474576,-76.874222
0.813559,-1.474576,-82.356194
0.889830,-1.474576,-87.704468
0.966102,-1.474576,-92.649765
1.042373,-1.474576,-97.578133
1.118644,-1.474576,-102.506470
1.194915,-1.474576,-107.419403
1.271186,-1.474576,-112.292358
1.347457,-1.474576,-117.176445
1.423728,-1.474576,-122.351395
1.500000,-1.474576,-127.526382
-3.000000,-1.398305,0.564869
-2.923729,-1.398305,8.753764
-2.847458,-1.398305,15.120753
-2.771186,-1.398305,22.111429
-2.694915,-1.398305,29.427814
-2.618644,-1.398305,36.951923
-2.542373,-1.398305,44.670036
-2.466102,-1.398305,51.912987
-2.389831,-1.398305,52.298279
-2.313559,-1.398305,52.662949
-2.237288,-1.398305,53.027603
-2.161017,-1.398305,53.387928
-2.084746,-1.398305,53.743771
-2.008475,-1.398305,54.057911
-1.932203,-1.398305,54.348541
-1.855932,-1.398305,54.594776
-1.779661,-1.398305,54.794151
-1.703390,-1.398305,54.883961
-1.627119,-1.398305,54.945965
-1.550848,-1.398305,55.005733
-1.474576,-1.398305,55.065487
-1.398305,-1.398305,55.137867
-1.322034,-1.398305,55.170715
-1.245763,-1.398305,55.103783
-1.169492,-1.398305,55.018871
-1.093220,-1.398305,55.003025
-1.016949,-1.398305,55.091419
-0.940678,-1.398305,55.118847
-0.864407,-1.398305,55.141796
-0.788136,-1.398305,54.915531
-0.711864,-1.398305,53.306095
-0.635593,-1.398305,43.511959
-0.559322,-1.398305,35.129425
-0.483051,-1.398305,26.915268
-0.406780,-1.398305,18.807926
-0.330508,-1.398305,10.764332
-0.254237,-1.398305,3.055385
-0.177966,-1.398305,-5.123466
-0.101695,-1.398305,-11.638264
-0.025424,-1.398305,-18.009209
0.050847,-1.398305,-24.183388
0.127119,-1.398305,-29.838989
0.203390,-1.398305,-35.565540
0.279661,-1.398305,-41.292145
0.355932,-1.398305,-47.018703
0.432203,-1.398305,-52.745296
0.508474,-1.398305,-58.284832
0.584746,-1.398305,-63.668758
0.661017,-1.398305,-69.075203
0.737288,-1.398305,-74.557198
0.813559,-1.398305,-80.039169
0.889830,-1.398305,-85.521118
0.966102,-1.398305,-90.988358
1.042373,-1.398305,-95.946098
1.118644,-1.398305,-100.890205
1.194915,-1.398305,-105.800331
1.271186,-1.398305,-110.673325
1.347457,-1.398305,-115.546310
1.423728,-1.398305,-120.548531
1.500000,-1.398305,-125.723526
-3.000000,-1.322034,-0.526509
-2.923729,-1.322034,7.548100
-2.847458,-1.322034,14.127579
-2.771186,-1.322034,21.245785
-2.694915,-1.322034,28.597153
-2.618644,-1.322034,36.016209
-2.542373,-1.322034,43.805084
-2.466102,-1.322034,51.467075
-2.389831,-1.322034,52.067509
-2.313559,-1.322034,52.432522
-2.237288,-1.322034,52.797535
-2.161017,-1.322034,53.162548
-2.084746,-1.322034,53.527554
-2.008475,-1.322034,53.883038
-1.932203,-1.322034,54.178711
-1.855932,-1.322034,54.416683
-1.779661,-1.322034,54.628315
-1.703390,-1.322034,54.768764
-1.627119,-1.322034,54.828526
-1.550848,-1.322034,54.888279
-1.474576,-1.322034,54.948048
-1.398305,-1.322034,55.038097
-1.322034,-1.322034,55.091282
-1.245763,-1.322034,55.056751
-1.169492,-1.322034,54.974167
-1.093220,-1.322034,54.940113
-1.016949,-1.322034,55.023628
-0.940678,-1.322034,55.088192
-0.864407,-1.322034,55.117252
-0.788136,-1.322034,55.121506
-0.711864,-1.322034,54.284824
-0.635593,-1.322034,48.589695
-0.559322,-1.322034,37.364777
-0.483051,-1.322034,29.519772
-0.406780,-1.322034,21.377888
-0.330508,-1.322034,13.270676
-0.254237,-1.322034,5.561722
-0.177966,-1.322034,-2.563763
-0.101695,-1.322034,-10.208412
-0.025424,-1.322034,-16.278896
0.050847,-1.322034,-22.304024
0.127119,-1.322034,-27.991135
0.203390,-1.322034,-33.701977
0.279661,-1.322034,-39.428570
0.355932,-1.322034,-45.155140
0.432203,-1.322034,-50.880688
0.508474,-1.322034,-56.288280
0.584746,-1.322034,-61.663609
0.661017,-1.322034,-67.038940
0.737288,-1.322034,-72.414223
0.813559,-1.322034,-77.789536
0.889830,-1.322034,-83.204079
0.966102,-1.322034,-88.686066
1.042373,-1.322034,-94.167999
1.118644,-1.322034,-99.229973
1.194915,-1.322034,-104.166054
1.271186,-1.322034,-109.054222
1.347457,-1.322034,-113.927216
1.423728,-1.322034,-118.800201
1.500000,-1.322034,-123.920647
-3.000000,-1.245763,-1.606146
-2.923729,-1.245763,6.299254
-2.847458,-1.245763,12.800359
-2.771186,-1.245763,19.925003
-2.694915,-1.245763,27.205872
-2.618644,-1.245763,35.026703
-2.542373,-1.245763,42.796970
-2.466102,-1.245763,50.069172
-2.389831,-1.245763,51.833138
-2.313559,-1.245763,52.198147
-2.237288,-1.245763,52.563164
-2.161017,-1.245763,52.928173
-2.084746,-1.245763,53.293182
-2.008475,-1.245763,53.667824
-1.932203,-1.245763,54.011173
-1.855932,-1.245763,54.242825
-1.779661,-1.245763,54.459991
-1.703390,-1.245763,54.616322
-1.627119,-1.245763,54.712975
-1.550848,-1.245763,54.772594
-1.474576,-1.245763,54.835587
-1.398305,-1.245763,54.949291
-1.322034,-1.245763,55.006115
-1.245763,-1.245763,54.999218
-1.169492,-1.245763,54.928570
-1.093220,-1.245763,54.857861
-1.016949,-1.245763,54.947544
-0.940678,-1.245763,55.036617
-0.864407,-1.245763,55.092762
-0.788136,-1.245763,55.143360
-0.711864,-1.245763,54.958447
-0.635593,-1.245763,52.944561
-0.559322,-1.245763,43.024876
-0.483051,-1.245763,31.737965
-0.406780,-1.245763,23.952387
-0.330508,-1.245763,15.840466
-0.254237,-1.245763,8.356705
-0.177966,-1.245763,0.926559
-0.101695,-1.245763,-6.817944
-0.025424,-1.245763,-14.142994
0.050847,-1.245763,-20.405502
0.127119,-1.245763,-26.159542
0.203390,-1.245763,-31.842232
0.279661,-1.245763,-37.564976
0.355932,-1.245763,-43.291561
0.432203,-1.245763,-48.875141
0.508474,-1.245763,-54.275208
0.584746,-1.245763,-59.658466
0.661017,-1.245763,-65.033783
0.737288,-1.245763,-70.409088
0.813559,-1.245763,-75.784393
0.889830,-1.245763,-81.159729
0.966102,-1.245763,-86.535034
1.042373,-1.245763,-91.910332
1.118644,-1.245763,-97.332916
1.194915,-1.245763,-102.489380
1.271186,-1.245763,-107.390091
1.347457,-1.245763,-112.290825
1.423728,-1.245763,-117.181152
1.500000,-1.245763,-122.117798
-3.000000,-1.169492,-3.071579
-2.923729,-1.169492,4.574698
-2.847458,-1.169492,11.240706
-2.771186,-1.169492,18.506500
-2.694915,-1.169492,26.080517
-2.618644,-1.169492,33.971958
-2.542373,-1.169492,41.533169
-2.466102,-1.169492,48.668362
-2.389831,-1.169492,51.628277
-2.313559,-1.169492,51.979000
-2.237288,-1.169492,52.329731
-2.161017,-1.169492,52.694851
-2.084746,-1.169492,53.061428
-2.008475,-1.169492,53.454746
-1.932203,-1.169492,53.827549
-1.855932,-1.169492,54.063869
-1.779661,-1.169492,54.291813
-1.703390,-1.169492,54.448154
-1.627119,-1.169492,54.598003
-1.550848,-1.169492,54.659790
-1.474576,-1.169492,54.739384
-1.398305,-1.169492,54.854244
-1.322034,-1.169492,54.902905
-1.245763,-1.169492,54.913643
-1.169492,-1.169492,54.863857
-1.093220,-1.169492,54.820923
-1.016949,-1.169492,54.869007
-0.940678,-1.169492,54.980652
-0.864407,-1.169492,55.068058
-0.788136,-1.169492,55.120739
-0.711864,-1.169492,55.062298
-0.635593,-1.169492,53.949688
-0.559322,-1.169492,48.261032
-0.483051,-1.169492,36.953583
-0.406780,-1.169492,26.405968
-0.330508,-1.169492,19.045893
-0.254237,-1.169492,11.575605
-0.177966,-1.169492,4.144127
-0.101695,-1.169492,-3.431553
-0.025424,-1.169492,-10.836678
0.050847,-1.169492,-18.267342
0.127119,-1.169492,-24.397682
0.203390,-1.169492,-30.069176
0.279661,-1.169492,-35.749981
0.355932,-1.169492,-41.464123
0.432203,-1.169492,-46.884144
0.508474,-1.169492,-52.272961
0.584746,-1.169492,-57.655880
0.661017,-1.169492,-63.028637
0.737288,-1.169492,-68.403946
0.813559,-1.169492,-73.779274
0.889830,-1.169492,-79.154572
0.966102,-1.169492,-84.529915
1.042373,-1.169492,-89.905197
1.118644,-1.169492,-95.280472
1.194915,-1.169492,-100.629288
1.271186,-1.169492,-105.745148
1.347457,-1.169492,-110.614120
1.423728,-1.169492,-115.514877
1.500000,-1.169492,-120.415634
-3.000000,-1.093220,-4.644966
-2.923729,-1.093220,2.970827
-2.847458,-1.093220,9.601016
-2.771186,-1.093220,17.027599
-2.694915,-1.093220,25.025763
-2.618644,-1.093220,32.852219
-2.542373,-1.093220,40.114117
-2.466102,-1.093220,47.267853
-2.389831,-1.093220,51.437996
-2.313559,-1.093220,51.789501
-2.237288,-1.093220,52.141014
-2.161017,-1.093220,52.492531
-2.084746,-1.093220,52.844048
-2.008475,-1.093220,53.241676
-1.932203,-1.093220,53.642319
-1.855932,-1.093220,53.877132
-1.779661,-1.093220,54.110260
-1.703390,-1.093220,54.272923
-1.627119,-1.093220,54.433052
-1.550848,-1.093220,54.550350
-1.474576,-1.093220,54.638554
-1.398305,-1.093220,54.734913
-1.322034,-1.093220,54.790962
-1.245763,-1.093220,54.800457
-1.169492,-1.093220,54.788219
-1.093220,-1.093220,54.801334
-1.016949,-1.093220,54.820080
-0.940678,-1.093220,54.942833
-0.864407,-1.093220,55.043827
-0.788136,-1.093220,55.102009
-0.711864,-1.093220,55.121784
-0.635593,-1.093220,54.785049
-0.559322,-1.093220,52.675972
-0.483051,-1.093220,43.242798
-0.406780,-1.093220,32.327358
-0.330508,-1.093220,21.891436
-0.254237,-1.093220,14.751760
-0.177966,-1.093220,7.303867
-0.101695,-1.093220,-0.191502
-0.025424,-1.093220,-7.717297
0.050847,-1.093220,-15.211441
0.127119,-1.093220,-22.351608
0.203390,-1.093220,-28.422626
0.279661,-1.093220,-34.089157
0.355932,-1.093220,-39.665264
0.432203,-1.093220,-45.054081
0.508474,-1.093220,-50.442867
0.584746,-1.093220,-55.831688
0.661017,-1.093220,-61.202450
0.737288,-1.093220,-66.566360
0.813559,-1.093220,-71.930344
0.889830,-1.093220,-77.294281
0.966102,-1.093220,-82.658241
1.042373,-1.093220,-88.022171
1.118644,-1.093220,-93.386139
1.194915,-1.093220,-98.729027
1.271186,-1.093220,-104.035736
1.347457,-1.093220,-109.157745
1.423728,-1.093220,-114.044991
1.500000,-1.093220,-118.839355
-3.000000,-1.016949,-6.467841
-2.923729,-1.016949,1.342305
-2.847458,-1.016949,7.800035
-2.771186,-1.016949,15.738841
-2.694915,-1.016949,23.962599
-2.618644,-1.016949,31.382458
-2.542373,-1.016949,38.772045
-2.466102,-1.016949,46.444710
-2.389831,-1.016949,51.249531
-2.313559,-1.016949,51.600082
-2.237288,-1.016949,51.946712
-2.161017,-1.016949,52.293343
-2.084746,-1.016949,52.639973
-2.008475,-1.016949,53.024807
-1.932203,-1.016949,53.416538
-1.855932,-1.016949,53.685616
-1.779661,-1.016949,53.920422
-1.703390,-1.016949,54.088779
-1.627119,-1.016949,54.256321
-1.550848,-1.016949,54.428005
-1.474576,-1.016949,54.537724
-1.398305,-1.016949,54.615585
-1.322034,-1.016949,54.667274
-1.245763,-1.016949,54.690014
-1.169492,-1.016949,54.707504
-1.093220,-1.016949,54.799664
-1.016949,-1.016949,54.825962
-0.940678,-1.016949,54.903816
-0.864407,-1.016949,55.017117
-0.788136,-1.016949,55.101166
-0.711864,-1.016949,55.146248
-0.635593,-1.016949,55.043659
-0.559322,-1.016949,53.767429
-0.483051,-1.016949,49.224155
-0.406780,-1.016949,38.442669
-0.330508,-1.016949,27.667986
-0.254237,-1.016949,17.507473
-0.177966,-1.016949,10.521374
-0.101695,-1.016949,2.903457
-0.025424,-1.016949,-4.728867
0.050847,-1.016949,-12.092045
0.127119,-1.016949,-19.405655
0.203390,-1.016949,-26.277912
0.279661,-1.016949,-32.427853
0.355932,-1.016949,-37.838223
0.432203,-1.016949,-43.223972
0.508474,-1.016949,-48.612762
0.584746,-1.016949,-54.001560
0.661017,-1.016949,-59.384995
0.737288,-1.016949,-64.748917
0.813559,-1.016949,-70.112900
0.889830,-1.016949,-75.476837
0.966102,-1.016949,-80.840805
1.042373,-1.016949,-86.204750
1.118644,-1.016949,-91.568687
1.194915,-1.016949,-96.923782
1.271186,-1.016949,-102.230484
1.347457,-1.016949,-107.537193
1.423728,-1.016949,-112.677658
1.500000,-1.016949,-117.653000
-3.000000,-0.940678,-8.290677
-2.923729,-0.940678,-0.480547
-2.847458,-0.940678,6.352345
-2.771186,-0.940678,14.450092
-2.694915,-0.940678,22.876759
-2.618644,-0.940678,30.608444
-2.542373,-0.940678,38.313667
-2.466102,-0.940678,46.011719
-2.389831,-0.940678,51.042065
-2.313559,-0.940678,51.388706
-2.237288,-0.940678,51.735329
-2.161017,-0.940678,52.081966
-2.084746,-0.940678,52.439480
-2.008475,-0.940678,52.824352
-1.932203,-0.940678,53.181034
-1.855932,-0.940678,53.494087
