t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.22195618931455108,-4.9344616438876265,4.0457480317081025,1.456605726343713,0.8221618578293646,-5.03610826628413,1.7307768515017645,0.5731898418459298,0.2636193389645362,0.4535465385272897,-0.6294869233895591,-0.4704310243792425,-0.6068675422271563,-0.8681577191239683,0,0,0,0,0,0,6.878997038986545,6.849705344301561,6.877514990846667,6.878997771551496,0,0,0,0,0,0
0.240452538424097,-4.918194237627102,3.947779883229395,1.4894415856517111,0.9379553947759166,-5.556499128242195,1.8204803433184453,0.5720279111807113,0.2536445197856794,0.45517397625361544,-0.6334549532164049,-0.5320544149815422,-0.6616583263650205,-0.853028587333132,0,0,0,0,0,0,6.878996895197969,6.843442330767668,6.874717026840803,6.8789976134415385,0,0,0,0,0,0
0.2589488875336429,-4.8997199565661775,3.8402245791818426,1.5239770697647603,1.0609401263560825,-6.072681093621947,1.9145899856399218,0.5713088070278388,0.24298904778635208,0.45675436755668475,-0.6371326528959272,-0.6010362599341712,-0.7336152958734655,-0.836014440811149,0,0,0,0,0,0,6.878996737849313,6.831719971983452,6.863300695535527,6.878997430997711,0,0,0,0,0,0
0.2774452366431889,-4.878897720657288,3.723167403317592,1.5602946780623461,1.1920086666674305,-6.583815227408172,2.013249934416281,0.5711667736882766,0.23144806675416785,0.4581454344215528,-0.640549037895593,-0.6714739283887627,-0.8503449033147349,-0.8188338258503849,0,0,0,0,0,0,6.878996564790192,6.83256477760024,6.847706588401956,6.878997219574309,0,0,0,0,0,0
0.29594158575273477,-4.855568121352581,3.59670754033229,1.5984842115369768,1.3322215289502262,-7.089230051380871,2.11712279897335,0.571682375363722,0.2188584747248821,0.45906998957011075,-0.6438439053184313,-0.7109129802786408,-0.9955339645594403,-0.8105961690899479,0,0,0,0,0,0,6.878996373594046,6.81739946139587,6.855432559195858,6.878996973193249,0,0,0,0,0,0
0.31443793486228067,-4.829552883845926,3.460958942386137,1.6386501564749687,1.4825909651689264,-7.588007583575928,2.227094159245143,0.5729500930676149,0.20505204758749698,0.4594482080967472,-0.6469846927947172,-0.7966634883965237,-1.1547992944963064,-0.7899054471775288,0,0,0,0,0,0,6.878996161980043,6.775297510684165,6.854206189166012,6.878996683242856,0,0,0,0,0,0
0.33293428397182656,-4.800653782076409,3.3160620839123145,1.6809091168210544,1.6443665582192597,-8.078156930119686,2.343583673025993,0.5753717861425497,0.18945834586446872,0.45935305453710096,-0.6496519177073725,-0.9641578760432093,-1.3981233363824115,-0.746978032282466,0,0,0,0,0,0,6.878995927098707,6.823252044097373,6.8319253467501655,6.878996337717526,0,0,0,0,0,0
0.35143063308137246,-4.768637343820547,3.1621816487296357,1.7253971336964224,1.819943336974621,-8.559083610933362,2.4682826845516366,0.578871740338106,0.17207462535979556,0.4585204238608678,-0.6519638428990282,-0.9955778314815403,-1.5903838186093402,-0.7422594432016467,0,0,0,0,0,0,6.878995665184533,6.739018576625462,6.86400679497477,6.878995920088143,0,0,0,0,0,0
0.36992698219091835,-4.733239396956074,2.999518263009328,1.7722665589910478,2.010358476296332,-9.027476169434284,2.601209524634554,0.5836395538454937,0.15253268745078383,0.4570477123100054,-0.6536100053688478,-1.2566938057956965,-1.8840949949944041,-0.674264430379437,0,0,0,0,0,0,6.878995374713168,6.599480507968733,6.868386631811168,6.878995406779059,0,0,0,0,0,0
0.38842333130046425,-4.694163608027792,2.828341793250348,1.8216666229701428,2.2184541975847947,-9.478918290154803,2.7420309920735884,0.5911146903961805,0.12861785258748065,0.4553298957653327,-0.6532346873949241,-1.8009886828055524,-2.4414565900901666,-0.5279767204563083,0,0,0,0,0,0,6.878995050351427,6.871342194487644,6.735018263016374,6.8789947674298455,0,0,0,0,0,0
0.40691968041001014,-4.651016298406792,2.648966743648144,1.8737810849100496,2.4510051464212554,-9.913239312382382,2.8949520342864083,0.6003392880122793,0.10141832532858945,0.4518078626471167,-0.6520557628046073,-1.5524721890595736,-2.7266838622760208,-0.6021384928532126,0,0,0,0,0,0,6.878994683009575,6.875219208114671,6.746444410280288,6.878993963728165,0,0,0,0,0,0
0.42541602951955604,-4.603352899472142,2.4617636583377718,1.9288358761637519,2.706426657884847,-10.324847891658074,3.0602695442942567,0.609509231135115,0.07352423819857319,0.4450182862843288,-0.6519596677946877,-1.3234063072018707,-2.982288966343069,-0.6721936964219181,0,0,0,0,0,0,6.878994291742871,5.2110168207311185,6.6675269946327305,6.878992932828235,0,0,0,0,0,0
0.44391237862910193,-4.550904207623704,2.2674368612080196,1.9868674034281721,2.970732245236627,-10.680583162225313,3.2172960108343003,0.6286996965948719,0.02763757165094702,0.43417757213516384,-0.644563954925785,-4.194924078876878,-6.662031452461752,0.1201620542583806,0,0,0,0,0,0,6.8789938876546435,6.307679461934468,6.74381363961625,6.8789915475377255,0,0,0,0,0,0
0.46240872773864783,-4.49303808937526,2.0668919027502928,2.04810323072711,3.295267773128549,-10.99173104821614,3.4066786694954008,0.6587928677782013,-0.042122574646885624,0.4174546501585129,-0.6244591749111583,-5.027435100244965,-8.062528947239954,0.35742225206389516,0,0,0,0,0,0,6.878993335989513,6.878649344097543,6.878462426881878,6.8789895313959795,0,0,0,0,0,0
0.4809050768481937,-4.428589463401422,1.8612853368484576,2.113053856305168,3.681707696467601,-11.224958328031729,3.6175132128748313,0.6874983348808329,-0.11762905033742942,0.39573416264763517,-0.5974143608638579,-4.989712639507747,-8.087412775118482,0.3573184974413742,0,0,0,0,0,0,6.8789923932778905,6.878917621861258,6.878856070711851,6.878986366391042,0,0,0,0,0,0
0.4994014259577396,-4.3565788815233635,1.6522428734438002,2.18193155245478,4.110714845416216,-11.362243731928812,3.829434044559228,0.7110187574528186,-0.1921207962546722,0.37059391175854073,-0.5658640108402581,-4.952136151749449,-8.110811234016625,0.3572817342957649,0,0,0,0,0,0,6.878990691234972,6.878965981932663,6.878935707314199,6.878980992633696,0,0,0,0,0,0
0.5178977750672855,-4.276346262466771,1.4415858100750505,2.2546522824884545,4.568344387122939,-11.399045351114099,4.031204194378978,0.7291889933332615,-0.265001838752062,0.3422402773149678,-0.5300273861254954,-4.914524078454209,-8.133768917953494,0.3572599884537828,0,0,0,0,0,0,6.878987494439775,6.878981341111387,6.878963342842608,6.878970896470039,0,0,0,0,0,0
0.5363941241768314,-4.187498281761756,1.2311907535482793,2.3309265623285653,5.039771634366237,-11.333938892496748,4.211903908623242,0.7418867186580441,-0.33569262430318464,0.3109031126320177,-0.49015692713962933,-4.876846228413809,-8.156440752647185,0.35724116774479964,0,0,0,0,0,0,6.878980951297739,6.8789877959565855,6.878975821944131,6.878948957307067,0,0,0,0,0,0
0.5548904732863773,-4.089920477599686,1.022931465721416,2.410268451432335,5.509745979823555,-11.168655314794625,4.361265229600822,0.7490311279645642,-0.4036321908119457,0.2768374262035294,-0.4465360717047251,-4.839108414634312,-8.178843803008897,0.35721724869963856,0,0,0,0,0,0,6.878965226959517,6.87899097846705,6.878982433630563,6.878888883148778,0,0,0,0,0,0
0.5733868223959232,-3.9837807791300173,0.8186208538623996,2.492010582383432,5.963062271536217,-10.908026848041256,4.469989215543903,0.7505829100108381,-0.4682823622377508,0.24032218872271685,-0.3994773711040678,-4.801365230269865,-8.200902189082157,0.35717106840391677,0,0,0,0,0,0,6.878914730021305,6.878992698502732,6.878986355927479,6.878634930238575,0,0,0,0,0,0
0.5918831715054691,-3.8695243111252817,0.6199548231145054,2.5753247833366273,6.385030643174458,-10.55984026483921,4.5300318354458895,0.7465431745828243,-0.5291324599399833,0.20165996514119852,-0.34932132311227626,-4.763936052193465,-8.222172148063544,0.3570154040230855,0,0,0,0,0,0,6.878619934975507,6.8789936793403355,6.878988915658647,6.874313170173012,0,0,0,0,0,0
0.610379520615015,-3.7478600133598237,0.42845910786618474,2.6592473420094853,6.761898148188521,-10.134667599136964,4.534814260709655,0.7369246803646633,-0.5857191550483711,0.16120957676401915,-0.296456673459086,-4.734466576410671,-8.234146657974135,0.35466988825722673,0,0,0,0,0,0,6.379725186472722,6.878994279054653,6.878990753717556,6.184114061412707,0,0,0,0,0,0
0.6288758697245609,-3.6198527801432547,0.24523988195385613,2.742653473024548,7.071266183500466,-9.668675217839334,4.473918060726407,0.7193159286971443,-0.6362496821951168,0.12750449953483523,-0.24801923156793476,-5.090343185724624,-5.910557641745193,0.24825350988408648,0,0,0,0,0,0,5.184475786723644,6.87899472259655,6.878992183030627,6.876408059127298,0,0,0,0,0,0
0.6473722188341068,-3.4865814748278665,0.07092016447376896,2.824391533402803,7.333934200475018,-9.176589162550837,4.35759836381132,0.7048895327799319,-0.6670989971300847,0.11112077400945572,-0.21392019116685518,-1.7352559541252603,-2.6091085631911732,1.1686806571601875,0,0,0,0,0,0,6.87541378491051,6.878995133982874,6.878993307578557,6.6847608614461524,0,0,0,0,0,0
0.6658685679436527,-3.3485671812098117,-0.09386596571271609,2.9037108112367167,7.585968756323784,-8.639707599699923,4.215159328067549,0.6975196119811289,-0.6828639020177933,0.10587563369365867,-0.18961443091889177,-2.074123600164895,-2.2485243658717224,1.064962515602418,0,0,0,0,0,0,6.871040624309633,6.8789955077785505,6.878994178633911,6.7955792228258955,0,0,0,0,0,0
0.6843649170531986,-3.206070575727093,-0.24860378841511002,2.98016743287952,7.8188590201293025,-8.090518907973562,4.047741419383094,0.6876979102395514,-0.6991099854006824,0.10213893658868536,-0.1669863772819331,-2.1927682977010274,-2.098113173043575,1.0239100152947096,0,0,0,0,0,0,6.611968953270238,6.8789958324831675,6.878994843074214,6.878253233266951,0,0,0,0,0,0
0.7028612661627445,-3.0594559433953132,-0.3931416960132473,3.053292174296,8.03160477133084,-7.537240400371005,3.8554234172519797,0.6784836527744331,-0.7128858850495211,0.10040275393037558,-0.14619485222886586,-1.6441871115351618,-1.599938230833347,1.1687708595520592,0,0,0,0,0,0,6.749721928431436,6.878996119380095,6.878995338438435,6.878787142428814,0,0,0,0,0,0
0.7213576152722904,-2.909047598040894,-0.5273692955569605,3.1226675279802425,8.22950752263175,-6.976007094178124,3.6431726080922244,0.6713867262841059,-0.723045663639063,0.10103858842581753,-0.12742070362062968,-1.3678532256109197,-1.3693659551944926,1.2389832363586526,0,0,0,0,0,0,6.791164487062425,6.878996375880229,6.878995696268141,6.878909913284599,0,0,0,0,0,0
0.7398539643818363,-2.7551080209462886,-0.6511726012498226,3.187964411709204,8.41365440763823,-6.4102457617386435,3.4149274881068683,0.6654415362224686,-0.7311325445297686,0.10293087274667942,-0.10971781821980392,-1.1745646887064758,-1.2176589600609768,1.2867172794712638,0,0,0,0,0,0,6.792150639476626,6.878996605955346,6.8789959418937014,6.878953241539151,0,0,0,0,0,0
0.7583503134913822,-2.597883201475559,-0.764484208978366,3.2489133023706325,8.584929222549496,-5.841668519541345,3.173444205288175,0.6604364559973862,-0.7375582248493489,0.10584471967286285,-0.09288943892640897,-0.9849078386210796,-1.0655036408727327,1.3339384250197774,0,0,0,0,0,0,6.81262979762209,6.878996813480225,6.878996093606387,6.878972310629588,0,0,0,0,0,0
0.776846662600928,-2.4375993894071684,-0.8672544801402985,3.3052914005099883,8.74460392296879,-5.270504704033044,2.921053315906896,0.656266077156203,-0.7425499373524137,0.10967534318858964,-0.07684884910263882,-0.8371038355314929,-0.9511948371241087,1.3700290416772325,0,0,0,0,0,0,6.819945224388258,6.878997001588797,6.878996163078562,6.87898202365459,0,0,0,0,0,0
0.795343011710474,-2.2744624264536353,-0.9594423894440132,3.356916005883028,8.89359702928563,-4.697464127894985,2.6597529355018557,0.6527745318787356,-0.746358779824055,0.11426419780313894,-0.061462796962473795,-0.7051275141989102,-0.8491492191163292,1.402145210505533,0,0,0,0,0,0,6.8386652102841765,6.878997172718139,6.8789961564086255,6.878987504974769,0,0,0,0,0,0
0.8138393608200198,-2.108660899324565,-1.0410140104640044,3.4036378160740015,9.032850488137687,-4.122612347645239,2.391161108120138,0.6498100709405572,-0.749203615676611,0.11945413613242167,-0.046599606459473544,-0.611096792489459,-0.7820448350611975,1.4240803999608158,0,0,0,0,0,0,6.853947366340717,6.878997328863865,6.8789960748559595,6.878990842262228,0,0,0,0,0,0
0.8323357099295657,-1.9403689963473887,-1.1119384609206673,3.4453343104760465,9.162958138074979,-3.5462172800937592,2.11654764683656,0.6471717870852208,-0.7513390808538593,0.12501917360398526,-0.03206976479452593,-0.5478295269003308,-0.743624241505886,1.437703625813544,0,0,0,0,0,0,6.767324160435642,6.878997472171546,6.878995915842715,6.878992992961845,0,0,0,0,0,0
0.8508320590391116,-1.7697547956943918,-1.1722083699731856,3.481907802342474,9.284200650184836,-2.970574918425417,1.8374966180611305,0.6452637535238757,-0.7523308349268275,0.13151581384440475,-0.018346495998566303,-0.31662778238874234,-0.5327290291047815,1.4984517706564462,0,0,0,0,0,0,6.743032711963186,6.878997603561833,6.878995675392241,6.878994438659285,0,0,0,0,0,0
0.8693284081486575,-1.5969604978988556,-1.2218276228521674,3.5132934964328024,9.399179873972528,-2.3946086674751013,1.5560160318810965,0.6446923229849595,-0.7515205995361622,0.13982302869087332,-0.0061739618378488376,-0.041927557221696075,-0.26952011968232775,1.5724152970802643,0,0,0,0,0,0,6.8779507132883255,6.878997718564511,6.878995349135367,6.878995445416185,0,0,0,0,0,0
0.8878247572582034,-1.4220694255668611,-1.2607613140939422,3.5394629849847905,9.511204287059273,-1.8151707923318459,1.2737001753267865,0.644794329632799,-0.7496480274556783,0.1491371205801994,0.005121198126112185,-0.034397973662663534,-0.2682432992226806,1.5729823530912692,0,0,0,0,0,0,6.878797634098969,6.878997808595853,6.878994934734054,6.878996166374999,0,0,0,0,0,0
0.9063211063677493,-1.2451334118909283,-1.288971838957313,3.560412458799648,9.620303056344362,-1.2351175190436612,0.9916051803634478,0.644801563700718,-0.7475717624801018,0.15842442051626074,0.016404462063416562,-0.028536838566467014,-0.2684939050350024,1.5730887932776167,0,0,0,0,0,0,6.878930528518653,6.878997866395108,6.87899444654787,6.878996689855445,0,0,0,0,0,0
0.9248174554772952,-1.0662063595592668,-1.3064478937226964,3.576147456552776,9.726498172947005,-0.6544574727247449,0.7098866453300405,0.6447084233681619,-0.7452982645300777,0.1676766280768041,0.02767840536205498,-0.02292749742795561,-0.26889031908355565,1.5731229252921588,0,0,0,0,0,0,6.878957209115538,6.878998014252489,6.878994003336941,6.878997234746809,0,0,0,0,0,0
0.9449476379460392,-0.8692741182856617,-1.3132558322728878,3.5873564623558547,9.838804433490354,-0.021812909771391872,0.40388438127145254,0.6444918177563289,-0.7426014127023701,0.1777039080130162,0.03993444346035972,-0.016868673304139645,-0.26925119449187784,1.57314424831566,0,0,0,0,0,0,6.878966093095374,6.878997886186243,6.8789922378056305,6.87899736117443,0,0,0,0,0,0
0.9650778204147832,-0.6701150955057754,-1.3073212107782894,3.59241342217107,9.947744052706199,0.6115585424246716,0.09869170948259338,0.644154674093189,-0.7396734832443932,0.18768591524357406,0.05217174760524947,-0.010818212502432976,-0.26950113573794565,1.573159416821674,0,0,0,0,0,0,6.878976808757221,6.878997700025081,6.878989578665283,6.878997443938993,0,0,0,0,0,0
0.9852080028835272,-0.46879655961125005,-1.2886293637494315,3.591336503346159,10.053368552973735,1.2456598210804042,-0.2055060393348728,0.6436966488397546,-0.7365153508226687,0.19762146163103342,0.0643857140819695,-0.004780753395872523,-0.26964622565949586,1.5731668258075477,0,0,0,0,0,0,6.878983857695541,6.878997444106706,6.878985369212749,6.8789974885120655,0,0,0,0,0,0
1.0053381853522712,-0.26538464756977886,-1.2571655890613564,3.584147574209109,10.155738795558099,1.880491629355498,-0.5085265644422431,0.6431174129062002,-0.7331279725470168,0.20750936108099743,0.07657175817292405,0.0012522143727629973,-0.26968220445982316,1.5731677470135836,0,0,0,0,0,0,6.878988079730899,6.878997099316465,6.878978265796295,6.878997498370572,0,0,0,0,0,0
1.0254683678210152,-0.05994417796223471,-1.2129151915937308,3.570872138768602,10.254924887384067,2.5160525693711193,-0.8101910099789916,0.6424166977756951,-0.7295123420530472,0.21734846011634443,0.08872528442503382,0.007290201498631068,-0.26960932479554134,1.5731621727999854,0,0,0,0,0,0,6.87899065996224,6.8789966359544295,6.878965223564851,6.878997475415521,0,0,0,0,0,0
1.0455985502897593,0.14746153379108146,-1.155863525707264,3.5515392639435053,10.351006035761015,3.1523391277746535,-1.1103242942075418,0.6415943287611304,-0.7256694718008833,0.22713758604251177,0.10084171758038489,0.013346729208558306,-0.2694366852016654,1.5731476098348134,0,0,0,0,0,0,6.87899229651701,6.87899600807246,6.8789383322912645,6.878997420316949,0,0,0,0,0,0
1.0657287327585034,0.35677085635263195,-1.0859960386667105,3.526181501313276,10.444070307489723,3.7893455996305834,-1.408755302196921,0.6406503324559588,-0.7216003232107183,0.2368754469865927,0.11291655184762898,0.019451003759376286,-0.2691913939999887,1.5731164956885844,0,0,0,0,0,0,6.878993363794748,6.878995143384094,6.878872667687505,6.878997332852026,0,0,0,0,0,0
1.0858589152272475,0.5679240171208517,-1.003298317802646,3.4948348084952263,10.534214237923667,4.427063804328541,-1.7053166581382508,0.6395852889685444,-0.7173055630878648,0.24656037902098119,0.12494545528051422,0.02568562679477251,-0.2689535003878678,1.573046332151141,0,0,0,0,0,0,6.878994065107363,6.8789939248445515,6.878662590309833,6.878997212333221,0,0,0,0,0,0
1.1059890976959916,0.7808632649228529,-0.9077561564440678,3.457538487979919,10.621541986272064,5.065481555458461,-1.9998429039577894,0.6384017572859324,-0.7127845661828166,0.25618938558865434,0.1369246406514007,0.03236210758802204,-0.2690249606871316,1.5728520241978676,0,0,0,0,0,0,6.878994513863642,6.8789921556060785,6.877544319233934,6.878997058266156,0,0,0,0,0,0
1.1261192801647357,0.9955329891123417,-0.7993557767466652,3.414335237020689,10.70616149120256,5.704568985271911,-2.292158916964171,0.6371138030551063,-0.7080287287564905,0.26575181832004974,0.1488532575112643,0.041445434469112315,-0.27131419148747965,1.5719963185781842,0,0,0,0,0,0,6.878994773956202,6.878989487608677,6.844898774882521,6.878996871369458,0,0,0,0,0,0
1.1462494626334798,1.2118786942214506,-0.6780909646267179,3.3652736189949066,10.788060377355436,6.343621071614428,-2.581753158953821,0.6360915918400472,-0.7027790567503198,0.2750028091521508,0.1608183420569663,0.12099247088888224,-0.34234633273167503,1.5518136701559642,0,0,0,0,0,0,6.87899487987028,6.878985257949928,6.7907999734170765,6.878996654112317,0,0,0,0,0,0
1.166379645102224,1.4298447587709882,-0.5439657985516277,3.3104223383044427,10.867129757814055,6.982341575326999,-2.8669636127226927,0.636296678398346,-0.696353751607405,0.28333708990939843,0.17302624992525853,0.3186131786421421,-0.5259711889369193,1.4996033715415977,0,0,0,0,0,0,6.878994845230679,6.878978092434456,6.8556477692639675,6.878996407499726,0,0,0,0,0,0
1.186509827570968,1.649376646494932,-0.3969555807727949,3.2498943500626343,10.943643241654636,7.623828791255884,-3.145362955007192,0.6376204710413532,-0.6888134588077133,0.29086505351663994,0.18540138758143002,0.3799417948942931,-0.5685150437346251,1.4857912476087831,0,0,0,0,0,0,6.878994665716374,6.8789649326401,6.846654654225354,6.878996126141281,0,0,0,0,0,0
1.206640010039712,1.8704227730725174,-0.23702096171128914,3.183846478150199,11.017628736485959,8.26642038946232,-3.415176673661671,0.6394473637692748,-0.6805799582978332,0.2980030298368258,0.1977680043382055,0.46138686410108654,-0.6288849120271215,1.4666623534474628,0,0,0,0,0,0,6.878994320411171,6.878937999800481,6.831885596127798,6.878995800920725,0,0,0,0,0,0
1.2267701925084562,2.092935585118807,-0.0641413080459601,3.1124654032405967,11.089428262565411,8.90995485519714,-3.6749536158591645,0.6420373749859797,-0.6714459320269943,0.30460733270295604,0.21014933344910813,0.5756495149519865,-0.7189835186806801,1.4388051867240315,0,0,0,0,0,0,6.878993765868832,6.878873920036472,6.809690700364222,6.878995420460993,0,0,0,0,0,0
1.2469003749772003,2.3168751215635175,0.12170012928735024,3.0359723382422494,11.159459881236337,9.55420314971011,-3.9226714428602305,0.6457921557398392,-0.6610811722137132,0.3104548752394258,0.22258020075807938,0.7390859495831965,-0.8540874530319201,1.3978452594141646,0,0,0,0,0,0,6.87899292435599,6.878682057840594,6.714071661357277,6.878994969526054,0,0,0,0,0,0
1.2670305574459444,2.5422093446785587,0.32049932149988275,2.954640286980291,11.228104094100823,10.197325754686101,-4.1549498521268236,0.6519934811333622,-0.6484409403400387,0.31480818212744605,0.23521193829425296,1.109948953332914,-1.1893583320099703,1.3003865491843134,0,0,0,0,0,0,6.878991660654732,6.877742523901024,6.869484711339996,6.8789944229868505,0,0,0,0,0,0
1.2871607399146885,2.76892403185201,0.5322903648261917,2.8688285545804706,11.296754864335044,10.844893607974006,-4.367143315407184,0.6599203752688283,-0.6339536416165819,0.3180718813394752,0.2478672162414591,1.1493611822141694,-1.1916692180314954,1.2954990295550004,0,0,0,0,0,0,6.878989731152616,6.464267293740152,6.875466742907667,6.878993739635706,0,0,0,0,0,0
1.3072909223834326,2.997000210304585,0.7570240769573084,2.7789631541978594,11.36218340474443,11.48322030615202,-4.557623768415719,0.6660785367199207,-0.6203658209342837,0.31798057848066447,0.2652809507798914,0.30420621312327734,-2.0704514798739964,1.5389578717398575,0,0,0,0,0,0,6.878986617468872,6.854783998162808,5.44445268104623,6.878992887212929,0,0,0,0,0,0
1.3274211048521767,3.2262660530295304,0.9943632094992697,2.6855236315263915,11.41412749857934,12.096821597973353,-4.717761707421658,0.6855400454194728,-0.594178964560542,0.30549782066007924,0.2892356924239661,3.3695901858525477,-5.159043575867008,0.7039549145678311,0,0,0,0,0,0,6.878980885768863,6.626442859316396,4.110770530066317,6.878991790798691,0,0,0,0,0,0
1.3475512873209208,3.45644289057055,1.2436173491923368,2.589511982452125,11.452951975801565,12.66330436717438,-4.80171569761202,0.7439044046846447,-0.5248559381100006,0.2637219361787055,0.3187212281910485,8.724797107353913,-11.621620023521583,-0.7854781295243481,0,0,0,0,0,0,6.8789672991076145,5.313960383866221,6.878713716728994,6.878989889023909,0,0,0,0,0,0
1.3676814697896649,3.6872497711874983,1.5041775652866924,2.49334328564512,11.471031115226923,13.210977639004732,-4.726096015310051,0.8088065857276333,-0.42526600588912916,0.18132031233116,0.36346069313592405,5.327084539719502,-14.999244817413901,0.14096966012976656,0,0,0,0,0,0,6.878922630444129,6.873726911425092,6.878928266435904,6.878985711042833,0,0,0,0,0,0
1.387811652258409,3.9177940175216657,1.7750735247126042,2.400468165510023,11.421377137557867,13.680663773177306,-4.478763355915313,0.8479245707923861,-0.32166288556756834,0.07746122935612668,0.41419399831664744,5.346238421121151,-14.99974298274372,0.14408654393607537,0,0,0,0,0,0,6.878530227516081,6.873327867327982,6.878969350457263,6.878974867015916,0,0,0,0,0,0
