time,px,py,pz,vx,vy,vz,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref,T1,T2,T3,T4
0.0,-5.0,4.5,1.1990550756454468,0.0,0.0,-0.0945013016462326,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,2.05471134185791,2.4928901195526123,3.064990758895874,2.879385471343994
0.01,-5.0,4.5,1.1972757577896118,0.0,0.0,-0.17793379724025726,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,4.058620929718018,4.287934303283691,3.693023681640625,3.6254377365112305
0.02,-5.0,4.5,1.1948322057724,8.388230412492703e-07,-2.4599974040029338e-06,-0.24436087906360626,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,5.351144313812256,5.448622703552246,4.2263689041137695,4.21198034286499
0.03,-5.0,4.5,1.1919260025024414,8.06963726063259e-06,-2.1913054297328927e-05,-0.29061833024024963,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,6.059152603149414,6.077009201049805,4.556632041931152,4.581263065338135
0.04,-4.999999523162842,4.499999046325684,1.1887664794921875,3.729164382093586e-05,-9.695532207842916e-05,-0.31595292687416077,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,6.456254005432129,6.406746864318848,4.752269268035889,4.798826217651367
0.05,-4.999998569488525,4.499996185302734,1.1855528354644775,0.00011756045569200069,-0.0002966546162497252,-0.3213597536087036,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,6.628671169281006,6.515810966491699,4.865784168243408,4.937638759613037
0.06,-4.999995708465576,4.499989032745361,1.1824631690979004,0.0002906315785367042,-0.0007182330591604114,-0.3089645802974701,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,6.639970302581787,6.473678112030029,4.913934230804443,5.012473106384277
0.07,-4.9999895095825195,4.499974250793457,1.1796468496322632,0.0006061279564164579,-0.0014760945923626423,-0.2816273868083954,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,6.494454383850098,6.278611660003662,4.912398815155029,5.042160987854004
0.08,-4.999978542327881,4.499947547912598,1.1772208213806152,0.0011144671589136124,-0.002685652580112219,-0.242599219083786,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,6.206370830535889,5.963320732116699,4.875381946563721,5.032461643218994
0.09,-4.999959945678711,4.499903202056885,1.1752667427062988,0.0018586087971925735,-0.004443633370101452,-0.19540582597255707,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,5.776022434234619,5.512594223022461,4.793700218200684,4.976050853729248
