time,px,py,pz,vx,vy,vz,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref,T1,T2,T3,T4
0.0,-5.0,4.5,1.1990621089935303,0.0,0.0,-0.09379907697439194,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,2.8022854328155518,3.0499460697174072,3.461592674255371,3.305879592895508
0.01,-5.0,4.5,1.197307825088501,0.0,0.0,-0.17542612552642822,-5.0,4.5,1.2000000476837158,0.0,0.0,0.0,4.089953422546387,4.31186056137085,4.282033443450928,4.207312107086182
0.02,-5.0,4.5,1.194911241531372,8.233058679252281e-08,-1.6507635791640496e-06,-0.23965919017791748,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,4.887160778045654,5.09174919128418,4.73109769821167,4.698733806610107
0.03,-5.0,4.5,1.1920682191848755,1.174961880678893e-06,-1.4491973161057103e-05,-0.2843051552772522,-5.0,4.5,1.2000000476837158,2.2891499611432664e-05,-6.959500024095178e-05,1.3864500033378135e-05,5.308823585510254,5.494875907897949,4.939944744110107,4.9321770668029785
0.04,-5.0,4.499999523162842,1.1889748573303223,6.727324034727644e-06,-6.361179839586839e-05,-0.30933892726898193,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,5.545314788818359,5.715131759643555,5.039487838745117,5.051041603088379
0.05,-4.999999523162842,4.499997615814209,1.1858139038085938,2.439667150611058e-05,-0.00019407902436796576,-0.3160983920097351,-5.0,4.5,1.2000000476837158,0.00018038500274997205,-0.0005462000262923539,0.00010887999815167859,5.659005641937256,5.81287956237793,5.083396911621094,5.110278606414795
0.06,-4.999999046325684,4.499992847442627,1.1827472448349,6.704551924485713e-05,-0.000470564205897972,-0.30666500329971313,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,5.68597936630249,5.8253583908081055,5.096371173858643,5.137531280517578
0.07,-4.999997615814209,4.499983310699463,1.1799124479293823,0.000152705775690265,-0.000972862122580409,-0.28348249197006226,-5.0,4.5,1.2000000476837158,0.0005996000254526734,-0.0018082000315189362,0.00036068499321117997,5.637322425842285,5.75931978225708,5.089999675750732,5.145106792449951
0.08,-4.99999475479126,4.499965190887451,1.17742121219635,0.00030370664899237454,-0.0017888386500999331,-0.2491275817155838,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,5.527203559875488,5.636135101318359,5.0554518699646,5.123218536376953
0.09,-4.9999895095825195,4.499935150146484,1.1753586530685425,0.0005448709707707167,-0.0030053716618567705,-0.20625382661819458,-5.0,4.499899864196777,1.2000000476837158,0.001399850007146597,-0.004203599877655506,0.0008390499860979617,5.346076488494873,5.4405598640441895,4.9852190017700195,5.061883926391602
0.1,-4.999980449676514,4.499887943267822,1.1737829446792603,0.0009013555245473981,-0.004698755219578743,-0.15756705403327942,-4.999899864196777,4.499800205230713,1.2000000476837158,0.002692549955099821,-0.008050999604165554,0.0016081499634310603,5.087889194488525,5.174903392791748,4.867132186889648,4.947836875915527
0.11,-4.999966621398926,4.499818801879883,1.172722578048706,0.001395070692524314,-0.006921958643943071,-0.10603111237287521,-4.999899864196777,4.499800205230713,1.2000000476837158,0.002692549955099821,-0.008050999604165554,0.0016081499634310603,4.702786922454834,4.775836944580078,4.680321216583252,4.765830039978027
0.12,-4.999946117401123,4.499722003936768,1.1721739768981934,0.0020409447606652975,-0.009693223983049393,-0.05486009642481804,-4.999899864196777,4.499599933624268,1.2000999450683594,0.0045818001963198185,-0.013641499914228916,0.0027266000397503376,4.202824592590332,4.275702953338623,4.397825717926025,4.477341651916504
0.13,-4.999917507171631,4.499592304229736,1.172098159790039,0.0028420444577932358,-0.012982545420527458,-0.007579251658171415,-4.999899864196777,4.499599933624268,1.2000999450683594,0.0045818001963198185,-0.013641499914228916,0.0027266000397503376,3.5662944316864014,3.6316380500793457,4.026735305786133,4.0960516929626465
0.14,-4.999879360198975,4.499424934387207,1.1724276542663574,0.0037915173452347517,-0.016726717352867126,0.03294526785612106,-4.99970006942749,4.499199867248535,1.2001999616622925,0.007164500188082457,-0.021236499771475792,0.0042477501556277275,2.9716970920562744,3.0468008518218994,3.6301088333129883,3.6775076389312744
0.15,-4.999830722808838,4.499216556549072,1.1730717420578003,0.004871699959039688,-0.020832562819123268,0.06440380960702896,-4.99970006942749,4.499199867248535,1.2001999616622925,0.007164500188082457,-0.021236499771475792,0.0042477501556277275,2.402367115020752,2.4718923568725586,3.2304327487945557,3.26196551322937
0.16,-4.999770164489746,4.498964309692383,1.1739321947097778,0.006065370049327612,-0.02522263117134571,0.08604323863983154,-4.999599933624268,4.498700141906738,1.2002999782562256,0.010529999621212482,-0.031073499470949173,0.006219999864697456,2.009108781814575,2.094564199447632,2.9283955097198486,2.92992901802063
0.17,-4.999696731567383,4.498665809631348,1.1749131679534912,0.0073576755821704865,-0.029840650036931038,0.09809629619121552,-4.999599933624268,4.498700141906738,1.2002999782562256,0.010529999621212482,-0.031073499470949173,0.006219999864697456,1.7522941827774048,1.8205945491790771,2.6956913471221924,2.694243907928467
0.18,-4.999609470367432,4.498319149017334,1.1759334802627563,0.008746875450015068,-0.03468683734536171,0.10203324258327484,-4.999300003051758,4.498000144958496,1.2003999948501587,0.014762000180780888,-0.04336300119757652,0.008685999549925327,1.676788091659546,1.7546303272247314,2.5846638679504395,2.568638563156128
0.19,-4.999506950378418,4.497921466827393,1.1769262552261353,0.010233954526484013,-0.039776191115379333,0.09927164018154144,-4.999300003051758,4.498000144958496,1.2003999948501587,0.014762000180780888,-0.04336300119757652,0.008685999549925327,1.6510038375854492,1.7031476497650146,2.500511884689331,2.505589485168457
0.2,-4.999388694763184,4.497469902038574,1.177843689918518,0.0118340402841568,-0.0451747290790081,0.09174487739801407,-4.999000072479248,4.497000217437744,1.200600028038025,0.019936000928282738,-0.05829000100493431,0.01168499980121851,1.7450058460235596,1.8068773746490479,2.5099196434020996,2.516514539718628
0.21,-4.999253273010254,4.496960639953613,1.1786521673202515,0.013561088591814041,-0.05094265192747116,0.08084668964147568,-4.999000072479248,4.497000217437744,1.200600028038025,0.019936000928282738,-0.05829000100493431,0.01168499980121851,1.844465970993042,1.8765921592712402,2.5024826526641846,2.5456337928771973
0.22,-4.999098777770996,4.496388912200928,1.1793361902236938,0.015446504577994347,-0.05719505622982979,0.06840106844902039,-4.998499870300293,4.49560022354126,1.2008999586105347,0.026122000068426132,-0.0760200023651123,0.015250500291585922,2.065455913543701,2.1037063598632812,2.5837152004241943,2.638486862182617
0.23,-4.9989237785339355,4.495748519897461,1.1798913478851318,0.017516346648335457,-0.06402221322059631,0.055518738925457,-4.998499870300293,4.49560022354126,1.2008999586105347,0.026122000068426132,-0.0760200023651123,0.015250500291585922,2.2586278915405273,2.259612560272217,2.621042251586914,2.718183994293213
0.24,-4.998725414276123,4.495032787322998,1.1803282499313354,0.01981530711054802,-0.07156775891780853,0.04368753358721733,-4.997900009155273,4.493899822235107,1.201200008392334,0.033384498208761215,-0.0966849997639656,0.019411999732255936,2.5447092056274414,2.550572156906128,2.75156307220459,2.8562614917755127
0.25,-4.998501777648926,4.49423360824585,1.1806633472442627,0.02237437665462494,-0.0799187421798706,0.03351039066910744,-4.997900009155273,4.493899822235107,1.201200008392334,0.033384498208761215,-0.0966849997639656,0.019411999732255936,2.743943929672241,2.7122151851654053,2.806901454925537,2.9426534175872803
0.26,-4.998249530792236,4.493341445922852,1.1809229850769043,0.025242740288376808,-0.08920975774526596,0.025959854945540428,-4.997200012207031,4.491700172424316,1.20169997215271,0.04177999868988991,-0.12041500210762024,0.024195000529289246,3.0124928951263428,2.9892516136169434,2.940861225128174,3.074516773223877
0.27,-4.997964859008789,4.49234676361084,1.1811339855194092,0.028447777032852173,-0.09949110448360443,0.021099425852298737,-4.997200012207031,4.491700172424316,1.20169997215271,0.04177999868988991,-0.12041500210762024,0.024195000529289246,3.1618316173553467,3.105353355407715,2.9783706665039062,3.131774663925171
0.28,-4.997644424438477,4.491238117218018,1.181327223777771,0.0320315919816494,-0.11084834486246109,0.01932099461555481,-4.996200084686279,4.489099979400635,1.2022000551223755,0.05135999992489815,-0.14729000627994537,0.02961999922990799,3.34525203704834,3.3035385608673096,3.079610586166382,3.225121259689331
0.29,-4.997284412384033,4.4900054931640625,1.181528925895691,0.036006782203912735,-0.12326201796531677,0.020164968445897102,-4.996200084686279,4.489099979400635,1.2022000551223755,0.05135999992489815,-0.14729000627994537,0.02961999922990799,3.4020113945007324,3.331998586654663,3.0759832859039307,3.2307355403900146
0.3,-4.996880531311035,4.488637924194336,1.1817667484283447,0.04040947183966637,-0.136777862906456,0.0237804614007473,-4.995100021362305,4.485799789428711,1.2028000354766846,0.062174998223781586,-0.17739999294281006,0.03570450097322464,3.525202512741089,3.4775943756103516,3.1592326164245605,3.2962887287139893
0.31,-4.9964280128479,4.487124919891357,1.182059645652771,0.045229408890008926,-0.15129338204860687,0.029284611344337463,-4.995100021362305,4.485799789428711,1.2028000354766846,0.062174998223781586,-0.17739999294281006,0.03570450097322464,3.485442876815796,3.413642644882202,3.10642409324646,3.246735095977783
0.32,-4.995923042297363,4.485456466674805,1.182428002357483,0.05049995332956314,-0.16683714091777802,0.03684079274535179,-4.99370002746582,4.481900215148926,1.2036000490188599,0.07425999641418457,-0.2107899934053421,0.042461998760700226,3.5725643634796143,3.5292582511901855,3.1851861476898193,3.305976152420044
0.33,-4.995361328125,4.48362398147583,1.1828811168670654,0.05618547648191452,-0.18323533236980438,0.045308370143175125,-4.99370002746582,4.481900215148926,1.2036000490188599,0.07425999641418457,-0.2107899934053421,0.042461998760700226,3.4598851203918457,3.3940210342407227,3.090402126312256,3.210364580154419
0.34,-4.9947381019592285,4.481618881225586,1.183431625366211,0.06232335790991783,-0.20053157210350037,0.05505315586924553,-4.992099761962891,4.477399826049805,1.2044999599456787,0.08765500038862228,-0.24750499427318573,0.04990199953317642,3.5335612297058105,3.500568389892578,3.1838579177856445,3.284055471420288
0.35000000000000003,-4.994049549102783,4.479434013366699,1.1840797662734985,0.06885428726673126,-0.2185024619102478,0.0648115873336792,-4.992099761962891,4.477399826049805,1.2044999599456787,0.08765500038862228,-0.24750499427318573,0.04990199953317642,3.374936819076538,3.3197383880615234,3.057860851287842,3.1554927825927734
0.36,-4.99329137802124,4.477061748504639,1.1848317384719849,0.07582490891218185,-0.23722752928733826,0.07520250976085663,-4.990200042724609,4.4720001220703125,1.2056000232696533,0.10238999873399734,-0.2875649929046631,0.05803000181913376,3.4472265243530273,3.427978754043579,3.1728687286376953,3.2500030994415283
0.37,-4.992459774017334,4.474497318267822,1.1856811046600342,0.08315710723400116,-0.2564578652381897,0.0849425345659256,-4.990200042724609,4.4720001220703125,1.2056000232696533,0.10238999873399734,-0.2875649929046631,0.05803000181913376,3.268005132675171,3.225637912750244,3.027007818222046,3.102328062057495
