time,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,M1,M2,M3,M4,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref
1.47,1.0180332660675049,1.029955506324768,1.484371304512024,3.2419140338897705,4.283557415008545,0.46069416403770447,0.951998770236969,-0.046330831944942474,-0.2616136074066162,0.15202005207538605,0.675087034702301,-2.0379767417907715,-0.4292966425418854,10784.265625,10862.970703125,10611.2314453125,9717.70703125,1.0532194375991821,1.1383552551269531,1.5,2.848130941390991,3.7008461952209473,0.0
1.48,1.0497381687164307,1.0728031396865845,1.4891948699951172,3.1704864501953125,4.284766674041748,0.4823596477508545,0.949758768081665,-0.041004352271556854,-0.2708844542503357,0.15132270753383636,0.7393581867218018,-2.0855207443237305,-0.44897955656051636,10706.662109375,10744.3271484375,10410.232421875,9530.91796875,1.0813229084014893,1.1752614974975586,1.5,2.7722315788269043,3.6802802085876465,0.0
1.49,1.0807268619537354,1.1156452894210815,1.4941926002502441,3.0988638401031494,4.284210205078125,0.4997726082801819,0.9473650455474854,-0.03530500456690788,-0.2803029417991638,0.15060999989509583,0.7846626043319702,-2.142051935195923,-0.4699033200740814,10626.703125,10627.373046875,10228.966796875,9369.798828125,1.1086574792861938,1.2119587659835815,1.5,2.6943609714508057,3.65906023979187,0.0
1.5,1.1109956502914429,1.1584640741348267,1.4993259906768799,3.026881456375122,4.281879901885986,0.5133357048034668,0.9447911977767944,-0.02931455709040165,-0.2899218499660492,0.14985182881355286,0.8109798431396484,-2.2034988403320312,-0.4914644658565521,10546.6494140625,10516.3916015625,10078.123046875,9244.1162109375,1.1352037191390991,1.2484405040740967,1.5,2.614574432373047,3.6371896266937256,0.0
1.51,1.1405383348464966,1.2012417316436768,1.5045613050460815,2.954272747039795,4.27777099609375,0.5235288739204407,0.9420163631439209,-0.023118440061807632,-0.2997739315032959,0.1490180343389511,0.8193190693855286,-2.265641689300537,-0.5130263566970825,10469.4013671875,10416.046875,9965.673828125,9160.3896484375,1.160942792892456,1.2847003936767578,1.5,2.532928943634033,3.6146726608276367,0.0
1.52,1.1693452596664429,1.2439604997634888,1.5098700523376465,2.8806920051574707,4.271877765655518,0.5308690667152405,0.9390262365341187,-0.01680103875696659,-0.3098706305027008,0.14808036386966705,0.8115811944007874,-2.324280261993408,-0.5339623093605042,10397.5576171875,10330.2861328125,9896.4912109375,9121.8984375,1.1858563423156738,1.3207318782806396,1.5,2.4494822025299072,3.59151291847229,0.0
1.53,1.1974025964736938,1.2866023778915405,1.5152288675308228,2.8057334423065186,4.264186859130859,0.5358842015266418,0.9358143210411072,-0.010441532358527184,-0.32020196318626404,0.14701434969902039,0.7904035449028015,-2.37540602684021,-0.5536795258522034,10333.48828125,10262.3349609375,9873.1591796875,9129.5185546875,1.2099266052246094,1.3565285205841064,1.5,2.3642938137054443,3.5677146911621094,0.0
1.54,1.2246921062469482,1.3291491270065308,1.5206197500228882,2.728945255279541,4.254676342010498,0.5390931367874146,0.9323829412460327,-0.0041102999821305275,-0.3307373821735382,0.1458011269569397,0.7589688897132874,-2.41534686088562,-0.5716391205787659,10279.4462890625,10214.7548828125,9896.099609375,9182.0234375,1.233136534690857,1.392084002494812,1.5,2.2774240970611572,3.5432820320129395,0.0
1.55,1.2511905431747437,1.371582269668579,1.5260295867919922,2.6498472690582275,4.243312358856201,0.5409867167472839,0.9287428855895996,0.0021338823717087507,-0.3414272367954254,0.1444287747144699,0.7207769751548767,-2.440871000289917,-0.5873820781707764,10237.6533203125,10189.5087890625,9963.310546875,9276.05859375,1.2554696798324585,1.4273920059204102,1.5,2.1889350414276123,3.5182197093963623,0.0
1.56,1.2768701314926147,1.413882851600647,1.531449556350708,2.5679619312286377,4.230053901672363,0.5419957041740417,0.9249135255813599,0.008245661854743958,-0.3522050976753235,0.14289337396621704,0.6794313192367554,-2.449305295944214,-0.6005315184593201,10209.00390625,10186.6376953125,10070.3388671875,9406.1708984375,1.2769100666046143,1.4624463319778442,1.5,2.0988895893096924,3.4925320148468018,0.0
