step,vx_cmd,vy_cmd,vz_cmd,wz_cmd
494,10.0,2.5273656845092773,-0.7662450671195987,-3.0
495,10.0,3.852893114089966,-0.6729084849357605,-3.0
496,10.0,4.93822455406189,-0.47827488183975253,-3.0
497,10.0,5.775803327560425,-0.2014666199684143,-3.0
498,10.0,6.838639974594116,-0.07864701747894287,-3.0
499,10.0,2.7337753772735596,0.7059030532836914,-1.3027440905570988
500,10.0,3.8918328285217285,0.8174285888671875,-0.21846145391464267
501,10.0,4.429539442062378,0.8021457195281982,0.7201409339904785
502,10.0,5.374652147293091,0.9155523777008057,1.3500620126724243
503,10.0,6.498619318008423,1.0838828086853027,1.846945881843567
504,10.0,7.3504579067230225,1.4669251441955566,2.3080666065216064
505,10.0,9.33455228805542,2.091375946998596,2.723973870277404
506,10.0,10.0,2.5792322158813477,2.503356099128724
507,10.0,10.0,2.8567471504211426,1.7782130241394043
508,10.0,10.0,3.0,1.0872176885604858
509,10.0,10.0,3.0,0.42597663402557373
510,10.0,10.0,3.0,-0.15152710676193237
511,10.0,10.0,3.0,-0.7062022089958194
512,10.0,10.0,3.0,-1.2393522262573242
513,10.0,10.0,3.0,-1.7006174325942998
514,10.0,10.0,3.0,-2.195349097251892
515,10.0,10.0,3.0,-2.647077038884164
516,9.392957687377928,10.0,3.0,-2.966126516461373
517,7.251496315002441,10.0,3.0,-3.0
518,5.687777996063232,10.0,3.0,-3.0
519,4.819803237915039,10.0,2.885321617126464,-3.0
520,4.593768119812012,10.0,2.079146146774292,-2.9590621143579487
521,0.5265355110168457,10.0,1.6696661710739136,-0.18760442733764648
522,-1.795521378517152,10.0,1.1346012353897095,0.466585636138916
523,-3.5270607471466064,10.0,0.6069867610931396,1.0669530630111694
524,-5.06852924823761,10.0,0.14966976642608643,1.658959150314331
525,-6.290043592453004,10.0,-0.1917927861213684,2.1089000701904297
526,-7.406278848648071,10.0,-0.4724959731101993,2.3978168964385986
527,-7.8830586373806,10.0,-0.5980226397514343,2.4641504287719718
528,-8.27757552266121,10.0,-0.7544197440147403,2.4391207695007315
529,-8.56549769639969,10.0,-0.8530853390693665,2.2493598461151123
530,-9.251516908407213,10.0,-0.9791255593299869,2.069127917289734
531,-10.0,10.0,-1.198356807231903,1.8719000816345215
532,-10.0,10.0,-1.374673068523407,1.5398122072219849
533,-10.0,10.0,-1.5480973720550537,1.2064132690429688
534,-10.0,10.0,-1.7259936332702641,0.7943365573883057
535,-10.0,10.0,-1.864128023386002,0.4706636667251587
536,-10.0,10.0,-1.9946644306182866,0.20515358448028564
537,-10.0,10.0,-2.060886025428772,-0.0712936520576477
538,-10.0,10.0,-2.17882400751114,-0.42652541399002075
539,-10.0,10.0,-2.6176432818174367,-0.7430309057235721
540,-10.0,10.0,-3.0,-0.8807632327079773
541,-10.0,10.0,-3.0,-0.9056530594825745
542,-10.0,10.0,-3.0,-0.9624670743942264
543,-10.0,10.0,-2.746100619435311,-0.9329372048377991
544,-10.0,10.0,-2.194266378879547,-0.9728795886039737
545,-10.0,10.0,-1.7718526124954224,-1.1148321032524109
546,-10.0,9.140638113021849,-1.195485234260559,-1.2318883538246155
547,-10.0,-5.935198068618776,-2.16279137134552,3.0
548,-10.0,-6.137209534645082,-2.0454280972480774,3.0
549,-10.0,-5.394470691680908,-1.9823377132415771,3.0
550,-10.0,-4.7992366552352905,-1.791837215423584,3.0
551,-10.0,-4.401797652244568,-1.5463972091674805,3.0
552,-10.0,-4.1885799169540405,-1.2053675651550293,3.0
553,-10.0,-4.478102922439576,-0.8036254048347473,3.0
554,-10.0,-5.579273104667664,-0.6256878376007083,3.0
555,-10.0,-7.006027102470398,-0.20139259099960327,3.0
556,-10.0,-9.033577889204027,0.2859363555908203,3.0
557,-10.0,-10.0,0.716425895690918,3.0
558,-10.0,-10.0,0.9915751218795776,3.0
559,-10.0,-10.0,1.3460315465927124,3.0
560,-10.0,-10.0,1.669182300567627,3.0
561,-10.0,-10.0,1.8004124164581299,3.0
562,-10.0,-10.0,1.6424281597137451,3.0
563,-10.0,-10.0,1.3650791645050049,2.9924780130386353
564,-10.0,-10.0,1.1349477767944336,2.5722205638885507
565,-10.0,-10.0,0.7916003465652466,1.9478867053985596
566,-10.0,-10.0,0.4239896535873413,1.4597904682159424
567,-10.0,-10.0,0.1180415153503418,0.8143093585968018
568,-10.0,-10.0,-0.1312338709831241,0.09360122680664062
569,-10.0,-10.0,-0.6125226616859436,-0.8179399967193607
570,-10.0,-10.0,-0.8216115832328796,-1.5009925961494446
571,-10.0,-10.0,-0.9510324597358704,-2.180142134428025
572,-10.0,-10.0,-1.2241550087928776,-2.9911978393793115
573,-8.156410306692123,-10.0,-1.7251680493354802,-3.0
574,-5.997994244098663,-10.0,-2.3017567545175552,-3.0
575,-5.3139322996139535,-10.0,-3.0,-3.0
576,-5.262373089790344,-10.0,-3.0,-3.0
577,-5.249800682067872,-10.0,-3.0,-3.0
578,-4.317301511764526,-10.0,-3.0,-3.0
579,3.121767044067383,-10.0,-1.6082067489624023,-3.0
580,5.063285827636719,-10.0,-1.398781657218933,-3.0
581,6.95828914642334,-10.0,-1.1380087137222294,-3.0
582,8.43080759048462,-10.0,-1.0072531700134277,-3.0
583,10.0,-10.0,-0.7596176862716675,-3.0
584,10.0,-10.0,-0.5683402419090271,-3.0
585,10.0,-10.0,-0.3745797872543335,-3.0
586,10.0,-10.0,-0.028414785861968994,-3.0
587,10.0,-10.0,-0.04319018125534091,-3.0
588,10.0,-10.0,-0.12144845724105835,-3.0
589,10.0,-10.0,-0.3009590506553653,-3.0
590,10.0,-10.0,-0.5033571124076843,-3.0
591,10.0,-10.0,-0.7198149561882019,-3.0
592,10.0,-10.0,-0.8924780488014221,-3.0
593,10.0,-10.0,-0.8177055716514587,-3.0
594,10.0,-9.433988183736803,-0.49231731891632113,-3.0
595,10.0,-7.2464048862457275,-0.3943330049514774,-3.0
596,10.0,-5.544303059577942,-0.560770153999329,-3.0
597,10.0,-3.86147677898407,-0.8266494870185855,-3.0
598,10.0,-2.72510051727295,-1.1359094381332397,-3.0
599,10.0,-2.384262681007386,-1.2458081245422368,-3.0
600,10.0,-2.113020420074464,-1.4321234822273254,-3.0
601,10.0,-1.5151226520538341,-1.645357489585877,-3.0
602,10.0,-0.8501929044723522,-1.7290520668029785,-3.0
603,10.0,-0.13349294662475586,-1.7013906240463261,-3.0
604,10.0,-0.17589688301086426,-1.4196129441261296,-3.0
605,10.0,-0.4678899049758922,-1.062987864017487,-3.0
606,10.0,-0.6143224239349365,-0.9051505923271183,-3.0
607,10.0,-0.7196450233459484,-0.7481845021247867,-3.0
608,10.0,-1.3643532991409302,-0.7021695971488956,-3.0
609,10.0,-3.1303417682647705,-0.7144762873649597,-3.0
610,10.0,0.7256054878234863,1.3324363231658936,-3.0
611,10.0,0.43182969093322754,1.7842340469360352,-3.0
612,10.0,-1.2367022037506104,2.3166582584381104,-3.0
613,10.0,-3.2088005542755136,2.8166688680648813,-3.0
614,10.0,-4.53945815563202,3.0,-3.0
615,10.0,-5.23698389530182,3.0,-3.0
616,10.0,-5.295728445053102,3.0,-3.0
617,10.0,-5.404055118560792,3.0,-3.0
618,10.0,-5.801366567611696,3.0,-3.0
619,10.0,-6.694941520690918,3.0,-3.0
620,10.0,-7.60990396142006,3.0,-3.0
621,10.0,-8.66327539086342,3.0,-3.0
622,10.0,-9.793287962675096,3.0,-3.0
623,10.0,-10.0,3.0,-2.9025831967592244
624,10.0,-10.0,3.0,-2.30063970386982
625,10.0,-10.0,3.0,-2.009705543518067
626,10.0,-10.0,3.0,-1.6619782447814948
627,8.773243427276611,-10.0,3.0,-1.5718064904212952
628,5.760922431945801,-10.0,3.0,-1.4868959784507751
629,3.4457802772521973,-10.0,3.0,-1.5274209380149841
630,1.7719841003417969,-10.0,3.0,-1.5066649317741394
631,0.08015871047973633,-10.0,3.0,-1.4717148542404175
632,-1.310076117515564,-10.0,3.0,-1.5104010701179504
633,-2.60781466960907,-10.0,3.0,-1.6006972789764409
634,-4.1096073389053345,-10.0,3.0,-1.5880667567253113
635,-5.55980920791626,-10.0,2.8862056732177725,-1.5181512236595154
636,-0.5137211084365845,-10.0,-2.195645749568939,3.0
637,-1.9015365839004517,-10.0,-2.5262200534343724,3.0
638,-3.320314288139344,-10.0,-2.615378871560097,3.0
639,-4.604048728942872,-10.0,-2.5739168375730515,3.0
640,-5.673480033874512,-10.0,-2.491513341665268,3.0
641,-6.669954657554628,-10.0,-2.4189120680093765,3.0
642,-7.666699290275574,-10.0,-2.398281052708626,3.0
643,-8.402750492095949,-10.0,-2.395723566412926,3.0
644,-9.162469506263735,-10.0,-2.4362831264734273,3.0
645,-9.753286242485048,-10.0,-2.5159061998128895,3.0
646,-10.0,-10.0,-2.5870541185140614,3.0
647,-10.0,-10.0,-2.575439438223839,3.0
648,-10.0,-10.0,-2.48944352567196,3.0
649,-10.0,-9.800215661525728,-2.2722616642713556,3.0
650,-10.0,-8.46015438437462,-1.9776422381401062,3.0
651,-10.0,-7.126522660255432,-1.818110704421997,3.0
652,-10.0,-6.319363713264465,-1.6435895562171936,3.0
653,-10.0,-5.80111563205719,-1.2557668089866643,3.0
654,-10.0,-5.710095167160034,-0.6440218091011051,3.0
655,-10.0,-6.083669662475586,0.37618982791900635,3.0
656,-10.0,-5.826670527458192,1.3602958917617798,3.0
657,-10.0,-5.3591495752334595,1.7119953632354736,3.0
658,-10.0,-4.9682241678237915,1.6526756286621094,3.0
659,-10.0,-4.7696852684021,1.6027178764343262,3.0
660,-10.0,-5.022980570793152,2.023276448249817,3.0
661,-10.0,-5.254977345466614,1.9584896564483643,3.0
662,-10.0,-5.054015517234802,1.6591286659240723,3.0
663,-10.0,-4.893651008605958,1.5630247592926025,3.0
664,-10.0,-5.037375688552858,1.6900523900985718,3.0
665,-10.0,-5.575875639915468,1.0899653434753418,3.0
666,-10.0,-4.373184442520142,1.0435162782669067,3.0
667,-10.0,-0.7641994953155518,1.0481940507888794,1.8921797275543213
668,-10.0,2.3804259300231934,0.7548544406890869,0.3330681324005127
669,-10.0,4.528909921646118,0.11858761310577393,-0.8776048421859745
670,-10.0,6.144986152648926,-0.29930573701858554,-1.7656370401382446
671,-10.0,8.077478408813477,-0.7344140410423279,-2.5391000658273706
672,-10.0,10.0,-1.015538334846497,-3.0
673,-10.0,10.0,-1.0537499785423279,-3.0
674,-10.0,10.0,-0.9971525073051456,-3.0
675,-10.0,10.0,-0.8967105746269229,-3.0
676,-10.0,10.0,-0.7514474987983704,-3.0
677,-10.0,10.0,-0.647378146648407,-3.0
678,-10.0,10.0,-0.7667554020881653,-2.3897290974855427
679,-10.0,10.0,-0.8174001574516296,-1.8869876861572266
680,-10.0,10.0,-0.7657409906387329,-1.706591248512268
681,-10.0,10.0,-0.6245750784873966,-1.7107992768287659
682,-10.0,10.0,-0.6016319990158081,-1.62143075466156
683,-10.0,10.0,-0.6733594536781314,-1.4475325942039494
684,-9.030284285545351,10.0,-0.7543178200721741,-1.1693642735481267
685,-7.786464095115662,10.0,-0.9251979589462284,-0.9381011724472049
686,-6.634705066680908,10.0,-1.2199160456657414,-0.7775305509567264
687,-5.76685130596161,10.0,-1.4634402394294739,-0.635341465473175
688,-5.036867260932924,10.0,-1.6864070892333984,-0.5119312405586243
689,-4.517832398414612,10.0,-1.9571932554245,-0.2843776345252991
690,10.0,10.0,-1.149575650691986,3.0
691,9.776053428649904,10.0,-1.611564159393311,3.0
692,6.958513259887695,10.0,-2.7359778732061386,3.0
693,4.303340911865234,10.0,-3.0,2.424206256866455
694,3.207840919494629,10.0,-3.0,1.7718697786331177
695,3.2199788093566895,10.0,-3.0,1.3780288696289062
696,3.8434314727783203,10.0,-3.0,1.3199586868286133
697,4.669358730316162,10.0,-3.0,1.454313039779663
698,5.5826616287231445,10.0,-3.0,1.7813286781311035
699,6.570436954498291,10.0,-3.0,2.3911256790161133
700,7.557494640350342,10.0,-3.0,2.9650418758392334
701,8.424718379974367,10.0,-3.0,3.0
702,9.432816505432129,10.0,-3.0,3.0
703,10.0,10.0,-3.0,3.0
704,10.0,10.0,-3.0,3.0
705,10.0,10.0,-3.0,3.0
706,10.0,10.0,-3.0,3.0
707,10.0,10.0,-3.0,3.0
708,10.0,10.0,-3.0,3.0
709,10.0,10.0,-3.0,3.0
710,10.0,10.0,-3.0,3.0
711,10.0,10.0,-2.8866586536169057,3.0
712,10.0,10.0,-2.560715362429619,2.373201012611389
713,10.0,10.0,-2.049832284450531,1.3529269695281982
714,10.0,10.0,-1.26347154378891,-0.12245821952819824
715,10.0,10.0,-0.39806073904037476,-2.258122935891152
716,10.0,9.934408664703367,0.23432135581970215,-3.0
717,10.0,7.101632356643677,0.6206846237182617,-3.0
718,10.0,5.545475482940674,0.5259661674499512,-3.0
719,10.0,2.939375638961792,0.42673730850219727,-3.0
720,10.0,2.2937214374542236,-0.09096032381057773,-3.0
721,10.0,2.011333703994751,-0.6402622461318973,-3.0
722,10.0,2.498908042907715,-0.761011004447937,-3.0
723,10.0,3.784317970275879,-0.6677314639091495,-3.0
724,10.0,4.899414777755737,-0.4940922260284427,-3.0
725,10.0,5.70588231086731,-0.21641689538955722,-3.0
726,10.0,6.759852170944214,-0.09960955381393433,-3.0
727,10.0,2.647840976715088,0.645737886428833,-1.3606190085411072
728,10.0,3.8944804668426514,0.7672126293182373,-0.3094528913497925
729,10.0,4.434864521026611,0.7443702220916748,0.6225764751434326
730,10.0,5.262421369552612,0.8906428813934326,1.304187297821045
731,10.0,6.393543481826782,1.0358033180236816,1.8185977935791016
732,10.0,7.19091534614563,1.3653323650360107,2.26801335811615
733,10.0,9.005694389343263,1.9425437450408936,2.671404004096985
734,10.0,9.988884925842287,2.531872272491455,2.63748300075531
735,10.0,10.0,2.80941903591156,1.894399881362915
736,10.0,10.0,3.0,1.1736667156219482
737,10.0,10.0,3.0,0.4971463680267334
738,10.0,10.0,3.0,-0.0949775576591495
739,10.0,10.0,3.0,-0.6343794465065002
740,10.0,10.0,3.0,-1.1622920036315922
741,10.0,10.0,3.0,-1.6193860173225403
742,10.0,10.0,3.0,-2.1073983907699594
743,10.0,10.0,3.0,-2.601895585656166
744,9.531357288360596,10.0,3.0,-2.9281907826662064
745,7.422702312469482,10.0,3.0,-3.0
746,5.783138275146484,10.0,3.0,-3.0
747,4.91025447845459,10.0,2.9543888568878174,-3.0
748,4.68623161315918,10.0,2.151061177253723,-2.994040623307228
749,0.9087371826171875,10.0,1.7109382152557373,-0.27299684286117554
750,-1.5369886159896862,10.0,1.2029017210006714,0.40124809741973877
751,-3.291218876838684,10.0,0.6768972873687744,0.9843488931655884
752,-4.858130216598512,10.0,0.20910966396331787,1.5981556177139282
753,-6.103018820285798,10.0,-0.14190423488616943,2.067165970802307
754,-7.230866849422456,10.0,-0.42194294929504395,2.3705095052719116
755,-7.822481095790864,10.0,-0.5608484745025638,2.44819736480713
756,-8.23315128684044,10.0,-0.7080348730087284,2.4327607154846183
757,-8.535538613796234,10.0,-0.8115590214729312,2.252715826034546
758,-9.105978310108187,10.0,-0.9283270239830017,2.083802819252014
759,-10.0,10.0,-1.1450373530387878,1.8921539783477783
760,-10.0,10.0,-1.3280260562896729,1.5805799961090088
761,-10.0,10.0,-1.5011785626411438,1.2443962097167969
762,-10.0,10.0,-1.687987625598908,0.8519253730773926
763,-10.0,10.0,-1.8291389644145972,0.5077922344207764
764,-10.0,10.0,-1.9707786440849304,0.2542937994003296
765,-10.0,10.0,-2.0471519529819493,-0.035827696323394775
766,-10.0,10.0,-2.128872156143189,-0.39152956008911166
767,-10.0,10.0,-2.543161109089852,-0.7023183703422546
768,-10.0,10.0,-2.9582928121089935,-0.8717349171638489
769,-10.0,10.0,-3.0,-0.9097037315368656
770,-10.0,10.0,-3.0,-0.968952834606171
771,-10.0,10.0,-2.799583420157433,-0.9463073015213016
772,-10.0,10.0,-2.2430618405342106,-0.9405764937400818
773,-10.0,10.0,-1.8152219653129578,-1.1018237471580505
774,-10.0,9.627226591110231,-1.2493969202041626,-1.2271597981452942
775,-10.0,-5.74896812438965,-2.1955068111419687,3.0
776,-10.0,-6.0089677572250375,-2.0754277110099792,3.0
777,-10.0,-5.27414083480835,-2.0254499316215524,3.0
778,-10.0,-4.6713948249816895,-1.8271763920783997,3.0
779,-10.0,-4.2668527364730835,-1.5878216028213505,3.0
780,-10.0,-4.046154022216798,-1.2484635114669804,3.0
781,-10.0,-4.299821853637696,-0.8346975445747375,3.0
782,-10.0,-5.324894189834596,-0.6318867802619934,3.0
783,-10.0,-6.754291653633118,-0.2150462865829471,3.0
784,-10.0,-8.745716363191606,0.2605401277542114,3.0
785,-10.0,-10.0,0.7276990413665771,3.0
786,-10.0,-10.0,0.9983174800872803,3.0
787,-10.0,-10.0,1.3403170108795166,3.0
788,-10.0,-10.0,1.6910169124603271,3.0
789,-10.0,-10.0,1.8158608675003052,3.0
790,-10.0,-10.0,1.7241032123565674,3.0
791,-10.0,-10.0,1.4007561206817627,3.0
792,-10.0,-10.0,1.20704984664917,2.6485809087753287
793,-10.0,-10.0,0.8471381664276123,2.0218870639801025
794,-10.0,-10.0,0.4771932363510132,1.502105712890625
795,-10.0,-10.0,0.1614300012588501,0.8547062873840332
796,-10.0,-10.0,-0.10049343109130893,0.1251218318939209
797,-10.0,-10.0,-0.5633119940757751,-0.7742977738380432
798,-10.0,-10.0,-0.7955648303031925,-1.4752537608146672
799,-10.0,-10.0,-0.935836136341095,-2.14896959066391
800,-10.0,-10.0,-1.1910826563835148,-2.9709417745471
801,-8.492777198553085,-10.0,-1.6990590691566467,-3.0
802,-6.251488626003265,-10.0,-2.2644093185663228,-3.0
803,-5.396541953086854,-10.0,-3.0,-3.0
804,-5.30215233564377,-10.0,-3.0,-3.0
805,-5.2916136384010315,-10.0,-3.0,-3.0
806,-4.441213607788086,-10.0,-3.0,-3.0
807,2.817974090576172,-10.0,-1.6394852399826056,-3.0
808,4.746913909912109,-10.0,-1.4382319450378422,-3.0
809,6.6623687744140625,-10.0,-1.1618095636367802,-3.0
810,8.166592121124268,-10.0,-1.038142025470734,-3.0
811,9.901835918426512,-10.0,-0.7951571345329285,-3.0
812,10.0,-10.0,-0.5915474295616153,-3.0
813,10.0,-10.0,-0.4089662432670593,-3.0
814,10.0,-10.0,-0.07146245241165194,-3.0
815,10.0,-10.0,-0.029791295528411865,-3.0
816,10.0,-10.0,-0.10240727663040194,-3.0
817,10.0,-10.0,-0.2678927779197696,-3.0
818,10.0,-10.0,-0.47154271602630615,-3.0
819,10.0,-10.0,-0.690308511257172,-3.0
820,10.0,-10.0,-0.8908422589302066,-3.0
821,10.0,-10.0,-0.8344050049781803,-3.0
822,10.0,-9.640388339757921,-0.5385054945945743,-3.0
823,10.0,-7.44873881340027,-0.36358076333999634,-3.0
824,10.0,-5.690519809722902,-0.5510491132736209,-3.0
825,10.0,-4.0434759855270395,-0.7863671779632568,-3.0
826,10.0,-2.7418196201324463,-1.117660939693451,-3.0
827,10.0,-2.3367315530776978,-1.2276531457901005,-3.0
828,10.0,-2.166927456855774,-1.4162964820861816,-3.0
829,10.0,-1.5718770027160645,-1.6346304416656494,-3.0
830,10.0,-0.9376645088195801,-1.733943164348603,-3.0
831,10.0,-0.2198624610900879,-1.7081170678138733,-3.0
832,10.0,-0.18956363201141357,-1.4604100584983826,-3.0
833,10.0,-0.4909092187881481,-1.0857651829719548,-3.0
834,10.0,-0.6288188695907604,-0.9151339530944828,-3.0
835,10.0,-0.6690168380737305,-0.7574960589408875,-3.0
836,10.0,-1.2783825397491455,-0.7052056789398193,-3.0
837,10.0,-2.9905319213867196,-0.7192588448524475,-3.0
838,10.0,0.7361876964569092,1.2917990684509277,-3.0
839,10.0,0.39577484130859375,1.7101789712905884,-3.0
840,10.0,-1.0679203271865845,2.232328176498413,-3.0
841,10.0,-3.1003594398498535,2.7459704875946036,-3.0
842,10.0,-4.508134722709656,2.9752289056777954,-3.0
843,10.0,-5.265010595321655,3.0,-3.0
844,10.0,-5.301456451416016,3.0,-3.0
845,10.0,-5.429132580757142,3.0,-3.0
846,10.0,-5.74917733669281,3.0,-3.0
847,10.0,-6.648387908935548,3.0,-3.0
848,10.0,-7.551054507493974,3.0,-3.0
849,10.0,-8.617776483297348,3.0,-3.0
850,10.0,-9.701450914144516,3.0,-3.0
851,10.0,-10.0,3.0,-2.9516177326440816
852,10.0,-10.0,3.0,-2.3158227950334553
853,10.0,-10.0,3.0,-2.028255522251129
854,10.0,-10.0,3.0,-1.668302178382874
855,8.974285125732424,-10.0,3.0,-1.5668687224388123
856,5.92010498046875,-10.0,3.0,-1.4824097156524663
857,3.5921430587768555,-10.0,3.0,-1.5208287835121155
858,1.8694210052490234,-10.0,3.0,-1.5107390284538276
859,0.15298843383789062,-10.0,3.0,-1.4745261669158936
860,-1.2473058700561523,-10.0,3.0,-1.508031964302063
861,-2.5405317544937143,-10.0,3.0,-1.6030656695365906
862,-4.030680060386658,-10.0,3.0,-1.5934862494468693
863,-5.480368733406068,-10.0,2.8886250257492065,-1.5242713093757636
864,-0.38971006870269775,-10.0,-2.1939792037010197,3.0
865,-1.775999665260316,-10.0,-2.5221079140901566,3.0
866,-3.218737244606018,-10.0,-2.609791114926338,3.0
867,-4.498432278633118,-10.0,-2.5663551092147836,3.0
868,-5.56890606880188,-10.0,-2.4805622845888142,3.0
869,-6.570914387702942,-10.0,-2.405747786164284,3.0
870,-7.575253844261169,-10.0,-2.3836884945631036,3.0
871,-8.350083827972412,-10.0,-2.3860562592744827,3.0
872,-9.113994836807253,-10.0,-2.4270013421773915,3.0
873,-9.717901945114136,-10.0,-2.508179292082787,3.0
874,-10.0,-10.0,-2.5876286476850514,3.0
875,-10.0,-10.0,-2.5815588980913162,3.0
876,-10.0,-10.0,-2.5009217709302902,3.0
877,-10.0,-9.885725528001787,-2.2929092198610306,3.0
878,-10.0,-8.56598809361458,-1.9921948313713074,3.0
879,-10.0,-7.2163331508636475,-1.8233286738395695,3.0
880,-10.0,-6.38093113899231,-1.6626146435737614,3.0
881,-10.0,-5.851124525070192,-1.2861567735672002,3.0
882,-10.0,-5.7258689403533936,-0.7053446173667911,3.0
883,-10.0,-6.079728603363038,0.3128328323364258,3.0
884,-10.0,-5.875402688980104,1.3263137340545654,3.0
885,-10.0,-5.390598177909852,1.7152812480926514,3.0
886,-10.0,-5.0718384981155396,1.6531884670257568,3.0
887,-10.0,-4.75262999534607,1.605643630027771,3.0
888,-10.0,-4.987648129463196,2.014514207839966,3.0
889,-10.0,-5.262274146080018,1.9751640558242798,3.0
890,-10.0,-5.063513517379762,1.6718816757202148,3.0
891,-10.0,-4.90161955356598,1.5621013641357422,3.0
892,-10.0,-5.030738711357118,1.6761621236801147,3.0
893,-10.0,-5.22800385951996,1.8651591539382935,3.0
894,-10.0,-4.597498774528504,0.9763122797012329,3.0
895,-10.0,-1.1682325601577759,0.9432789087295532,1.7544125318527222
896,-10.0,2.167607545852661,0.6673800945281982,0.2022264003753662
897,-10.0,4.400914907455444,0.10343241691589355,-0.8742846250534058
898,-10.0,6.09194278717041,-0.27071017026901245,-1.6422371864318848
899,-10.0,8.038861751556396,-0.7004783749580383,-2.426929548382759
900,-10.0,10.0,-0.9985730051994324,-3.0
901,-10.0,10.0,-1.0621837377548222,-3.0
902,-10.0,10.0,-1.0200299620628357,-3.0
903,-10.0,10.0,-0.9449617266654972,-3.0
904,-10.0,10.0,-0.8065794110298157,-3.0
905,-10.0,10.0,-0.6984230875968936,-3.0
906,-10.0,10.0,-0.8080451488494876,-2.448429599404335
907,-10.0,10.0,-0.8663669228553775,-1.9160799980163574
908,-10.0,10.0,-0.8340699076652527,-1.6962148547172546
909,-10.0,10.0,-0.7120254635810855,-1.68669193983078
910,-10.0,10.0,-0.6460266709327698,-1.6077765226364136
911,-10.0,10.0,-0.7003566026687622,-1.439619362354279
912,-9.065926671028139,10.0,-0.7897830605506897,-1.1710698008537292
913,-7.814919948577882,10.0,-0.9675487875938419,-0.9427220821380619
914,-6.6779625415802,10.0,-1.2445979118347172,-0.8011398911476135
915,-5.816654562950134,10.0,-1.4945524334907536,-0.6667243838310245
916,-5.073610544204712,10.0,-1.706477701663971,-0.5389575362205505
917,-4.531691670417786,10.0,-1.9718960523605347,-0.3352208733558655
918,10.0,10.0,-1.258775353431702,3.0
919,9.581720829010008,10.0,-1.7047723531723027,3.0
920,6.715190410614014,10.0,-2.822990611195565,3.0
921,4.16250467300415,10.0,-3.0,2.4207744598388663
922,3.0378317832946777,10.0,-3.0,1.7672538757324219
923,2.996840476989746,10.0,-3.0,1.360416054725647
924,3.600583076477051,10.0,-3.0,1.2996869087219238
925,4.458420276641846,10.0,-3.0,1.44358491897583
926,5.37999153137207,10.0,-3.0,1.7731214761734009
927,6.3416314125061035,10.0,-3.0,2.351020574569702
928,7.310647964477539,10.0,-3.0,2.928825616836547
929,8.158984184265137,10.0,-3.0,3.0
930,9.107663631439209,10.0,-3.0,3.0
931,10.0,10.0,-3.0,3.0
932,10.0,10.0,-3.0,3.0
933,10.0,10.0,-3.0,3.0
934,10.0,10.0,-3.0,3.0
935,10.0,10.0,-3.0,3.0
936,10.0,10.0,-3.0,3.0
937,10.0,10.0,-3.0,3.0
938,10.0,10.0,-3.0,3.0
939,10.0,10.0,-2.9371976405382165,3.0
940,10.0,10.0,-2.616719886660576,2.3972750902175903
941,10.0,10.0,-2.1079493165016174,1.401963472366333
942,10.0,10.0,-1.3254911899566655,-0.03467184305191073
943,10.0,10.0,-0.46273416280746493,-2.1396246850490575
944,10.0,10.0,0.1829005479812622,-3.0
945,10.0,7.070802450180054,0.5884280204772949,-3.0
946,10.0,5.5982887744903564,0.5213481187820435,-3.0
947,10.0,2.9522979259490967,0.39317500591278076,-3.0
948,10.0,2.29766845703125,-0.11287647485733066,-3.0
949,10.0,2.024327516555786,-0.6763154268264774,-3.0
950,10.0,2.4294722080230713,-0.8160279393196109,-3.0
951,10.0,3.6979353427886963,-0.7280613183975223,-3.0
952,10.0,4.835647344589233,-0.5474989414215091,-3.0
953,10.0,5.682512521743774,-0.2762238979339603,-3.0
954,10.0,6.723208427429199,-0.1554037928581241,-3.0
955,10.0,2.624920606613159,0.6918944120407104,-1.4069822430610657
956,10.0,3.9007413387298584,0.8055578470230103,-0.35146415233612094
957,10.0,4.460715055465698,0.7406988143920898,0.6017736196517944
958,10.0,5.242919921875,0.9001196622848511,1.3150259256362915
959,10.0,6.429773569107056,1.0250930786132812,1.8209996223449707
960,10.0,7.206517457962036,1.3542988300323486,2.2808632850646973
961,10.0,8.995858430862425,1.9530723094940186,2.7020916938781747
962,10.0,10.0,2.5310754776000977,2.681409716606141
963,10.0,10.0,2.7961113452911377,1.9444806575775146
964,10.0,10.0,3.0,1.2221421003341675
965,10.0,10.0,3.0,0.5458770990371704
966,10.0,10.0,3.0,-0.05554354190826416
