step,vx_cmd,vy_cmd,vz_cmd,wz_cmd
116,-10.0,-10.0,0.10188567638397217,-2.276154443621636
117,-8.994229435920717,-10.0,-0.4599958062171936,-2.791946858167649
118,-7.08482027053833,-10.0,-0.975245296955109,-3.0
119,-5.389972031116486,-10.0,-1.5744933485984802,-3.0
120,-4.652695655822754,-10.0,-2.3439416885375985,-3.0
121,-4.742836356163026,-10.0,-3.0,-3.0
122,-4.64483141899109,-10.0,-3.0,-3.0
123,-3.8370776176452637,-10.0,-3.0,-3.0
124,-2.9283517599105835,-10.0,-3.0,-3.0
125,-1.7899030447006237,-9.82183024287224,-3.0,-3.0
126,1.3770580291748047,-10.0,0.18984317779541016,-2.3621917963027954
127,3.1816864013671875,-10.0,0.2481851577758789,-2.412702664732933
128,5.434520244598389,-10.0,0.36511266231536865,-2.529856324195862
129,7.644333839416504,-10.0,0.6354693174362183,-2.6096591055393223
130,9.046621322631836,-10.0,1.0040781497955322,-2.4759584069252014
131,10.0,-10.0,0.9674080610275269,-2.850631132721901
132,10.0,-10.0,0.4484274387359619,-3.0
133,10.0,-10.0,-0.14009159803390503,-3.0
134,10.0,-10.0,-0.6100825667381287,-3.0
135,10.0,-10.0,-0.9097825884819031,-3.0
136,10.0,-10.0,-0.977725088596344,-3.0
137,10.0,-9.923740476369858,-0.6998957991600037,-3.0
138,10.0,-7.976046651601791,-0.44745200872421265,-3.0
139,10.0,-5.968796014785768,-0.31547516584396396,-3.0
140,10.0,-4.54058587551117,-0.41342997550964355,-3.0
141,10.0,-3.2962286472320557,-0.8425435423851013,-3.0
142,10.0,-1.8166959285736084,-1.182663917541504,-3.0
143,10.0,-1.6273981332778942,-1.3015201091766362,-3.0
144,10.0,-1.8145525455474865,-1.4684928059577942,-3.0
145,10.0,-1.5223097801208496,-1.6403726935386658,-3.0
146,10.0,-1.2171471118927002,-1.7486829757690436,-3.0
147,10.0,-1.5239304304122925,-1.650355875492096,-3.0
148,10.0,-1.7960000038146984,-1.3664168715476994,-3.0
149,10.0,-1.68604075908661,-1.0473443269729614,-3.0
150,10.0,-1.7981666326522838,-0.9545981884002686,-3.0
151,10.0,-2.2522693872451782,-0.9601292610168457,-3.0
152,10.0,-3.2423287630081177,-0.9848894476890564,-3.0
153,10.0,-4.698075652122498,-1.0336863398551945,-3.0
154,10.0,-0.8281165361404419,0.9467418193817139,-3.0
155,10.0,-1.7615187168121338,1.6522278785705566,-3.0
156,10.0,-2.6577061414718637,2.2219741344451904,-3.0
157,10.0,-3.92530620098114,2.7112995386123666,-3.0
158,10.0,-4.90744411945343,3.0,-3.0
159,10.0,-5.610472559928894,3.0,-3.0
160,10.0,-6.114186644554138,3.0,-3.0
161,10.0,-6.291456818580627,3.0,-3.0
162,10.0,-7.4461227655410775,3.0,-3.0
163,10.0,-8.290206640958786,3.0,-3.0
164,10.0,-9.514463394880297,3.0,-3.0
165,10.0,-10.0,3.0,-3.0
166,10.0,-10.0,3.0,-3.0
167,10.0,-10.0,3.0,-2.9877187460660943
168,10.0,-10.0,3.0,-2.530872479081154
169,10.0,-10.0,3.0,-2.2127047777175903
170,8.235981464385985,-10.0,3.0,-2.020267188549042
171,5.17352819442749,-10.0,3.0,-2.0155490040779123
172,2.7454137802124023,-10.0,3.0,-2.1060844659805302
173,0.9843277931213379,-10.0,3.0,-2.0904799103736886
174,-0.738620162010194,-10.0,3.0,-2.134226381778717
175,-2.003020644187928,-10.0,3.0,-2.1802353858947754
176,-3.4747308492660522,-10.0,3.0,-2.1895517706871033
177,1.4309000968933105,-10.0,-1.7039251327514653,3.0
178,-0.3186410665512085,-10.0,-1.9958603382110596,3.0
179,-1.8509477376937877,-10.0,-2.11399045586586,3.0
180,-3.3241647481918335,-10.0,-2.1499911546707153,3.0
181,-4.74271297454834,-10.0,-2.16581654548645,3.0
182,-6.149255633354188,-10.0,-2.1673786640167236,3.0
183,-7.490307092666626,-10.0,-2.165514349937439,3.0
184,-8.673278689384462,-10.0,-2.1877225041389465,3.0
185,-9.919698238372805,-10.0,-2.260214388370515,3.0
186,-10.0,-10.0,-2.353597775101662,3.0
187,-10.0,-10.0,-2.3493084758520126,3.0
188,-10.0,-10.0,-2.363922044634819,3.0
189,-10.0,-10.0,-2.3768160492181782,3.0
190,-10.0,-10.0,-2.3003865033388142,3.0
191,-10.0,-10.0,-2.1259412169456486,3.0
192,-10.0,-10.0,-1.9931316375732426,3.0
193,-10.0,-8.990163952112198,-1.76189535856247,3.0
194,-10.0,-7.718995660543442,-1.438613891601563,3.0
195,-10.0,-6.659557819366456,-1.0401020050048833,3.0
196,-10.0,-6.01286292076111,-0.5827184915542603,3.0
197,-10.0,-6.12667441368103,0.19999480247497559,3.0
198,-10.0,-6.104811429977418,1.235643982887268,3.0
199,-10.0,-5.499939918518068,1.8663575649261475,3.0
200,-10.0,-4.7721803188323975,2.1337777376174927,3.0
201,-10.0,-4.008174538612366,1.9874635934829712,3.0
202,-10.0,-3.9151108264923096,1.7957271337509155,3.0
203,-10.0,-4.8413509130477905,2.0052366256713867,3.0
204,-10.0,-5.543825626373292,1.838695764541626,3.0
205,-10.0,-5.284029245376588,1.6164296865463257,3.0
206,-10.0,-4.94090735912323,1.5787196159362793,3.0
207,-10.0,-4.664355516433716,1.6353600025177002,3.0
208,-10.0,-5.6074076890945435,0.5824402570724487,3.0
209,-10.0,-2.9532212018966675,0.5727274417877197,2.832794666290284
210,-10.0,0.593332052230835,0.5868101119995117,1.6180955171585083
211,-10.0,3.0186116695404053,0.15993404388427734,0.2536354064941406
212,-10.0,4.601932764053345,-0.5543519854545593,-1.2190902829170227
213,-10.0,6.14093542098999,-1.1659199595451355,-2.8390233367681508
214,-10.0,8.218982219696045,-1.6308018565177922,-3.0
215,-10.0,10.0,-1.8550207614898688,-3.0
216,-10.0,10.0,-1.8662878274917603,-3.0
217,-10.0,10.0,-1.7839248776435856,-3.0
218,-10.0,10.0,-1.698302149772644,-3.0
219,-10.0,10.0,-1.6064568758010864,-3.0
220,-10.0,10.0,-1.3987162113189697,-3.0
221,-10.0,10.0,-1.4936004281044006,-3.0
222,-10.0,10.0,-1.46522855758667,-2.50292743742466
223,-10.0,10.0,-1.503288388252259,-2.129287719726563
224,-10.0,10.0,-1.3466461300849915,-1.9536007046699524
225,-10.0,10.0,-1.1444000601768494,-1.8219716548919684
226,-10.0,10.0,-0.9339897036552433,-1.6715839505195624
227,-8.8261616230011,10.0,-0.9940579533576965,-1.514591217041016
228,-7.435570955276489,10.0,-1.1889418959617615,-1.3655499815940857
229,-6.2284278869628915,10.0,-1.4499685764312744,-1.1848767399787903
230,-5.27784526348114,10.0,-1.7250965237617493,-0.9820602536201477
231,-4.550339579582214,10.0,-1.9057665467262268,-0.807136058807373
232,-3.9934343099594116,10.0,-2.148304045200348,-0.6464409828186035
233,-3.907647728919984,10.0,-2.419845744967461,-0.14377945661544833
234,10.0,10.0,-1.26707124710083,3.0
235,10.0,10.0,-1.740177154541016,3.0
236,8.16293716430664,10.0,-2.826685398817063,3.0
237,5.089094638824463,10.0,-3.0,2.813292145729066
238,4.314978122711182,10.0,-3.0,2.128385066986084
239,4.541890621185303,10.0,-3.0,1.7291457653045654
240,5.213534832000732,10.0,-3.0,1.6227607727050781
241,6.236929893493652,10.0,-3.0,1.771684169769287
242,7.09507942199707,10.0,-3.0,2.2456501722335815
243,8.318254947662352,10.0,-3.0,2.8126230239868173
244,9.438598155975344,10.0,-3.0,3.0
245,10.0,10.0,-3.0,3.0
246,10.0,10.0,-3.0,3.0
247,10.0,10.0,-3.0,3.0
248,10.0,10.0,-3.0,3.0
249,10.0,10.0,-3.0,3.0
250,10.0,10.0,-3.0,3.0
251,10.0,10.0,-3.0,3.0
252,10.0,10.0,-3.0,3.0
253,10.0,10.0,-3.0,3.0
254,10.0,10.0,-3.0,3.0
255,10.0,10.0,-2.821863502264023,3.0
256,10.0,10.0,-2.49741630256176,2.3171600103378296
257,10.0,10.0,-1.98218321800232,1.1225756406784058
258,10.0,10.0,-1.0639230608940125,-0.5123330354690555
259,10.0,10.0,-0.29647547006607056,-2.704789504408837
260,10.0,8.16328167915344,0.22060811519622803,-3.0
261,10.0,5.629550218582153,0.355175256729126,-3.0
262,10.0,3.7411797046661377,0.20735764503479004,-3.0
263,10.0,2.1956241130828857,0.17798423767089844,-3.0
264,10.0,1.808161735534668,-0.4897407889366153,-3.0
265,10.0,1.7878985404968262,-0.9414297938346863,-3.0
266,10.0,2.5904381275177,-0.9311238527297977,-3.0
267,10.0,4.052542448043823,-0.8709971308708194,-3.0
268,10.0,5.1734113693237305,-0.5810410380363468,-3.0
269,10.0,6.064126491546631,-0.2710146903991699,-3.0
270,10.0,2.0453500747680664,0.9166946411132812,-2.245255887508393
271,10.0,3.896547555923462,0.7350214719772339,-1.4329460263252263
272,10.0,5.104426145553589,0.5944737195968628,-0.4113653898239136
273,10.0,4.982839822769165,0.7847599983215332,0.8933122158050537
274,10.0,5.7742345333099365,1.017876148223877,1.585920810699463
275,10.0,6.938449144363403,1.2224721908569336,1.99711275100708
276,10.0,8.383994102478027,1.8522344827651978,2.531658411026002
277,10.0,9.667619466781616,2.5539257526397705,2.690912961959839
278,10.0,10.0,2.7679710388183594,2.2424819469451904
279,10.0,9.635818004608153,3.0,1.6298106908798218
280,10.0,9.945147037506104,3.0,1.0344958305358887
281,10.0,10.0,3.0,0.4012563228607178
282,10.0,10.0,3.0,-0.18862134218215976
283,10.0,10.0,3.0,-0.7997962832450867
284,10.0,10.0,3.0,-1.3450872302055359
285,10.0,10.0,3.0,-1.8432700037956244
286,10.0,10.0,3.0,-2.310091629624367
287,10.0,10.0,3.0,-2.6776073724031453
288,9.20140504837036,10.0,3.0,-2.98436339199543
289,7.419238090515137,10.0,3.0,-3.0
290,5.843460559844971,10.0,3.0,-2.9585775285959244
291,4.766678810119629,10.0,2.9596481323242196,-2.947164013981819
292,4.406020641326904,10.0,2.1393556594848633,-2.8529161959886555
293,-0.25840342044830433,10.0,1.7986375093460083,0.19248175621032715
294,-2.43818461894989,10.0,1.2408503293991089,0.826420783996582
295,-4.15895402431488,10.0,0.6642851829528809,1.5108346939086914
296,-5.67379653453827,10.0,0.17831003665924072,2.0770493745803833
297,-6.910110712051392,10.0,-0.20222729444503784,2.4675443172454834
298,-7.74912327528,10.0,-0.4940258860588074,2.637260913848878
299,-8.058302998542786,10.0,-0.6511353850364688,2.6102796792984
300,-8.366228193044664,10.0,-0.7933936715126041,2.4816842079162598
301,-8.596249669790268,10.0,-0.9105112552642826,2.224418878555298
302,-9.464520812034609,10.0,-1.0939242839813232,2.0176713466644287
303,-10.0,10.0,-1.2958973050117493,1.7746074199676514
304,-10.0,10.0,-1.465765357017517,1.441988468170166
305,-10.0,10.0,-1.6293661594390874,1.104668140411377
306,-10.0,10.0,-1.7913184762001038,0.6912492513656616
307,-10.0,10.0,-1.9247145652770996,0.4564458131790161
308,-10.0,10.0,-2.0286769866943364,0.2255115509033203
309,-10.0,10.0,-2.1358243525028233,-0.06941181421279907
310,-10.0,10.0,-2.287984818220139,-0.43981254100799594
311,-10.0,10.0,-2.7620836347341537,-0.7640170454978946
312,-10.0,10.0,-3.0,-0.8789833188056946
313,-10.0,10.0,-3.0,-0.89874941110611
314,-10.0,10.0,-3.0,-0.9574518799781803
315,-10.0,10.0,-2.7296631485223775,-0.9199522733688354
316,-10.0,10.0,-2.2011489272117615,-1.0361661314964294
317,-10.0,10.0,-1.7623772621154785,-1.1622816324234013
318,-10.0,8.5090172290802,-1.1698940992355347,-1.2640179991722107
319,-10.0,-6.183895468711854,-2.169117808341981,3.0
320,-10.0,-6.30588173866272,-2.0612213015556335,3.0
321,-10.0,-5.552538633346558,-1.9819533526897435,3.0
322,-10.0,-4.957404136657716,-1.802563190460205,3.0
323,-10.0,-4.573715925216676,-1.547107994556427,3.0
324,-10.0,-4.407297968864442,-1.2005009651184086,3.0
325,-10.0,-4.7392988204956055,-0.7941800951957706,3.0
326,-10.0,-5.915701389312744,-0.6275653839111331,3.0
327,-10.0,-7.296932339668274,-0.20437771081924438,3.0
328,-10.0,-9.297905117273332,0.31694626808166504,3.0
329,-10.0,-10.0,0.714544415473938,3.0
330,-10.0,-10.0,0.9940595626831055,3.0
331,-10.0,-10.0,1.3438324928283691,3.0
332,-10.0,-10.0,1.6563670635223389,3.0
333,-10.0,-10.0,1.8102343082427979,3.0
334,-10.0,-10.0,1.5548014640808105,3.0
335,-10.0,-10.0,1.3145681619644165,2.950515031814575
336,-10.0,-10.0,1.066612958908081,2.522264242172242
337,-10.0,-10.0,0.7361372709274292,1.8828245401382446
338,-10.0,-10.0,0.3818514347076416,1.4323067665100098
339,-10.0,-10.0,0.08669829368591309,0.7879979610443115
340,-10.0,-10.0,-0.17266881465911865,0.02803623676300049
341,-10.0,-10.0,-0.6416115760803223,-0.8312771916389465
342,-10.0,-10.0,-0.832664966583252,-1.5017572045326233
343,-10.0,-10.0,-0.9363235831260684,-2.1635263860225677
344,-10.0,-10.0,-1.2258743047714238,-2.9633023962378506
345,-7.860538363456726,-10.0,-1.7098413705825812,-3.0
346,-5.761035084724426,-10.0,-2.3031226694583893,-3.0
347,-5.232509672641754,-10.0,-3.0,-3.0
348,-5.194407403469086,-10.0,-3.0,-3.0
349,-5.18086850643158,-10.0,-3.0,-3.0
350,-4.239325523376466,-10.0,-3.0,-3.0
351,3.252286911010742,-10.0,-1.5612450242042542,-3.0
352,5.173289775848389,-10.0,-1.3276707530021672,-3.0
353,7.061936855316162,-10.0,-1.0710126757621765,-3.0
354,8.52966785430908,-10.0,-0.9257560372352603,-3.0
355,10.0,-10.0,-0.6756842136383057,-3.0
356,10.0,-10.0,-0.4891757369041446,-3.0
357,10.0,-10.0,-0.2857235670089725,-3.0
358,10.0,-10.0,0.03591334819793701,-3.0
359,10.0,-10.0,-0.015507996082306241,-3.0
360,10.0,-10.0,-0.10997182130813632,-3.0
361,10.0,-10.0,-0.33414512872695956,-3.0
362,10.0,-10.0,-0.5348836183547977,-3.0
363,10.0,-10.0,-0.7633402347564697,-3.0
364,10.0,-10.0,-0.9053451418876651,-3.0
365,10.0,-10.0,-0.8063948750495911,-3.0
366,10.0,-9.15334925055504,-0.4500989913940433,-3.0
367,10.0,-7.071353793144226,-0.4048216938972473,-3.0
368,10.0,-5.367801785469055,-0.5819728374481201,-3.0
369,10.0,-3.6665058135986337,-0.8714407682418823,-3.0
370,10.0,-2.6740169525146484,-1.1617897152900696,-3.0
371,10.0,-2.443055510520936,-1.2755976319313054,-3.0
372,10.0,-2.1217966079711923,-1.4762168526649475,-3.0
373,10.0,-1.5371263027191162,-1.6786279678344727,-3.0
374,10.0,-0.826261043548584,-1.7402392029762268,-3.0
375,10.0,-0.10145127773285023,-1.7095856666564948,-3.0
376,10.0,-0.25137364864349365,-1.3873114585876465,-3.0
377,10.0,-0.5382364988327037,-1.028685450553894,-3.0
378,10.0,-0.6983268260955822,-0.8832369446754456,-3.0
379,10.0,-0.8480626344680797,-0.7418888211250309,-3.0
380,10.0,-1.6458249092102062,-0.7247795462608337,-3.0
381,10.0,-3.506479859352112,-0.7339412569999698,-3.0
382,10.0,0.6893253326416016,1.3654671907424927,-3.0
383,10.0,0.41193604469299316,1.8246560096740723,-3.0
384,10.0,-1.6721343994140625,2.381566643714905,-3.0
385,10.0,-3.549344539642334,2.8553223609924308,-3.0
386,10.0,-4.675741195678712,3.0,-3.0
387,10.0,-5.237479209899904,3.0,-3.0
388,10.0,-5.284738540649414,3.0,-3.0
389,10.0,-5.42880654335022,3.0,-3.0
390,10.0,-5.959911346435548,3.0,-3.0
391,10.0,-6.898235082626344,3.0,-3.0
392,10.0,-7.834766954183579,3.0,-3.0
393,10.0,-8.80128487944603,3.0,-3.0
394,10.0,-9.979655295610428,3.0,-3.0
395,10.0,-10.0,3.0,-2.8606241494417195
396,10.0,-10.0,3.0,-2.3160207420587544
397,10.0,-10.0,3.0,-2.0204417109489445
398,10.0,-10.0,3.0,-1.6947523355484013
399,8.386206626892088,-10.0,3.0,-1.6109012961387634
400,5.445959568023682,-10.0,3.0,-1.5372898578643799
401,3.2292819023132324,-10.0,3.0,-1.5859136581420903
402,1.545426845550537,-10.0,3.0,-1.5490002036094666
403,-0.08720755577087402,-10.0,3.0,-1.511719286441803
404,-1.4704525470733643,-10.0,3.0,-1.5687721967697144
405,-2.749374508857728,-10.0,3.0,-1.6557930707931523
406,-4.344506859779358,-10.0,3.0,-1.6304699778556824
407,0.89072585105896,-10.0,-1.6997977495193486,3.0
408,-0.8110648393630981,-10.0,-2.0764699280261993,3.0
409,-2.382228374481202,-10.0,-2.255349710583687,3.0
410,-3.8035249710083017,-10.0,-2.3518981486558914,3.0
411,-4.94184970855713,-10.0,-2.337126955389977,3.0
412,-6.02591097354889,-10.0,-2.3109505176544194,3.0
413,-7.08235263824463,-10.0,-2.311508551239968,3.0
414,-8.116848468780518,-10.0,-2.3582742959260945,3.0
415,-8.912824392318726,-10.0,-2.4119848161935806,3.0
416,-9.623137712478638,-10.0,-2.486074402928353,3.0
417,-10.0,-10.0,-2.5857286602258682,3.0
418,-10.0,-10.0,-2.620150700211525,3.0
419,-10.0,-10.0,-2.5788546949625015,3.0
420,-10.0,-10.0,-2.430580839514733,3.0
421,-10.0,-9.554027020931244,-2.1736587882041936,3.0
422,-10.0,-8.219269067049028,-1.9411425590515141,3.0
423,-10.0,-6.979565620422363,-1.8181988596916203,3.0
424,-10.0,-6.297515630722046,-1.600140810012818,3.0
425,-10.0,-5.837926864624023,-1.1439226269721985,3.0
426,-10.0,-5.861868262290956,-0.44433581829071045,3.0
427,-10.0,-6.18313193321228,0.5872628688812256,3.0
428,-10.0,-5.72718381881714,1.4777612686157227,3.0
429,-10.0,-5.26652455329895,1.7448116540908813,3.0
430,-10.0,-4.6512699127197275,1.6949139833450317,3.0
431,-10.0,-4.513694643974304,1.6348206996917725,3.0
432,-10.0,-4.989192485809326,2.035927176475525,3.0
433,-10.0,-5.233125686645508,1.9006669521331787,3.0
434,-10.0,-5.072169303894044,1.6214550733566284,3.0
435,-10.0,-4.898315072059632,1.5501469373703003,3.0
436,-10.0,-5.051505565643312,1.7087652683258057,3.0
437,-10.0,-5.477696657180786,1.081284999847412,3.0
438,-10.0,-3.965216875076294,1.0583893060684204,3.0
439,-10.0,-0.33938348293304443,1.0352683067321777,1.6702544689178467
440,-10.0,2.7116191387176514,0.688225507736206,0.13467121124267578
441,-10.0,4.69740629196167,0.04530036449432373,-1.0536748766899109
442,-10.0,6.365318298339844,-0.36727792024612427,-1.9991914629936223
443,-10.0,8.328849077224731,-0.7968297600746155,-2.716349914669991
444,-10.0,10.0,-1.033937394618988,-3.0
445,-10.0,10.0,-1.043125569820404,-3.0
446,-10.0,10.0,-0.9826750159263611,-3.0
447,-10.0,10.0,-0.8756287693977359,-3.0
448,-10.0,10.0,-0.7380618453025818,-3.0
449,-10.0,10.0,-0.6633564233779907,-3.0
450,-10.0,10.0,-0.7741967439651493,-2.409616068005562
451,-10.0,10.0,-0.8147419095039371,-1.9013260602951056
452,-10.0,10.0,-0.7520606517791748,-1.7434830665588383
453,-10.0,10.0,-0.5989574790000919,-1.7305351495742802
454,-10.0,10.0,-0.5782055854797367,-1.6329451203346252
455,-10.0,10.0,-0.6603512763977051,-1.4456516504287724
456,-8.969065546989443,10.0,-0.749965846538544,-1.168943703174591
457,-7.745232582092286,10.0,-0.9357869625091553,-0.9422510862350467
458,-6.548707485198976,10.0,-1.2559899687767029,-0.7539126276969913
459,-5.718732476234436,10.0,-1.4878478050231934,-0.6036674380302433
460,-5.003564953804016,10.0,-1.708824276924134,-0.4789347052574161
461,-4.52973484992981,10.0,-1.9903015494346619,-0.2368043661117557
462,10.0,10.0,-1.138792991638184,3.0
463,9.96737003326416,10.0,-1.6100454926490784,3.0
464,7.18388557434082,10.0,-2.7493958920240402,3.0
465,4.415397644042969,10.0,-3.0,2.520082712173462
466,3.3380985260009766,10.0,-3.0,1.8437554836273193
467,3.4433960914611816,10.0,-3.0,1.437036395072937
468,4.029796123504639,10.0,-3.0,1.3714849948883057
469,4.85198974609375,10.0,-3.0,1.4863379001617432
470,5.798649787902832,10.0,-3.0,1.8494274616241455
471,6.8581342697143555,10.0,-3.0,2.496440649032592
472,7.740588188171387,10.0,-3.0,3.0
473,8.624620437622072,10.0,-3.0,3.0
474,9.710378646850584,10.0,-3.0,3.0
475,10.0,10.0,-3.0,3.0
476,10.0,10.0,-3.0,3.0
477,10.0,10.0,-3.0,3.0
478,10.0,10.0,-3.0,3.0
479,10.0,10.0,-3.0,3.0
480,10.0,10.0,-3.0,3.0
481,10.0,10.0,-3.0,3.0
482,10.0,10.0,-3.0,3.0
483,10.0,10.0,-2.8755974024534225,3.0
484,10.0,10.0,-2.537703171372414,2.3553221225738525
485,10.0,10.0,-2.0217865705490112,1.2839069366455078
486,10.0,10.0,-1.2080106139183044,-0.23479002714157138
487,10.0,10.0,-0.36359292268753085,-2.36398695409298
488,10.0,9.6413254737854,0.2520328760147095,-3.0
489,10.0,6.9526588916778564,0.6047179698944092,-3.0
490,10.0,5.182667970657349,0.4801976680755615,-3.0
491,10.0,2.809511423110962,0.39800727367401123,-3.0
492,10.0,2.212897539138794,-0.16209357976913452,-3.0
493,10.0,1.9806039333343506,-0.6785557866096497,-3.0
